,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by Jonathan Ingram, Charles Bidwell and Distributed"
5,,Proofreaders
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,MAYDAY WITH THE MUSES.,MAYDAY WITH THE MUSES.
17,MAYDAY WITH THE MUSES.,
18,BY,BY
19,ROBERT BLOOMFIELD,ROBERT BLOOMFIELD
20,ROBERT BLOOMFIELD,
21,ROBERT BLOOMFIELD,"Author of the Farmer's Boy, Rural Tales, &c."
22,ROBERT BLOOMFIELD,
23,LONDON:,LONDON:
24,LONDON:,"Printed for the Author: and for Baldwin Chadock, and Joy"
25,LONDON:,
26,LONDON:,1822
27,LONDON:,
28,LONDON:,LONDON:
29,LONDON:,
30,LONDON:,"Printed by Thomas Davison, Whitefriars."
31,LONDON:,
32,LONDON:,
33,LONDON:,
34,LONDON:,
35,PREFACE.,PREFACE.
36,PREFACE.,
37,PREFACE.,I am of opinion that Prefaces are very useless things in cases like the
38,PREFACE.,"present, where the Author must talk of himself, with little amusement to"
39,PREFACE.,his readers. I have hesitated whether I should say any thing or nothing;
40,PREFACE.,"but as it is the fashion to say something, I suppose I must comply. I am"
41,PREFACE.,"well aware that many readers will exclaim--""It is not the common practice"
42,PREFACE.,of English baronets to remit half a year's rent to their tenants for
43,PREFACE.,"poetry, or for any thing else."" This may be very true; but I have found a"
44,PREFACE.,"character in the Rambler, No. 82, who made a very different bargain, and"
45,PREFACE.,"who says, ""And as Alfred received the tribute of the Welsh in wolves'"
46,PREFACE.,"heads, I allowed my tenants to pay their rents in butterflies, till I had"
47,PREFACE.,exhausted the papilionaceous tribe. I then directed them to the pursuit of
48,PREFACE.,"other animals, and obtained, by this easy method, most of the grubs and"
49,PREFACE.,"insects which land, air, or water can supply.........I have, from my own"
50,PREFACE.,"ground, the longest blade of grass upon record, and once accepted, as a"
51,PREFACE.,"half year's rent for a field of wheat, an ear, containing more grains than"
52,PREFACE.,"had been seen before upon a single stem."""
53,PREFACE.,
54,PREFACE.,I hope my old Sir Ambrose stands in no need of defence from me or from any
55,PREFACE.,one; a man has a right to do what he likes with his own estate. The
56,PREFACE.,characters I have introduced as candidates may not come off so easily; a
57,PREFACE.,"cluster of poets is not likely to be found in one village, and the"
58,PREFACE.,"following lines, written by my good friend T. Park. Esq. of Hampstead, are"
59,PREFACE.,"not only true, but beautifully true, and I cannot omit them."
60,PREFACE.,
61,PREFACE.,
62,"WRITTEN IN THE ISLE OF THANET,","WRITTEN IN THE ISLE OF THANET,"
63,"WRITTEN IN THE ISLE OF THANET,",
64,"WRITTEN IN THE ISLE OF THANET,","August, 1790."
65,"WRITTEN IN THE ISLE OF THANET,",
66,"WRITTEN IN THE ISLE OF THANET,","The bard, who paints from rural plains,"
67,"WRITTEN IN THE ISLE OF THANET,",Must oft himself the void supply
