,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by Paul Murray, Christina and the Online"
5,,Distributed Proofreading Team at https://www.pgdp.net
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,Poems and Ballads
17,,Second Series
18,,
19,,By
20,,Algernon Charles Swinburne
21,,
22,,Taken from The Collected Poetical Works of Algernon Charles
23,,Swinburne--Vol. III
24,,
25,,
26,,
27,SWINBURNE'S POETICAL WORKS,SWINBURNE'S POETICAL WORKS
28,SWINBURNE'S POETICAL WORKS,
29,SWINBURNE'S POETICAL WORKS,
30,SWINBURNE'S POETICAL WORKS,I. POEMS AND BALLADS (First Series).
31,SWINBURNE'S POETICAL WORKS,
32,SWINBURNE'S POETICAL WORKS,II. SONGS BEFORE SUNRISE and SONGS OF TWO NATIONS.
33,SWINBURNE'S POETICAL WORKS,
34,SWINBURNE'S POETICAL WORKS,"III. POEMS AND BALLADS (Second and Third Series), and SONGS OF THE"
35,SPRINGTIDES.,SPRINGTIDES.
36,SPRINGTIDES.,
37,"IV. TRISTRAM OF LYONESSE, THE TALE OF BALEN, ATALANTA IN CALYDON,","IV. TRISTRAM OF LYONESSE, THE TALE OF BALEN, ATALANTA IN CALYDON,"
38,ERECHTHEUS.,ERECHTHEUS.
39,ERECHTHEUS.,
40,"V. STUDIES IN SONG, A CENTURY OF ROUNDELS, SONNETS ON ENGLISH DRAMATIC","V. STUDIES IN SONG, A CENTURY OF ROUNDELS, SONNETS ON ENGLISH DRAMATIC"
41,"POETS, THE HEPTALOGIA, ETC.","POETS, THE HEPTALOGIA, ETC."
42,"POETS, THE HEPTALOGIA, ETC.",
43,"VI. A MIDSUMMER HOLIDAY, ASTROPHEL, A CHANNEL PASSAGE AND OTHER POEMS","VI. A MIDSUMMER HOLIDAY, ASTROPHEL, A CHANNEL PASSAGE AND OTHER POEMS"
44,"VI. A MIDSUMMER HOLIDAY, ASTROPHEL, A CHANNEL PASSAGE AND OTHER POEMS",
45,"VI. A MIDSUMMER HOLIDAY, ASTROPHEL, A CHANNEL PASSAGE AND OTHER POEMS",
46,"VI. A MIDSUMMER HOLIDAY, ASTROPHEL, A CHANNEL PASSAGE AND OTHER POEMS",
47,LONDON: WILLIAM HEINEMANN,LONDON: WILLIAM HEINEMANN
48,LONDON: WILLIAM HEINEMANN,
49,LONDON: WILLIAM HEINEMANN,
50,LONDON: WILLIAM HEINEMANN,
51,LONDON: WILLIAM HEINEMANN,Poems and Ballads
52,LONDON: WILLIAM HEINEMANN,Second Series
53,LONDON: WILLIAM HEINEMANN,
54,LONDON: WILLIAM HEINEMANN,By
55,LONDON: WILLIAM HEINEMANN,Algernon Charles Swinburne
56,LONDON: WILLIAM HEINEMANN,
57,LONDON: WILLIAM HEINEMANN,Taken from The Collected Poetical Works of Algernon Charles
