,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by James Tenison
5,,
6,,
7,,
8,,
9,,
10,THE GOLDEN TREASURY,THE GOLDEN TREASURY
11,THE GOLDEN TREASURY,
12,THE GOLDEN TREASURY,Of the best Songs and Lyrical Pieces
13,THE GOLDEN TREASURY,In the English Language
14,THE GOLDEN TREASURY,
15,THE GOLDEN TREASURY,
16,THE GOLDEN TREASURY,Selected by Francis Turner Palgrave
17,THE GOLDEN TREASURY,
18,THE GOLDEN TREASURY,
19,THE GOLDEN TREASURY,Illustrated by  A. Pearse
20,THE GOLDEN TREASURY,
21,THE GOLDEN TREASURY,
22,THE GOLDEN TREASURY,London and Glasgow
23,THE GOLDEN TREASURY,Collins' Clear-Type Press
24,THE GOLDEN TREASURY,
25,THE GOLDEN TREASURY,
26,THE GOLDEN TREASURY,
27,THE GOLDEN TREASURY,
28,DEDICATION,DEDICATION
29,DEDICATION,
30,DEDICATION,To
31,DEDICATION,
32,ALFRED TENNYSON,ALFRED TENNYSON
33,ALFRED TENNYSON,
34,POET LAUREATE.,POET LAUREATE.
35,POET LAUREATE.,
36,POET LAUREATE.,
37,POET LAUREATE.,This book in its progress has recalled often to my memory a man with
38,POET LAUREATE.,"whose friendship we were once honoured, to whom no region of English"
39,POET LAUREATE.,"literature was unfamiliar, and who, whilst rich in all the noble gifts"
40,POET LAUREATE.,"of nature, was most eminently distinguished by the noblest and the"
41,POET LAUREATE.,"rarest,--just judgment and high-hearted patriotism. It would have been"
42,POET LAUREATE.,hence a peculiar pleasure and pride to dedicate what I have endeavoured
43,POET LAUREATE.,to make a true national Anthology of three centuries to Henry Hallam.
44,POET LAUREATE.,But he is beyond the reach of any human tokens of love and reverence;
45,POET LAUREATE.,and I desire therefore to place before it a name united with his by
46,POET LAUREATE.,"associations which, whilst Poetry retains her hold on the minds of"
47,POET LAUREATE.,"Englishmen, are not likely to be forgotten."
48,POET LAUREATE.,
49,POET LAUREATE.,"Your encouragement, given while traversing the wild scenery of Treryn"
50,POET LAUREATE.,"Dinas, led me to begin the work; and it has been completed under your"
51,POET LAUREATE.,advice and assistance. For the favour now asked I have thus a second
52,POET LAUREATE.,"reason: and to this I may add, the homage which is your right as Poet,"
53,POET LAUREATE.,"and the gratitude due to a Friend, whose regard I rate at no common"
54,POET LAUREATE.,value.
55,POET LAUREATE.,
56,POET LAUREATE.,"Permit me then to inscribe to yourself a book which, I hope, may be"
57,POET LAUREATE.,found by many a lifelong fountain of innocent and exalted pleasure; a
58,POET LAUREATE.,source of animation to friends when they meet; and able to sweeten
59,POET LAUREATE.,"solitude itself with best society,--with the companionship of the wise"
60,POET LAUREATE.,"and the good, with the beauty which the eye cannot see, and the music"
61,POET LAUREATE.,only heard in silence. If this Collection proves a store-house of
