,Poem Title,line
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,Poems of William Blake
14,,
15,,
16,,by
17,,
18,,William Blake
19,,
20,,
21,,
22,SONGS OF INNOCENCE AND OF EXPERIENCE,SONGS OF INNOCENCE AND OF EXPERIENCE
23,SONGS OF INNOCENCE AND OF EXPERIENCE,
24,SONGS OF INNOCENCE AND OF EXPERIENCE,and
25,SONGS OF INNOCENCE AND OF EXPERIENCE,
26,SONGS OF INNOCENCE AND OF EXPERIENCE,THE BOOK of THEL
27,SONGS OF INNOCENCE AND OF EXPERIENCE,
28,SONGS OF INNOCENCE AND OF EXPERIENCE,
29,SONGS OF INNOCENCE AND OF EXPERIENCE,
30,SONGS OF INNOCENCE AND OF EXPERIENCE,
31,SONGS OF INNOCENCE AND OF EXPERIENCE,
32,SONGS OF INNOCENCE,SONGS OF INNOCENCE
33,SONGS OF INNOCENCE,
34,SONGS OF INNOCENCE,
35,INTRODUCTION,INTRODUCTION
36,INTRODUCTION,
37,INTRODUCTION,"Piping down the valleys wild,"
38,INTRODUCTION,"Piping songs of pleasant glee,"
39,INTRODUCTION,"On a cloud I saw a child,"
40,INTRODUCTION,And he laughing said to me:
41,INTRODUCTION,
42,INTRODUCTION,"""Pipe a song about a Lamb!"""
43,INTRODUCTION,So I piped with merry cheer.
44,INTRODUCTION,"""Piper, pipe that song again;"""
45,INTRODUCTION,So I piped: he wept to hear.
46,INTRODUCTION,
47,INTRODUCTION,"""Drop thy pipe, thy happy pipe;"
48,INTRODUCTION,"Sing thy songs of happy cheer!"""
49,INTRODUCTION,"So I sang the same again,"
50,INTRODUCTION,While he wept with joy to hear.
51,INTRODUCTION,
52,INTRODUCTION,"""Piper, sit thee down and write"
53,INTRODUCTION,"In a book, that all may read."""
54,INTRODUCTION,So he vanish'd from my sight;
55,INTRODUCTION,"And I pluck'd a hollow reed,"
56,INTRODUCTION,
57,INTRODUCTION,"And I made a rural pen,"
58,INTRODUCTION,"And I stain'd the water clear,"
59,INTRODUCTION,And I wrote my happy songs
60,INTRODUCTION,Every child may joy to hear.
61,INTRODUCTION,
62,INTRODUCTION,
63,THE SHEPHERD,THE SHEPHERD
64,THE SHEPHERD,
65,THE SHEPHERD,How sweet is the Shepherd's sweet lot!
66,THE SHEPHERD,From the morn to the evening he stays;
67,THE SHEPHERD,"He shall follow his sheep all the day,"
68,THE SHEPHERD,And his tongue shall be filled with praise.
69,THE SHEPHERD,
70,THE SHEPHERD,"For he hears the lambs' innocent call,"
71,THE SHEPHERD,And he hears the ewes' tender reply;
72,THE SHEPHERD,"He is watching while they are in peace,"
73,THE SHEPHERD,For they know when their Shepherd is nigh.
74,THE SHEPHERD,
75,THE SHEPHERD,
76,THE ECHOING GREEN,THE ECHOING GREEN
77,THE ECHOING GREEN,
