,Poem Title,line
0,,
1,,
2,,
3,,
4,BLUE AND PURPLE,BLUE AND PURPLE
5,BLUE AND PURPLE,
6,BLUE AND PURPLE,
7,BLUE AND PURPLE,
8,BLUE AND PURPLE,
9,BLUE AND PURPLE,BLUE AND PURPLE
10,BLUE AND PURPLE,
11,FRANCIS NEILSON,FRANCIS NEILSON
12,FRANCIS NEILSON,
13,FRANCIS NEILSON,
14,FRANCIS NEILSON,[Illustration: colophon]
15,FRANCIS NEILSON,
16,FRANCIS NEILSON,
17,NEW YORK: B. W. HUEBSCH,NEW YORK: B. W. HUEBSCH
18,MCMXX,MCMXX
19,MCMXX,
20,MCMXX,
21,"COPYRIGHT, 1920, BY","COPYRIGHT, 1920, BY"
22,B. W. HUEBSCH,B. W. HUEBSCH
23,B. W. HUEBSCH,
24,B. W. HUEBSCH,
25,B. W. HUEBSCH,
26,B. W. HUEBSCH,
27,SONGS TO A WIFE,SONGS TO A WIFE
28,SONGS TO A WIFE,
29,SONGS TO A WIFE,_My love is beautiful and sweet; she is like a pale
30,SONGS TO A WIFE,pink rose full of the glory of dew and sun. Sharon’s
31,SONGS TO A WIFE,garden knows not a bloom so fair as she. Persia holds
32,SONGS TO A WIFE,not a fragrance so heavenly in its perfumed bowers.
33,SONGS TO A WIFE,"Oh, my wondrous love, pour thy scented charm into"
34,SONGS TO A WIFE,the chalice of my longing heart; fill with thy fresh
35,SONGS TO A WIFE,splendour the air I breathe; and give me youth to
36,SONGS TO A WIFE,"spend on thee, my well-beloved. I am the gardener,"
37,SONGS TO A WIFE,born to tend one flower. My flower is the radiance of
38,SONGS TO A WIFE,a dawn in June. Like a veil of glowing pearls my love
39,SONGS TO A WIFE,"spreads her light; she is my morning, my joy of perfect"
40,SONGS TO A WIFE,hours. I will sing to her the song fresh roses raise
41,SONGS TO A WIFE,from their delicious petals when night departs and
42,SONGS TO A WIFE,"they rejoice, sun-kissed, when all the east is rich in"
43,SONGS TO A WIFE,gold. Lovely is my bloom. Her soul is the first blossom
44,SONGS TO A WIFE,given by Him who made the loveliness of Spring._
45,SONGS TO A WIFE,
46,SONGS TO A WIFE,
47,SONGS TO A WIFE,
48,SONGS TO A WIFE,
49,BLUE AND PURPLE,BLUE AND PURPLE
50,BLUE AND PURPLE,
51,BLUE AND PURPLE,
52,BLUE AND PURPLE,
53,BLUE AND PURPLE,
54,IN BLUE AND PURPLE CLAD,IN BLUE AND PURPLE CLAD
55,IN BLUE AND PURPLE CLAD,
56,IN BLUE AND PURPLE CLAD,
57,IN BLUE AND PURPLE CLAD,"A pearl set in the hollow of a stone,"
58,IN BLUE AND PURPLE CLAD,Wrought deftly by an artist of great skill;
59,IN BLUE AND PURPLE CLAD,A sapphire ’twas that bore the pearl so still
60,IN BLUE AND PURPLE CLAD,Within its bosom; taking from its tone
