,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by Chris Curnow, Matthew Wheaton and the Online"
5,,Distributed Proofreading Team at https://www.pgdp.net (This
6,,file was produced from images generously made available
7,,by The Internet Archive)
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,London. Edward Moxon & Co. Dover Street.
16,,
17,_MOXON'S MINIATURE POETS._,_MOXON'S MINIATURE POETS._
18,_MOXON'S MINIATURE POETS._,
19,_MOXON'S MINIATURE POETS._,
20,_MOXON'S MINIATURE POETS._,
21,_MOXON'S MINIATURE POETS._,
22,A SELECTION FROM THE WORKS OF FREDERICK LOCKER.,A SELECTION FROM THE WORKS OF FREDERICK LOCKER.
23,A SELECTION FROM THE WORKS OF FREDERICK LOCKER.,
24,A SELECTION FROM THE WORKS OF FREDERICK LOCKER.,
25,WITH ILLUSTRATIONS BY RICHARD DOYLE.,WITH ILLUSTRATIONS BY RICHARD DOYLE.
26,WITH ILLUSTRATIONS BY RICHARD DOYLE.,
27,WITH ILLUSTRATIONS BY RICHARD DOYLE.,
28,LONDON:,LONDON:
29,"EDWARD MOXON & CO., DOVER STREET.","EDWARD MOXON & CO., DOVER STREET."
30,"EDWARD MOXON & CO., DOVER STREET.",
31,"EDWARD MOXON & CO., DOVER STREET.",1865.
32,"EDWARD MOXON & CO., DOVER STREET.",
33,"PRINTED BY BRADBURY AND EVANS, WHITEFRIARS.","PRINTED BY BRADBURY AND EVANS, WHITEFRIARS."
34,"PRINTED BY BRADBURY AND EVANS, WHITEFRIARS.",
35,"THE ILLUSTRATIONS BY J. E. MILLAIS, R.A., AND RICHARD DOYLE","THE ILLUSTRATIONS BY J. E. MILLAIS, R.A., AND RICHARD DOYLE"
36,"THE ILLUSTRATIONS BY J. E. MILLAIS, R.A., AND RICHARD DOYLE",
37,"THE COVER FROM A DESIGN BY JOHN LEIGHTON, F.S.A.","THE COVER FROM A DESIGN BY JOHN LEIGHTON, F.S.A."
38,"THE COVER FROM A DESIGN BY JOHN LEIGHTON, F.S.A.",
39,THE SERIES PROJECTED AND SUPERINTENDED BY,THE SERIES PROJECTED AND SUPERINTENDED BY
40,THE SERIES PROJECTED AND SUPERINTENDED BY,
41,THE SERIES PROJECTED AND SUPERINTENDED BY,
42,THE SERIES PROJECTED AND SUPERINTENDED BY,"Some of these pieces appeared in a volume called ""London Lyrics,"" of"
43,THE SERIES PROJECTED AND SUPERINTENDED BY,"which there have been two editions, the first in 1857, and the second"
44,THE SERIES PROJECTED AND SUPERINTENDED BY,in 1862; a few of the pieces have been restored to the reading of the
45,THE SERIES PROJECTED AND SUPERINTENDED BY,First Edition.
46,THE SERIES PROJECTED AND SUPERINTENDED BY,
47,THE SERIES PROJECTED AND SUPERINTENDED BY,
48,THE SERIES PROJECTED AND SUPERINTENDED BY,
