,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by Robert Shimmin, Christina Morrell and PG Distributed"
5,,Proofreaders
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,THE WILD KNIGHT,THE WILD KNIGHT
14,THE WILD KNIGHT,
15,AND OTHER POEMS,AND OTHER POEMS
16,AND OTHER POEMS,
17,AND OTHER POEMS,
18,BY,BY
19,BY,
20,GILBERT CHESTERTON,GILBERT CHESTERTON
21,GILBERT CHESTERTON,
22,GILBERT CHESTERTON,
23,GILBERT CHESTERTON,1900
24,GILBERT CHESTERTON,
25,GILBERT CHESTERTON,
26,GILBERT CHESTERTON,
27,GILBERT CHESTERTON,
28,NOTE,NOTE
29,NOTE,
30,NOTE,
31,NOTE,My thanks are due to the Editors of the _Outlook_ and the _Speaker_ for
32,NOTE,the kind permission they have given me to reprint a considerable number
33,NOTE,of the following poems. They have been selected and arranged rather with
34,NOTE,a view to unity of spirit than to unity of time or value; many of them
35,NOTE,being juvenile.
36,NOTE,
37,NOTE,
38,NOTE,
39,NOTE,
40,CONTENTS,CONTENTS
41,CONTENTS,
42,CONTENTS,
43,BY THE BABE UNBORN,BY THE BABE UNBORN
44,BY THE BABE UNBORN,
45,THE WORLD'S LOVER,THE WORLD'S LOVER
46,THE WORLD'S LOVER,
47,THE SKELETON,THE SKELETON
48,THE SKELETON,
49,A CHORD OF COLOUR,A CHORD OF COLOUR
50,A CHORD OF COLOUR,
51,THE HAPPY MAN,THE HAPPY MAN
52,THE HAPPY MAN,
53,THE UNPARDONABLE SIN,THE UNPARDONABLE SIN
54,THE UNPARDONABLE SIN,
55,A NOVELTY,A NOVELTY
56,A NOVELTY,
57,ULTIMATE,ULTIMATE
58,ULTIMATE,
59,THE DONKEY,THE DONKEY
60,THE DONKEY,
61,THE BEATIFIC VISION,THE BEATIFIC VISION
62,THE BEATIFIC VISION,
63,THE HOPE OF THE STREETS,THE HOPE OF THE STREETS
64,THE HOPE OF THE STREETS,
65,ECCLESIASTES,ECCLESIASTES
66,ECCLESIASTES,
67,SONG OF THE CHILDREN,SONG OF THE CHILDREN
68,SONG OF THE CHILDREN,
69,THE FISH,THE FISH
70,THE FISH,
71,GOLD LEAVES,GOLD LEAVES
72,GOLD LEAVES,
73,THOU SHALT NOT KILL A CERTAIN EVENING,THOU SHALT NOT KILL A CERTAIN EVENING
74,THOU SHALT NOT KILL A CERTAIN EVENING,
75,A MAN AND HIS IMAGE,A MAN AND HIS IMAGE
76,A MAN AND HIS IMAGE,
77,THE MARINER,THE MARINER
78,THE MARINER,
79,THE TRIUMPH OF MAN,THE TRIUMPH OF MAN
80,THE TRIUMPH OF MAN,
81,CYCLOPEAN,CYCLOPEAN
82,CYCLOPEAN,
83,JOSEPH,JOSEPH
84,JOSEPH,
85,MODERN ELFLAND,MODERN ELFLAND
