,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,tag
144,PG10130,The Works of Charles and Mary Lamb — Volume 3: Books for Children,"Lamb, Charles",1775.0,1834.0,['en'],54,"""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
145,PG10131,"Required Poems for Reading and Memorizing: Third and Fourth Grades, Prescribed by State Courses of Study",Anonymous,,,['en'],46,"""Children's poetry""",Text,"""Children's poetry"""
147,PG10133,"The Vigil of Venus and Other Poems by ""Q""","Quiller-Couch, Arthur",1863.0,1944.0,['en'],78,'Poetry',Text,'Poetry'
155,PG10140,Rhetoric and Poetry in the Renaissance: A Study of Rhetorical Terms in English Renaissance Literary Criticism,"Clark, Donald Lemen",1888.0,1966.0,['en'],116,"'English language -- Early modern, 1500-1700 -- Terms and phrases', 'Criticism -- Great Britain -- History -- 16th century', 'Rhetoric -- Terminology', 'Criticism -- Great Britain -- History -- 17th century', 'Poetry -- History and criticism', 'Renaissance'",Text,'Poetry -- History and criticism'
178,PG10161,English Poets of the Eighteenth Century,,,,['en'],30,'English poetry -- 18th century',Text,'English poetry -- 18th century'
220,PG1019,"Poems by Currer, Ellis, and Acton Bell","Brontë, Anne",1820.0,1849.0,['en'],428,'English poetry -- 19th century',Text,'English poetry -- 19th century'
232,PG1020,Sword Blades and Poppy Seed,"Lowell, Amy",1874.0,1925.0,['en'],179,"'Imagist poetry', 'American poetry'",Text,'Imagist poetry'
232,PG1020,Sword Blades and Poppy Seed,"Lowell, Amy",1874.0,1925.0,['en'],179,"'Imagist poetry', 'American poetry'",Text,'American poetry'
239,PG10216,Poems,"Holley, Marietta",1836.0,1926.0,['en'],30,'Poetry',Text,'Poetry'
242,PG10219,The Poetical Works of William Wordsworth — Volume 1 (of 8),"Wordsworth, William",1770.0,1850.0,['en'],214,"'English poetry -- 19th century', 'English poetry -- 18th century'",Text,'English poetry -- 19th century'
242,PG10219,The Poetical Works of William Wordsworth — Volume 1 (of 8),"Wordsworth, William",1770.0,1850.0,['en'],214,"'English poetry -- 19th century', 'English poetry -- 18th century'",Text,'English poetry -- 18th century'
243,PG1021,"The Congo, and Other Poems","Lindsay, Vachel",1879.0,1931.0,['en'],548,"'Narrative poetry', 'American poetry'",Text,'Narrative poetry'
243,PG1021,"The Congo, and Other Poems","Lindsay, Vachel",1879.0,1931.0,['en'],548,"'Narrative poetry', 'American poetry'",Text,'American poetry'
310,PG10280,In de Mornin' and Jes Gib Him One Ob Mine,"Dunbar, Paul Laurence",1872.0,1906.0,['en'],52,'Poetry',Sound,'Poetry'
343,PG1030,The Cavalier Songs and Ballads of England from 1642 to 1684,,,,['en'],345,"'Ballads, English', 'English poetry -- Early modern, 1500-1700'",Text,'English poetry -- Early modern
348,PG10314,The Sonnets of Michael Angelo Buonarroti and Tommaso Campanella; Now for the First Time Translated into Rhymed English,"Campanella, Tommaso",1568.0,1639.0,['en'],111,"'Michelangelo Buonarroti, 1475-1564 -- Translations into English', 'Italian poetry -- Translations into English', 'Campanella, Tommaso, 1568-1639 -- Translations into English'",Text,'Italian poetry -- Translations into English'
354,PG1031,"Charmides, and Other Poems","Wilde, Oscar",1854.0,1900.0,['en'],174,'Poetry',Text,'Poetry'
363,PG10328,Poems,"Cassels, Walter Richard",1826.0,1907.0,['en'],23,'Poetry',Text,'Poetry'
387,PG1034,Poems,"Owen, Wilfred",1893.0,1918.0,['en'],267,"'English poetry -- 20th century', 'World War, 1914-1918 -- Poetry', 'War poetry'",Text,'English poetry -- 20th century'
387,PG1034,Poems,"Owen, Wilfred",1893.0,1918.0,['en'],267,"'English poetry -- 20th century', 'World War, 1914-1918 -- Poetry', 'War poetry'",Text,1914-1918 -- Poetry'
387,PG1034,Poems,"Owen, Wilfred",1893.0,1918.0,['en'],267,"'English poetry -- 20th century', 'World War, 1914-1918 -- Poetry', 'War poetry'",Text,'War poetry'
392,PG10354,Die Laune des Verliebten: Ein Schäferspiel in Versen und einem Akt,"Goethe, Johann Wolfgang von",1749.0,1832.0,['de'],21,"'Pastoral poetry', 'German poetry -- 18th century'",Text,'Pastoral poetry'
