,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by David Widger
5,,
6,,
7,,
8,,
9,,
10,,
11,THE POETICAL WORKS,THE POETICAL WORKS
12,THE POETICAL WORKS,
13,OF,OF
14,OF,
15,OLIVER WENDELL HOLMES,OLIVER WENDELL HOLMES
16,OLIVER WENDELL HOLMES,
17,OLIVER WENDELL HOLMES,[1893 three volume set]
18,OLIVER WENDELL HOLMES,
19,OLIVER WENDELL HOLMES,
20,OLIVER WENDELL HOLMES,
21,OLIVER WENDELL HOLMES,
22,ADDITIONAL POEMS,ADDITIONAL POEMS
23,ADDITIONAL POEMS,
24,ADDITIONAL POEMS,1837-1848
25,ADDITIONAL POEMS,
26,ADDITIONAL POEMS,
27,THE PILGRIM'S VISION,THE PILGRIM'S VISION
28,THE STEAMBOAT,THE STEAMBOAT
29,LEXINGTON,LEXINGTON
30,ON LENDING A PUNCH BOWL,ON LENDING A PUNCH BOWL
31,"A SONG FOR THE CENTENNIAL CELEBRATION OF HARVARD COLLEGE,","A SONG FOR THE CENTENNIAL CELEBRATION OF HARVARD COLLEGE,"
32,THE ISLAND HUNTING-SONG,THE ISLAND HUNTING-SONG
33,DEPARTED DAYS,DEPARTED DAYS
34,THE ONLY DAUGHTER,THE ONLY DAUGHTER
35,SONG WRITTEN FOR THE DINNER GIVEN TO CHARLES,SONG WRITTEN FOR THE DINNER GIVEN TO CHARLES
36,"DICKENS, BY THE YOUNG MEN OF BOSTON, FEBRUARY 1, 1842","DICKENS, BY THE YOUNG MEN OF BOSTON, FEBRUARY 1, 1842"
37,LINES RECITED AT THE BERKSHIRE JUBILEE,LINES RECITED AT THE BERKSHIRE JUBILEE
38,NUX POSTCOENATICA,NUX POSTCOENATICA
39,VERSES FOR AFTER-DINNER,VERSES FOR AFTER-DINNER
40,"A MODEST REQUEST, COMPLIED WITH AFTER THE","A MODEST REQUEST, COMPLIED WITH AFTER THE"
41,DINNER AT PRESIDENT EVERETT'S INAUGURATION,DINNER AT PRESIDENT EVERETT'S INAUGURATION
42,THE PARTING WORD,THE PARTING WORD
43,A SONG OF OTHER DAYS,A SONG OF OTHER DAYS
44,SONG FOR A TEMPERANCE DINNER TO WHICH LADIES WERE INVITED,SONG FOR A TEMPERANCE DINNER TO WHICH LADIES WERE INVITED
45,"(NEW YORK MERCANTILE LIBRARY ASSOCIATION, NOVEMBER, 1842)","(NEW YORK MERCANTILE LIBRARY ASSOCIATION, NOVEMBER, 1842)"
46,A SENTIMENT,A SENTIMENT
47,A RHYMED LESSON (URANIA),A RHYMED LESSON (URANIA)
48,AN AFTER-DINNER POEM (TERPSICHORE),AN AFTER-DINNER POEM (TERPSICHORE)
49,AN AFTER-DINNER POEM (TERPSICHORE),
50,AN AFTER-DINNER POEM (TERPSICHORE),
51,AN AFTER-DINNER POEM (TERPSICHORE),
