,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by David Starner, Katherine Ward and the Online"
5,,Distributed Proofreading Team at http://www.pgdp.net
6,,
7,,
8,,
9,,
10,,
11,,[Illustration: ROBERT FROST
12,,From the original in plaster by AROLDO DU CHÊNE
13,,"_Copyright, Henry Holt and Company_]"
14,,
15,,
16,,
17,,
18,MOUNTAIN INTERVAL,MOUNTAIN INTERVAL
19,MOUNTAIN INTERVAL,
20,MOUNTAIN INTERVAL,
21,BY,BY
22,ROBERT FROST,ROBERT FROST
23,ROBERT FROST,
24,ROBERT FROST,
25,NEW YORK,NEW YORK
26,HENRY HOLT AND COMPANY,HENRY HOLT AND COMPANY
27,HENRY HOLT AND COMPANY,
28,"COPYRIGHT, 1916, 1921","COPYRIGHT, 1916, 1921"
29,BY,BY
30,HENRY HOLT AND COMPANY,HENRY HOLT AND COMPANY
31,HENRY HOLT AND COMPANY,
32,HENRY HOLT AND COMPANY,"_May, 1931_"
33,HENRY HOLT AND COMPANY,
34,PRINTED IN THE U. S. A. BY,PRINTED IN THE U. S. A. BY
35,THE QUINN & BODEN COMPANY,THE QUINN & BODEN COMPANY
36,"RAHWAY, N. J.","RAHWAY, N. J."
37,"RAHWAY, N. J.",
38,"RAHWAY, N. J.",*       *       *       *       *
39,"RAHWAY, N. J.",
40,"RAHWAY, N. J.",
41,TO YOU,TO YOU
42,WHO LEAST NEED REMINDING,WHO LEAST NEED REMINDING
43,WHO LEAST NEED REMINDING,
44,WHO LEAST NEED REMINDING,that before this interval of the South Branch under black
45,WHO LEAST NEED REMINDING,"mountains, there was another interval, the Upper at Plymouth,"
46,WHO LEAST NEED REMINDING,where we walked in spring beyond the covered bridge; but that
47,WHO LEAST NEED REMINDING,"the first interval of all was the old farm, our brook interval,"
48,WHO LEAST NEED REMINDING,so called by the man we had it from in sale.
49,WHO LEAST NEED REMINDING,
50,WHO LEAST NEED REMINDING,
51,WHO LEAST NEED REMINDING,
52,WHO LEAST NEED REMINDING,
53,CONTENTS,CONTENTS
54,CONTENTS,
55,PAGE,PAGE
56,THE ROAD NOT TAKEN                                                 9,THE ROAD NOT TAKEN                                                 9
57,CHRISTMAS TREES                                                   11,CHRISTMAS TREES                                                   11
58,AN OLD MAN'S WINTER NIGHT                                         14,AN OLD MAN'S WINTER NIGHT                                         14
59,A PATCH OF OLD SNOW                                               15,A PATCH OF OLD SNOW                                               15
60,IN THE HOME STRETCH                                               16,IN THE HOME STRETCH                                               16
61,THE TELEPHONE                                                     24,THE TELEPHONE                                                     24
62,MEETING AND PASSING                                               25,MEETING AND PASSING                                               25
63,HYLA BROOK                                                        26,HYLA BROOK                                                        26
64,THE OVEN BIRD                                                     27,THE OVEN BIRD                                                     27
65,BOND AND FREE                                                     28,BOND AND FREE                                                     28
66,BIRCHES                                                           29,BIRCHES                                                           29
