,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by Afra Ullah, Carol David and PG Distributed Proofreaders"
5,,
6,,
7,,
8,,
9,CAP AND GOWN,CAP AND GOWN
10,CAP AND GOWN,
11,CAP AND GOWN,A Treasury of College Verse
12,CAP AND GOWN,
13,CAP AND GOWN,
14,CAP AND GOWN,Selected by
15,CAP AND GOWN,
16,CAP AND GOWN,
17,CAP AND GOWN,Frederic Lawrence Knowles
18,CAP AND GOWN,
19,CAP AND GOWN,"_Editor of ""The Golden Treasury of American Songs and Lyrics,"" etc."
20,CAP AND GOWN,
21,CAP AND GOWN,
22,CAP AND GOWN,_1897_
23,CAP AND GOWN,
24,CAP AND GOWN,
25,CAP AND GOWN,
26,CAP AND GOWN,
27,CAP AND GOWN,
28,TO THE,TO THE
29,REVERED MEMORY,REVERED MEMORY
30,OF A,OF A
31,GREAT SCHOLAR AND GREAT TEACHER,GREAT SCHOLAR AND GREAT TEACHER
32,WHOM I WAS ONCE PROUD,WHOM I WAS ONCE PROUD
33,"TO CALL MY FRIEND,","TO CALL MY FRIEND,"
34,"TO CALL MY FRIEND,",
35,"TO CALL MY FRIEND,","Frances James Child,"
36,"TO CALL MY FRIEND,",
37,THIS LITTLE BOOK,THIS LITTLE BOOK
38,IS GRATEFULLY INSCRIBED.,IS GRATEFULLY INSCRIBED.
39,IS GRATEFULLY INSCRIBED.,
40,IS GRATEFULLY INSCRIBED.,"_In ""Cap and Gown"" you look in vain"
41,IS GRATEFULLY INSCRIBED.,For epic or heroic strain.
42,IS GRATEFULLY INSCRIBED.,"Not ours to scale the heights sublime,"
43,IS GRATEFULLY INSCRIBED.,Which hardly masters dare to climb;
44,IS GRATEFULLY INSCRIBED.,"We only sing of youth and joy,"
45,IS GRATEFULLY INSCRIBED.,"And love,--the credo of the boy!_"
46,IS GRATEFULLY INSCRIBED.,
47,IS GRATEFULLY INSCRIBED.,
48,IS GRATEFULLY INSCRIBED.,
49,IS GRATEFULLY INSCRIBED.,
50,PREFATORY NOTE,PREFATORY NOTE
51,PREFATORY NOTE,
52,PREFATORY NOTE,
53,PREFATORY NOTE,The gay verses which celebrate undergraduate life must not be taken too
54,PREFATORY NOTE,"seriously. They seldom pretend to the dignity of poetry. College verse,"
55,PREFATORY NOTE,"if I understand it, is verse suited to the period and point of view of"
56,PREFATORY NOTE,"undergraduate days. Light, graceful, humorous, sparkling,--this it"
57,PREFATORY NOTE,"should be for the most part; serious sometimes, it is true,--for young"
58,PREFATORY NOTE,men and women about to take upon themselves the responsibilities of
59,PREFATORY NOTE,"mature life are at heart by no means frivolous, but touching the note of"
60,PREFATORY NOTE,"grief, if at all, almost as though by accident. Life is often sad enough"
61,PREFATORY NOTE,"in the after-years, and for the period of sorrow, sad verse may be in"
62,PREFATORY NOTE,place. Happy they who have not yet traded cap and bells (never far
