,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by Mardi Desjardins
5,,
6,,
7,,
8,,
9,,
10,MUSIC AND OTHER POEMS,MUSIC AND OTHER POEMS
11,MUSIC AND OTHER POEMS,
12,MUSIC AND OTHER POEMS,By Henry van Dyke
13,MUSIC AND OTHER POEMS,
14,MUSIC AND OTHER POEMS,
15,MUSIC AND OTHER POEMS,To my son Tertius this book is dedicated
16,MUSIC AND OTHER POEMS,
17,MUSIC AND OTHER POEMS,"Transcribed from the book published October, 1904"
18,MUSIC AND OTHER POEMS,
19,MUSIC AND OTHER POEMS,by Charles Scribner's Sons.
20,MUSIC AND OTHER POEMS,
21,MUSIC AND OTHER POEMS,
22,MUSIC AND OTHER POEMS,
23,CONTENTS,CONTENTS
24,CONTENTS,
25,CONTENTS,
26,CONTENTS,
27,ODES,ODES
28,ODES,Music
29,ODES,Peace
30,ODES,Victor Hugo
31,ODES,God of the Open Air
32,ODES,
33,ODES,
34,SONNETS,SONNETS
35,SONNETS,Work
36,SONNETS,Life
37,SONNETS,Love
38,SONNETS,The Child in the Garden
39,SONNETS,Love's Reason
40,SONNETS,Portrait and Reality
41,SONNETS,The Wind of Sorrow
42,SONNETS,Patria
43,SONNETS,
44,SONNETS,
45,LEGENDS,LEGENDS
46,LEGENDS,A Legend of Service
47,LEGENDS,The Vain King
48,LEGENDS,
49,LEGENDS,
50,LYRICS,LYRICS
51,LYRICS,A Mile with Me
52,LYRICS,Spring in the South
53,LYRICS,Love's Nearness
54,LYRICS,Two Schools
55,LYRICS,A Prayer for a Mother's Birthday
56,LYRICS,Indian Summer
57,LYRICS,One World
58,LYRICS,Hide and Seek
59,LYRICS,Dulcis Memoria
60,LYRICS,Autumn in the Garden
61,LYRICS,The Message
62,LYRICS,Light Between the Trees
63,LYRICS,Reliance
64,LYRICS,
65,LYRICS,
66,GREETINGS AND INSCRIPTIONS,GREETINGS AND INSCRIPTIONS
67,GREETINGS AND INSCRIPTIONS,Katrina's Sun-dial
68,GREETINGS AND INSCRIPTIONS,To James Whitcomb Riley
69,GREETINGS AND INSCRIPTIONS,A Health to Mark Twain
70,GREETINGS AND INSCRIPTIONS,A Rondeau of College Rhymes
71,GREETINGS AND INSCRIPTIONS,The Mocking-bird
72,GREETINGS AND INSCRIPTIONS,The Empty Quatrain
73,GREETINGS AND INSCRIPTIONS,Inscriptions for a Friend's House
74,GREETINGS AND INSCRIPTIONS,The Statue of Sherman by St. Gaudens
75,GREETINGS AND INSCRIPTIONS,The Sun-dial at Wells College
76,GREETINGS AND INSCRIPTIONS,
77,GREETINGS AND INSCRIPTIONS,
78,GREETINGS AND INSCRIPTIONS,
79,GREETINGS AND INSCRIPTIONS,
80,GREETINGS AND INSCRIPTIONS,
81,GREETINGS AND INSCRIPTIONS,
82,ODES,ODES
83,ODES,
84,ODES,
