,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by Al Haines
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,A LONELY FLUTE,A LONELY FLUTE
14,A LONELY FLUTE,
15,A LONELY FLUTE,
16,BY,BY
17,BY,
18,ODELL SHEPARD,ODELL SHEPARD
19,ODELL SHEPARD,
20,ODELL SHEPARD,
21,ODELL SHEPARD,
22,ODELL SHEPARD,
23,BOSTON AND NEW YORK,BOSTON AND NEW YORK
24,BOSTON AND NEW YORK,
25,HOUGHTON MIFFLIN COMPANY,HOUGHTON MIFFLIN COMPANY
26,HOUGHTON MIFFLIN COMPANY,
27,HOUGHTON MIFFLIN COMPANY,_The Riverside Press Cambridge_
28,HOUGHTON MIFFLIN COMPANY,
29,HOUGHTON MIFFLIN COMPANY,1917
30,HOUGHTON MIFFLIN COMPANY,
31,HOUGHTON MIFFLIN COMPANY,
32,HOUGHTON MIFFLIN COMPANY,
33,HOUGHTON MIFFLIN COMPANY,
34,"COPYRIGHT, 1917, BY ODELL SHEPARD","COPYRIGHT, 1917, BY ODELL SHEPARD"
35,"COPYRIGHT, 1917, BY ODELL SHEPARD",
36,ALL RIGHTS RESERVED,ALL RIGHTS RESERVED
37,ALL RIGHTS RESERVED,
38,ALL RIGHTS RESERVED,
39,ALL RIGHTS RESERVED,_Published April 1917_
40,ALL RIGHTS RESERVED,
41,ALL RIGHTS RESERVED,
42,ALL RIGHTS RESERVED,
43,ALL RIGHTS RESERVED,
44,TO,TO
45,TO,
46,M. F. S.,M. F. S.
47,M. F. S.,
48,M. F. S.,
49,M. F. S.,
50,M. F. S.,
51,M. F. S.,"_And now 't was like all instruments,"
52,M. F. S.,Now like a lonely flute;
53,M. F. S.,And now it is an angel's song
54,M. F. S.,That makes the Heavens be mute._
55,M. F. S.,
56,COLERIDGE.,COLERIDGE.
57,COLERIDGE.,
58,COLERIDGE.,
59,COLERIDGE.,
60,COLERIDGE.,
61,CONTENTS,CONTENTS
62,CONTENTS,
63,CONTENTS,
64,PROEM,PROEM
65,LAUS MARIÆ,LAUS MARIÆ
66,RECOLLECTION,RECOLLECTION
67,NIGHTFALL,NIGHTFALL
68,A BALLAD OF LOVE AND DEATH,A BALLAD OF LOVE AND DEATH
69,BIRDS OF PASSAGE,BIRDS OF PASSAGE
70,WASTE,WASTE
71,THE WATCHER IN THE SKY,THE WATCHER IN THE SKY
72,HOUSEMATES,HOUSEMATES
73,POMP AND CIRCUMSTANCE,POMP AND CIRCUMSTANCE
74,THE HIDDEN WEAVER,THE HIDDEN WEAVER
75,VANITAS,VANITAS
76,"SPENSER'S ""FAËRIE QUEENE""","SPENSER'S ""FAËRIE QUEENE"""
77,MORNING ROAD SONG,MORNING ROAD SONG
78,EVENING ROAD SONG,EVENING ROAD SONG
79,WINDY MORNING,WINDY MORNING
