,Poem Title,line
0,,
1,,
2,,
3,,
4,,_Selected Poems_
5,,
6,,
7,,
8,,
9,,_Selected Poems_
10,,
11,,_Aldous Huxley_
12,,
13,,
14,_D APPLETON AND COMPANY,_D APPLETON AND COMPANY
15,NEW YORK      MCMXXV_,NEW YORK      MCMXXV_
16,NEW YORK      MCMXXV_,
17,NEW YORK      MCMXXV_,
18,NEW YORK      MCMXXV_,
19,NEW YORK      MCMXXV_,
20,NEW YORK      MCMXXV_,_Printed and made in Great Britain_
21,NEW YORK      MCMXXV_,
22,NEW YORK      MCMXXV_,
23,NEW YORK      MCMXXV_,
24,NEW YORK      MCMXXV_,
25,CONTENTS.,CONTENTS.
26,CONTENTS.,
27,CONTENTS.,[Illustration]
28,CONTENTS.,
29,CONTENTS.,
30,CONTENTS.,Page
31,CONTENTS.,
32,CONTENTS.,Song of Poplars                                                        7
33,CONTENTS.,
34,CONTENTS.,The Reef                                                               9
35,CONTENTS.,
36,CONTENTS.,The Flowers                                                           12
37,CONTENTS.,
38,CONTENTS.,The Elms                                                              13
39,CONTENTS.,
40,CONTENTS.,Out of the Window                                                     14
41,CONTENTS.,
42,CONTENTS.,Summer Stillness                                                      15
43,CONTENTS.,
44,CONTENTS.,Inspiration                                                           16
45,CONTENTS.,
46,CONTENTS.,Anniversaries                                                         17
47,CONTENTS.,
48,CONTENTS.,Italy                                                                 20
49,CONTENTS.,
50,CONTENTS.,The Alien                                                             22
51,CONTENTS.,
52,CONTENTS.,A Little Memory                                                       23
53,CONTENTS.,
54,CONTENTS.,Waking                                                                24
55,CONTENTS.,
56,CONTENTS.,By the Fire                                                           26
57,CONTENTS.,
58,CONTENTS.,Valedictory                                                           28
59,CONTENTS.,
60,CONTENTS.,Private Property                                                      30
61,CONTENTS.,
62,CONTENTS.,Revelation                                                            31
63,CONTENTS.,
64,CONTENTS.,Minoan Porcelain                                                      32
65,CONTENTS.,
66,CONTENTS.,In Uncertainty to a Lady                                              33
67,CONTENTS.,
68,CONTENTS.,Crapulous Impression                                                  34
69,CONTENTS.,
70,CONTENTS.,Complaint of a Poet Manqué                                            35
71,CONTENTS.,
72,CONTENTS.,Social Amenities                                                      36
73,CONTENTS.,
74,CONTENTS.,Topiary                                                               36
75,CONTENTS.,
76,CONTENTS.,On the Bus                                                            37
77,CONTENTS.,
78,CONTENTS.,Points and Lines                                                      38
79,CONTENTS.,
80,CONTENTS.,Panic                                                                 38
81,CONTENTS.,
82,CONTENTS.,Stanzas                                                               39
83,CONTENTS.,
84,CONTENTS.,Poem                                                                  40
85,CONTENTS.,
86,CONTENTS.,Scenes of the Mind                                                    41
87,CONTENTS.,
88,CONTENTS.,L’Après-Midi d’un Faune                                               44
89,CONTENTS.,
90,CONTENTS.,Mole                                                                  49
91,CONTENTS.,
92,CONTENTS.,Two Realities                                                         52
