,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by Larry B. Harrison, MWS and the Online"
5,,Distributed Proofreading Team at http://www.pgdp.net (This
6,,file was produced from images generously made available
7,,by The Internet Archive/Canadian Libraries)
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,The Orpheus Series      No. 5
18,,
19,DREAM-SONGS,DREAM-SONGS
20,FOR THE BELOVÈD,FOR THE BELOVÈD
21,FOR THE BELOVÈD,
22,BY,BY
23,ELEANOR FARJEON,ELEANOR FARJEON
24,ELEANOR FARJEON,"(Author of ""Pan-Worship"")"
25,ELEANOR FARJEON,
26,ELEANOR FARJEON,The Orpheus Press
27,ELEANOR FARJEON,"3, Amen Corner, Paternoster Row, E.C."
28,"SPRING, 1911","SPRING, 1911"
29,"SPRING, 1911",
30,"SPRING, 1911",
31,"SPRING, 1911",
32,"SPRING, 1911",
33,"SPRING, 1911",_By the same Author_
34,"SPRING, 1911",
35,"SPRING, 1911","PAN-WORSHIP (_a book of verses_), _published by"
36,"SPRING, 1911","Elkin Mathews_, 1908."
37,"SPRING, 1911",
38,"SPRING, 1911",_2s. 6d. net._
39,"SPRING, 1911",
40,"SPRING, 1911",
41,"SPRING, 1911",
42,"SPRING, 1911",
43,CONTENTS,CONTENTS
44,CONTENTS,
45,CONTENTS,
46,PAGE,PAGE
47,PAGE,
48,TO MY MOTHER                        5,TO MY MOTHER                        5
49,TO MY MOTHER                        5,
50,TO MY MOTHER                        5,Dream-Songs for the Belovèd         7
51,TO MY MOTHER                        5,
52,TO MY MOTHER                        5,In Love's House                    13
53,TO MY MOTHER                        5,
54,TO MY MOTHER                        5,Double Beauty                      16
55,TO MY MOTHER                        5,
56,440 B.C.                           17,440 B.C.                           17
57,440 B.C.                           17,
58,440 B.C.                           17,Fogbound                           21
59,440 B.C.                           17,
60,440 B.C.                           17,The Dance-Ring                     23
61,440 B.C.                           17,
62,440 B.C.                           17,The Happy Shepherd                 26
63,440 B.C.                           17,
64,440 B.C.                           17,Poplars at Night                   27
65,440 B.C.                           17,
66,440 B.C.                           17,Sonnet                             28
67,440 B.C.                           17,
68,440 B.C.                           17,Wild Hyacinth                      29
69,440 B.C.                           17,
70,440 B.C.                           17,Never-Known                        32
71,440 B.C.                           17,
72,440 B.C.                           17,Revolt                             33
73,440 B.C.                           17,
74,440 B.C.                           17,Silence                            35
75,440 B.C.                           17,
76,440 B.C.                           17,My Knowledge Is--                  36
77,440 B.C.                           17,
78,440 B.C.                           17,The Last Week in September
79,440 B.C.                           17,Child's Vision                   38
80,440 B.C.                           17,Man's Vision                     41
81,440 B.C.                           17,
82,440 B.C.                           17,New Light                          44
83,440 B.C.                           17,
84,440 B.C.                           17,Dedication                         45
85,440 B.C.                           17,
86,440 B.C.                           17,Morning-Vision                     47
87,440 B.C.                           17,
