,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by Marc D'Hooghe at Free Literature (online soon
5,,"in an extended version, also linking to free sources for"
6,,"education worldwide ... MOOC's, educational materials,...)"
7,,Images generously made available by the Internet Achive.
8,,
9,,
10,,
11,,
12,,
13,,
14,SELECTIONS FROM MODERN POETS,SELECTIONS FROM MODERN POETS
15,SELECTIONS FROM MODERN POETS,
16,MADE BY J. C. SQUIRE,MADE BY J. C. SQUIRE
17,MADE BY J. C. SQUIRE,
18,LONDON: MARTIN SECKER,LONDON: MARTIN SECKER
19,LONDON: MARTIN SECKER,
20,LONDON: MARTIN SECKER,1921
21,LONDON: MARTIN SECKER,
22,LONDON: MARTIN SECKER,
23,LONDON: MARTIN SECKER,
24,LONDON: MARTIN SECKER,
25,PREFATORY NOTE,PREFATORY NOTE
26,PREFATORY NOTE,
27,PREFATORY NOTE,
28,PREFATORY NOTE,"No Poet represented in this book was over fifty when, in 1919, I began"
29,PREFATORY NOTE,to compile it. The eldest of them all was born in 1870.
30,PREFATORY NOTE,
31,PREFATORY NOTE,Many good and some great living poets are therefore missing from its
32,PREFATORY NOTE,"pages. Nothing is here by Mr Hardy or Mr Bridges, by Mr A. E. Housman,"
33,PREFATORY NOTE,"Mr Yeats, _Æ,_ Mr Binyon, Mr Hewlett, Mr Herbert Trench, Mr Gosse, Mr"
34,PREFATORY NOTE,"Austin Dobson, Mr Doughty, Mr Kipling, Sir Henry Newbolt, Mrs Meynell,"
35,PREFATORY NOTE,"Mrs Woods, Mr Wilfrid Blunt, and others whose names must appear in"
36,PREFATORY NOTE,"any comprehensive anthology from living poets. The date, 1870, was"
37,PREFATORY NOTE,arbitrarily chosen: so would any other date have been. But some date I
38,PREFATORY NOTE,"had to fix, for my object was to illustrate what many of us think an"
39,PREFATORY NOTE,exceptional recent flowering.
40,PREFATORY NOTE,
41,PREFATORY NOTE,"I do not propose to analyse the tendencies, in idea and in method,"
42,PREFATORY NOTE,exhibited in the poems here collected. These things are always
43,PREFATORY NOTE,better seen at a distance; and anyhow the materials are here for
44,PREFATORY NOTE,"the production of an analysis by the reader himself, if he is eager"
45,PREFATORY NOTE,"for one. But I will express one opinion, and call attention to one"
46,PREFATORY NOTE,phenomenon. The opinion is that the majority of the poems in this book
47,PREFATORY NOTE,have merit and that many more could have been printed without lowering
48,PREFATORY NOTE,the standard. And the phenomenon is the simultaneous appearance--the
49,PREFATORY NOTE,result of underlying currents of thought and feeling--of a very large
50,PREFATORY NOTE,number of poets who write only or mainly in lyrical forms. Several
51,PREFATORY NOTE,living poets of the highest repute have won their reputation solely on
52,PREFATORY NOTE,"short poems, and there are, and have been, a very large number indeed"
53,PREFATORY NOTE,who have written one or two good poems.
54,PREFATORY NOTE,
55,PREFATORY NOTE,The better production of our generation has been mainly lyrical and
