,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by Juliet Sutherland, Tonya Allen, and Project"
5,,Gutenberg Distributed Proofreaders
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,FOLIAGE,FOLIAGE
16,FOLIAGE,
17,VARIOUS POEMS,VARIOUS POEMS
18,VARIOUS POEMS,
19,BY,BY
20,BY,
21,WILLIAM H. DAVIES,WILLIAM H. DAVIES
22,WILLIAM H. DAVIES,
23,WILLIAM H. DAVIES,1913
24,WILLIAM H. DAVIES,
25,WILLIAM H. DAVIES,
26,WILLIAM H. DAVIES,
27,WILLIAM H. DAVIES,
28,WILLIAM H. DAVIES,
29,WILLIAM H. DAVIES,
30,WILLIAM H. DAVIES,
31,CONTENTS,CONTENTS
32,CONTENTS,
33,CONTENTS,
34,THUNDERSTORMS,THUNDERSTORMS
35,THUNDERSTORMS,
36,STRONG MOMENTS,STRONG MOMENTS
37,STRONG MOMENTS,
38,A GREETING,A GREETING
39,A GREETING,
40,SWEET STAY-AT-HOME,SWEET STAY-AT-HOME
41,SWEET STAY-AT-HOME,
42,THE STARVED,THE STARVED
43,THE STARVED,
44,A MAY MORNING,A MAY MORNING
45,A MAY MORNING,
46,THE LONELY DREAMER,THE LONELY DREAMER
47,THE LONELY DREAMER,
48,CHRISTMAS,CHRISTMAS
49,CHRISTMAS,
50,LAUGHING ROSE,LAUGHING ROSE
51,LAUGHING ROSE,
52,SEEKING JOY,SEEKING JOY
53,SEEKING JOY,
54,THE OLD OAK TREE,THE OLD OAK TREE
55,THE OLD OAK TREE,
56,POOR KINGS,POOR KINGS
57,POOR KINGS,
58,LOVE AND THE MUST,LOVE AND THE MUST
59,LOVE AND THE MUST,
60,MY YOUTH,MY YOUTH
61,MY YOUTH,
62,SMILES,SMILES
63,SMILES,
64,MAD POLL,MAD POLL
65,MAD POLL,
66,JOY SUPREME,JOY SUPREME
67,JOY SUPREME,
68,FRANCIS THOMPSON,FRANCIS THOMPSON
69,FRANCIS THOMPSON,
70,THE BIRD-MAN,THE BIRD-MAN
71,THE BIRD-MAN,
72,WINTER'S BEAUTY,WINTER'S BEAUTY
73,WINTER'S BEAUTY,
74,THE CHURCH ORGAN,THE CHURCH ORGAN
75,THE CHURCH ORGAN,
76,"HEIGH HO, THE RAIN","HEIGH HO, THE RAIN"
77,"HEIGH HO, THE RAIN",
78,LOVE'S INSPIRATION,LOVE'S INSPIRATION
79,LOVE'S INSPIRATION,
80,NIGHT WANDERERS,NIGHT WANDERERS
81,NIGHT WANDERERS,
82,YOUNG BEAUTY,YOUNG BEAUTY
83,YOUNG BEAUTY,
84,WHO I KNOW,WHO I KNOW
85,WHO I KNOW,
86,"SWEET BIRDS, I COME","SWEET BIRDS, I COME"
87,"SWEET BIRDS, I COME",
88,THE TWO LIVES,THE TWO LIVES
