,Poem Title,line
0,,
1,,
2,,
3,,
4,,
5,FAREWELL,FAREWELL
6,FAREWELL,
7,FAREWELL,
8,FAREWELL,
9,FAREWELL,
10,BY THE SAME AUTHOR,BY THE SAME AUTHOR
11,BY THE SAME AUTHOR,
12,BY THE SAME AUTHOR,
13,A GLOUCESTERSHIRE LAD AT HOME AND ABROAD.,A GLOUCESTERSHIRE LAD AT HOME AND ABROAD.
14,A GLOUCESTERSHIRE LAD AT HOME AND ABROAD.,[_Sixth Impression._
15,A GLOUCESTERSHIRE LAD AT HOME AND ABROAD.,
16,A GLOUCESTERSHIRE LAD AT HOME AND ABROAD.,GLOUCESTERSHIRE FRIENDS: Poems from a German Prison Camp.
17,A GLOUCESTERSHIRE LAD AT HOME AND ABROAD.,[_Third Impression._
18,A GLOUCESTERSHIRE LAD AT HOME AND ABROAD.,
19,"DUCKS, AND OTHER VERSES.","DUCKS, AND OTHER VERSES."
20,"DUCKS, AND OTHER VERSES.",
21,"DUCKS, AND OTHER VERSES.",COMRADES IN CAPTIVITY: A Record of Life in Seven German Prisons.
22,"DUCKS, AND OTHER VERSES.",Illustrated by C. E. B. Bernard.
23,"DUCKS, AND OTHER VERSES.",
24,"DUCKS, AND OTHER VERSES.",
25,"SIDGWICK & JACKSON, LTD.","SIDGWICK & JACKSON, LTD."
26,"SIDGWICK & JACKSON, LTD.",
27,"SIDGWICK & JACKSON, LTD.",
28,"SIDGWICK & JACKSON, LTD.",
29,"SIDGWICK & JACKSON, LTD.",
30,FAREWELL,FAREWELL
31,FAREWELL,
32,BY,BY
33,F. W. HARVEY,F. W. HARVEY
34,F. W. HARVEY,
35,AUTHOR OF “A GLOUCESTERSHIRE LAD”,AUTHOR OF “A GLOUCESTERSHIRE LAD”
36,“GLOUCESTERSHIRE FRIENDS”,“GLOUCESTERSHIRE FRIENDS”
37,"ETC., ETC.","ETC., ETC."
38,"ETC., ETC.",
39,LONDON,LONDON
40,"SIDGWICK & JACKSON, LTD.","SIDGWICK & JACKSON, LTD."
41,"SIDGWICK & JACKSON, LTD.",1921
42,"SIDGWICK & JACKSON, LTD.",
43,"SIDGWICK & JACKSON, LTD.",
44,"SIDGWICK & JACKSON, LTD.",
45,"SIDGWICK & JACKSON, LTD.",
46,PREFACE,PREFACE
47,PREFACE,
48,PREFACE,
49,PREFACE,"In spite of all the soulful utterances of people comfortably off,"
50,PREFACE,economic independence remains the first condition of happiness.
51,PREFACE,
52,PREFACE,This is not to say that people aren’t great fools for preferring law to
53,PREFACE,literature. It is rather to imply that a poet who can do both is a fool
54,PREFACE,if _he_ does not.
55,PREFACE,
56,PREFACE,I am not a fool.
57,PREFACE,
58,PREFACE,Farewell!
59,PREFACE,
60,F. W. H.,F. W. H.
61,F. W. H.,
62,F. W. H.,
63,F. W. H.,
64,F. W. H.,
