,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by David Edwards, Emmy and the Online Distributed"
5,,Proofreading Team at http://www.pgdp.net (This file was
6,,produced from images generously made available by The
7,,Internet Archive)
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,It was the Road to Jericho
20,,
21,,[Illustration]
22,,
23,,[Illustration]
24,,
25,,
26,,
27,,
28,,It was the Road to Jericho
29,,
30,,By Annie Fellows Johnston
31,,
32,,Author of The
33,,Little Colonel·
34,,The Desert of
35,,Waiting·
36,,Etc.
37,,
38,ILLUSTRATED BY JOHN R NEILL,ILLUSTRATED BY JOHN R NEILL
39,ILLUSTRATED BY JOHN R NEILL,
40,NEW YORK,NEW YORK
41,BRITTON PUBLISHING COMPANY,BRITTON PUBLISHING COMPANY
42,BRITTON PUBLISHING COMPANY,
43,BRITTON PUBLISHING COMPANY,
44,BRITTON PUBLISHING COMPANY,[Illustration]
45,BRITTON PUBLISHING COMPANY,
46,BRITTON PUBLISHING COMPANY,Copyright
47,BRITTON PUBLISHING COMPANY,1919
48,BRITTON PUBLISHING COMPANY,by
49,BRITTON PUBLISHING COMPANY,Annie
50,BRITTON PUBLISHING COMPANY,Fellows
51,BRITTON PUBLISHING COMPANY,Johnston
52,BRITTON PUBLISHING COMPANY,
53,BRITTON PUBLISHING COMPANY,[Illustration]
54,BRITTON PUBLISHING COMPANY,
55,BRITTON PUBLISHING COMPANY,[Illustration]
56,BRITTON PUBLISHING COMPANY,
57,BRITTON PUBLISHING COMPANY,
58,BRITTON PUBLISHING COMPANY,
59,BRITTON PUBLISHING COMPANY,
60,BRITTON PUBLISHING COMPANY,It Was the Road to Jericho
61,BRITTON PUBLISHING COMPANY,
62,BRITTON PUBLISHING COMPANY,
63,BRITTON PUBLISHING COMPANY,"It was the road to Jericho,"
64,BRITTON PUBLISHING COMPANY,And brave indeed the man
65,BRITTON PUBLISHING COMPANY,Who went alone and waited not
66,BRITTON PUBLISHING COMPANY,To join the caravan.
67,BRITTON PUBLISHING COMPANY,
68,BRITTON PUBLISHING COMPANY,For robber hoards swooped down the cliffs
69,BRITTON PUBLISHING COMPANY,"Like eagles on their prey,"
70,BRITTON PUBLISHING COMPANY,"And mercy was not known to them,"
71,BRITTON PUBLISHING COMPANY,Theirs but to kill and slay.
72,BRITTON PUBLISHING COMPANY,
73,BRITTON PUBLISHING COMPANY,[Illustration]
74,BRITTON PUBLISHING COMPANY,
75,BRITTON PUBLISHING COMPANY,
76,BRITTON PUBLISHING COMPANY,Along the road to Jericho
77,BRITTON PUBLISHING COMPANY,"A man went riding by,"
78,BRITTON PUBLISHING COMPANY,"He heard a groan of mortal pain,"
79,BRITTON PUBLISHING COMPANY,He heard a piercing cry.
80,BRITTON PUBLISHING COMPANY,
