,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by Al Haines
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,SORROW OF WAR,SORROW OF WAR
14,SORROW OF WAR,
15,POEMS,POEMS
16,POEMS,
17,POEMS,
18,BY,BY
19,BY,
20,LOUIS GOLDING,LOUIS GOLDING
21,LOUIS GOLDING,
22,LOUIS GOLDING,
23,LOUIS GOLDING,
24,METHUEN & CO. LTD.,METHUEN & CO. LTD.
25,36 ESSEX STREET W.C.,36 ESSEX STREET W.C.
26,LONDON,LONDON
27,LONDON,
28,LONDON,
29,LONDON,
30,LONDON,
31,LONDON,_First Published in 1919_
32,LONDON,
33,LONDON,
34,LONDON,
35,LONDON,
36,FOR,FOR
37,MOTHER,MOTHER
38,AND THE,AND THE
39,OTHER MOTHER,OTHER MOTHER
40,OTHER MOTHER,
41,OTHER MOTHER,
42,OTHER MOTHER,
43,OTHER MOTHER,
44,OTHER MOTHER,"Certain of these poems have appeared in the ""English Review,"" ""To-Day,"""
45,OTHER MOTHER,"the ""Englishwoman,"" the ""Red Triangle,"" the ""Nation,"" the ""Cambridge"
46,OTHER MOTHER,"Magazine,"" the ""Sphere,"" the ""Herald,"" the ""Manchester Guardian,"" and"
47,OTHER MOTHER,"the ""Westminster Gazette."""
48,OTHER MOTHER,
49,OTHER MOTHER,To the editors of these journals I tender my acknowledgments.
50,OTHER MOTHER,
51,OTHER MOTHER,
52,OTHER MOTHER,
53,OTHER MOTHER,
54,CONTENTS,CONTENTS
55,CONTENTS,
56,CONTENTS,"Lilac, Laburnum"
57,CONTENTS,Streets of Gold
58,CONTENTS,"""In the Gallery where the Fat Men go"""
59,CONTENTS,Dead in Gallipoli
60,CONTENTS,A Journey South
61,CONTENTS,The New Trade
62,CONTENTS,The Woman who Shrieked against Peace
63,CONTENTS,The Women at the Corners Stand
64,CONTENTS,Joining-up
65,CONTENTS,During the Battle
66,CONTENTS,Jack
67,CONTENTS,German Boy
68,CONTENTS,Skylark and Dawn
69,CONTENTS,Jack of April
70,CONTENTS,Statesmen Debonair
71,CONTENTS,Over in Flanders
72,CONTENTS,Wild Weather
73,CONTENTS,Broken Bodies
74,CONTENTS,A Thought
75,CONTENTS,The Vintner
76,CONTENTS,For now comes Summer
77,CONTENTS,The Advent of Mars
78,CONTENTS,Prophet and Fool
79,CONTENTS,Whatever Path I walk upon
80,CONTENTS,London Magdalene
81,CONTENTS,Secret Girl
82,CONTENTS,Lanky Tim
83,CONTENTS,Mrs. Briggs
84,CONTENTS,Athens Now
85,CONTENTS,Down Tottenham Court Road
86,CONTENTS,In a Station
87,CONTENTS,Liza
88,CONTENTS,Women of the Night
89,CONTENTS,I Standing in the Street
90,CONTENTS,Slum Evening
91,CONTENTS,Fires of Change
92,CONTENTS,Poetry
93,CONTENTS,The Prisoner
