,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by Peter O'Connell
5,,
6,,
7,,
8,,
9,,"""Hello, Soldier!"""
10,,Khaki Verse
11,,
12,,by Edward Dyson
13,,
14,,Many of these verse were originally
15,,"printed in the ""Bulletin,"" others in ""Punch,"""
16,,"""The Leader"" and Melbourne ""Herald."""
17,,Some few are now published for the first time.
18,,
19,,
20,,The paper famine leaving me no option
21,,"but to print on peculiar paper, not wholly"
22,,prohibitive or to defer the publication of my
23,,"verses for an unknown period, the natural"
24,,"longing of a parent to parade his ""well be-"
25,,"gotten"" prevails. If my book is unusual and"
26,,"bizarre from a craftman's point of view,"
27,,I plead the unusual times and extraordinary
28,,conditions. Of these times and conditions.
29,,"I hope ""Hello Soldier"" is in some measure"
30,,characteriastic.--Edward Dyson.
31,,
32,,
33,,
34,,
35,AUSTRALIA.,AUSTRALIA.
36,AUSTRALIA.,
37,AUSTRALIA.,"AUSTRALIA, my native land,"
38,AUSTRALIA.,A stirring whisper in your ear--
39,AUSTRALIA.,'Tis time for you to understand
40,AUSTRALIA.,"Your rating now is A1, dear."
41,AUSTRALIA.,You've done some rousing things of late.
42,AUSTRALIA.,That lift you from the simple state
43,AUSTRALIA.,In which you chose to vegetate.
44,AUSTRALIA.,
45,AUSTRALIA.,"The persons so superior,"
46,AUSTRALIA.,"Whose patronage no more endures,"
47,AUSTRALIA.,Now have to fire a salvo for
48,AUSTRALIA.,The glory that is fairly yours.
49,AUSTRALIA.,"At length you need no sort of crutch,"
50,AUSTRALIA.,"You stand alone, you're voted ""much""--"
51,AUSTRALIA.,Get busy  and behave as such.
52,AUSTRALIA.,
53,AUSTRALIA.,"No man from Oskosh, or from Hull,"
54,AUSTRALIA.,Or any other chosen place
55,AUSTRALIA.,"Can rise with a distended skull,"
56,AUSTRALIA.,And cast aspersions in your face.
57,AUSTRALIA.,You're given all the world to know
58,AUSTRALIA.,"Your proper standing as a foe,"
59,AUSTRALIA.,"And hats are off, and rightly so."
60,AUSTRALIA.,
61,AUSTRALIA.,"You furnished heroes for the fray,"
62,AUSTRALIA.,Your sterling merit's widely blown
63,AUSTRALIA.,"To all men's satisfaction say,"
64,AUSTRALIA.,Now have you proved it to your own?
65,AUSTRALIA.,Now have you strength to stand and shine
66,AUSTRALIA.,"In your own light and say, ""Divine"
67,AUSTRALIA.,"The thing is that I do. It's mine!"""
68,AUSTRALIA.,
69,AUSTRALIA.,The cannon's stroke throws customs down
70,AUSTRALIA.,"The black and bottomless abyss,"
71,AUSTRALIA.,And quaking are the gilded crown
72,AUSTRALIA.,And palsied feet of prejudice.
73,AUSTRALIA.,"The guns have killed, but it is true"
74,AUSTRALIA.,They bring to life things good and new.
75,AUSTRALIA.,God grant they have awakened you!
76,AUSTRALIA.,
77,AUSTRALIA.,My ears are greedy for the toast
