,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by Marc D'Hooghe at Free Literature (online soon
5,,"in an extended version, also linking to free sources for"
6,,"education worldwide ... MOOC's, educational materials,...)"
7,,Images generously made available by the Internet Archive.
8,,
9,,
10,,
11,,
12,,
13,THE COMPLETE POEMS,THE COMPLETE POEMS
14,THE COMPLETE POEMS,
15,OF,OF
16,OF,
17,FRANCIS LEDWIDGE,FRANCIS LEDWIDGE
18,FRANCIS LEDWIDGE,
19,FRANCIS LEDWIDGE,
20,WITH INTRODUCTION,WITH INTRODUCTION
21,WITH INTRODUCTION,
22,BY LORD DUNSANY,BY LORD DUNSANY
23,BY LORD DUNSANY,
24,BY LORD DUNSANY,
25,HERBERT JENKINS LIMITED,HERBERT JENKINS LIMITED
26,HERBERT JENKINS LIMITED,
27,YORK STREET ST. JAMES'S,YORK STREET ST. JAMES'S
28,YORK STREET ST. JAMES'S,
29,LONDON S.W.1,LONDON S.W.1
30,LONDON S.W.1,
31,MCMXIX,MCMXIX
32,MCMXIX,
33,MCMXIX,
34,MCMXIX,
35,TO,TO
36,TO,
37,MY MOTHER,MY MOTHER
38,MY MOTHER,
39,THE FIRST SINGER I KNEW,THE FIRST SINGER I KNEW
40,THE FIRST SINGER I KNEW,
41,THE FIRST SINGER I KNEW,
42,THE FIRST SINGER I KNEW,
43,THE FIRST SINGER I KNEW,
44,INTRODUCTION TO SONGS OF THE FIELDS,INTRODUCTION TO SONGS OF THE FIELDS
45,INTRODUCTION TO SONGS OF THE FIELDS,
46,INTRODUCTION TO SONGS OF THE FIELDS,
47,"DUNSANY CASTLE,","DUNSANY CASTLE,"
48,"DUNSANY CASTLE,",
49,"DUNSANY CASTLE,","_June,_ 1914."
50,"DUNSANY CASTLE,",
51,"DUNSANY CASTLE,","If one who looked from a tower for a new star, watching for years the"
52,"DUNSANY CASTLE,","same part of the sky, suddenly saw it (quite by chance while thinking"
53,"DUNSANY CASTLE,","of other things), and knew it for the star for which he had hoped, how"
54,"DUNSANY CASTLE,",many millions of men would never care?
55,"DUNSANY CASTLE,",
56,"DUNSANY CASTLE,","And the star might blaze over deserts and forests and seas, cheering"
57,"DUNSANY CASTLE,","lost wanderers in desolate lands, or guiding dangerous quests; millions"
58,"DUNSANY CASTLE,",would never know it. And a poet is no more than a star. If one has
59,"DUNSANY CASTLE,","arisen where I have so long looked for one, amongst the Irish peasants,"
60,"DUNSANY CASTLE,",it can be little more than a secret that I shall share with those who
61,"DUNSANY CASTLE,",read this book because they care for poetry.
62,"DUNSANY CASTLE,",
63,"DUNSANY CASTLE,",I have looked for a poet amongst the Irish peasants because it seemed
64,"DUNSANY CASTLE,",to me that almost only amongst them there was in daily use a diction
65,"DUNSANY CASTLE,","worthy of poetry, as well a an imagination capable of dealing with the"
