,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by David E. Brown, Bryan Ness and the Online"
5,,Distributed Proofreading Team at http://www.pgdp.net (This
6,,file was produced from images generously made available
7,,by The Internet Archive/Canadian Libraries)
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,Poems by
18,,Elinor Jenkins
19,,
20,,
21,,
22,,
23,POEMS,POEMS
24,POEMS,
25,POEMS,By ELINOR JENKINS
26,POEMS,
27,POEMS,London: Sidgwick & Jackson Ltd.
28,POEMS,"3 Adam Street, Adelphi, W.C. 1915"
29,POEMS,
30,POEMS,"_Copyright, 1915, by Sidgwick & Jackson Ltd._"
31,POEMS,_All rights reserved_
32,POEMS,
33,POEMS,
34,POEMS,
35,POEMS,
36,_DEDICATION_,_DEDICATION_
37,_DEDICATION_,
38,_DEDICATION_,To
39,_DEDICATION_,
40,H. S. T.,H. S. T.
41,H. S. T.,
42,H. S. T.,15·viii·15
43,H. S. T.,
44,H. S. T.,"_Fain had I given precious things and sweet,"
45,H. S. T.,"But having neither frankincense nor gem,"
46,H. S. T.,Only sad flowers--last year's fading yield
47,H. S. T.,Gathered about that bitter harvest field--
48,H. S. T.,"I made a sorry garland out of them,"
49,H. S. T.,And laid it where immortelles had been meet._
50,H. S. T.,
51,H. S. T.,
52,H. S. T.,
53,H. S. T.,
54,H. S. T.,_Contents_
55,H. S. T.,
56,H. S. T.,
57,PAGE,PAGE
58,PAGE,
59,PAGE,H. S. T.--Requiescat                                    11
60,PAGE,
61,PAGE,The Dead Comrade                                        12
62,PAGE,
63,PAGE,The Choice                                              14
64,PAGE,
65,PAGE,The House by the Highway                                15
66,PAGE,
67,PAGE,"Night in the Suburbs, August, 1914                      17"
68,PAGE,
69,PAGE,Autumn Wind                                             19
70,PAGE,
71,PAGE,The Battle of the Rivers                                20
72,PAGE,
73,PAGE,A Legend of Ypres                                       21
74,PAGE,
75,PAGE,Ecce Homo!                                              22
76,PAGE,
77,PAGE,April Nights                                            23
78,PAGE,
79,PAGE,"Rupert Brooke. April, 1915                              24"
80,PAGE,
81,PAGE,The Last Evening                                        25
82,PAGE,
83,PAGE,The Letter                                              27
84,PAGE,
85,PAGE,Frigga. (Up to date)                                    28
86,PAGE,
87,PAGE,Farewells à la Mode                                     29
88,PAGE,
89,PAGE,Sunset                                                  30
90,PAGE,
91,PAGE,Sursum Corda                                            31
92,PAGE,
93,PAGE,Lying in State                                          32
94,PAGE,
95,PAGE,Wind-pedlars                                            33
96,PAGE,
97,PAGE,Dulce et Decorum?                                       35
98,PAGE,
99,PAGE,Succory                                                 36
100,PAGE,
101,PAGE,Dreams Trespassing                                      37
102,PAGE,
103,PAGE,"""What shall be done with all these tears of ours?""      38"
104,PAGE,
105,PAGE,In Hereford Cathedral                                   39
106,PAGE,
107,PAGE,Poppyfields                                             40
