,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by David Widger from page images generously
5,,provided by the Internet Archive
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,THE YOUNG GUARD,THE YOUNG GUARD
16,THE YOUNG GUARD,
17,THE YOUNG GUARD,By E. W. Hornung
18,THE YOUNG GUARD,
19,THE YOUNG GUARD,London: Constable and Company Ltd.
20,THE YOUNG GUARD,
21,THE YOUNG GUARD,1919
22,THE YOUNG GUARD,
23,THE YOUNG GUARD,
24,THE YOUNG GUARD,
25,THE YOUNG GUARD,_Most of these pieces appeared during the war.
26,THE YOUNG GUARD,The usual acknowledgements are tendered to The
27,THE YOUNG GUARD,"Spectator in three cases and The Times in two,"
28,THE YOUNG GUARD,"as well as to Land and Water, The"
29,THE YOUNG GUARD,Cologne Post and sundry School Magazines._
30,THE YOUNG GUARD,
31,THE YOUNG GUARD,
32,THE YOUNG GUARD,
33,THE YOUNG GUARD,
34,CONSECRATION,CONSECRATION
35,CONSECRATION,
36,CONSECRATION,
37,CONSECRATION,_Children we deemed you all the days
38,CONSECRATION,
39,CONSECRATION,We vexed you with our care:
40,CONSECRATION,
41,CONSECRATION,"But in a Universe ablaze,"
42,CONSECRATION,
43,CONSECRATION,What was your childish share?
44,CONSECRATION,
45,CONSECRATION,"To rush upon the flames of Hell,"
46,CONSECRATION,
47,CONSECRATION,To quench them with your blood!
48,CONSECRATION,
49,CONSECRATION,To be of England's flower that fell
50,CONSECRATION,
51,CONSECRATION,Ere yet it brake the bud!
52,CONSECRATION,
53,CONSECRATION,
54,CONSECRATION,
55,CONSECRATION,"And we who wither where we grew,"
56,CONSECRATION,
57,CONSECRATION,"And never shed but tears,"
58,CONSECRATION,
59,CONSECRATION,As children now would follow you
60,CONSECRATION,
61,CONSECRATION,Through the remaining years;
62,CONSECRATION,
63,CONSECRATION,"Tread' in the steps we thought to guide,"
64,CONSECRATION,
65,CONSECRATION,As firmly as you trod;
66,CONSECRATION,
67,CONSECRATION,And keep the name you glorified
68,CONSECRATION,
69,CONSECRATION,Clean before matt and God._
70,CONSECRATION,
71,CONSECRATION,
72,CONSECRATION,
73,CONSECRATION,
74,LORD'S LEAVE,LORD'S LEAVE
75,LORD'S LEAVE,
76,LORD'S LEAVE,(1915)
77,LORD'S LEAVE,
78,LORD'S LEAVE,
79,LORD'S LEAVE,No Lord's this year: no silken lawn on which
80,LORD'S LEAVE,
81,LORD'S LEAVE,A dignified and dainty throng meanders.
82,LORD'S LEAVE,
83,LORD'S LEAVE,The Schools take guard upon a fierier pitch
84,LORD'S LEAVE,
85,LORD'S LEAVE,Somewhere in Flanders.
86,LORD'S LEAVE,
87,LORD'S LEAVE,
88,LORD'S LEAVE,
89,LORD'S LEAVE,Bigger the cricket here; yet some who tried
90,LORD'S LEAVE,
