,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by D Alexander and the Online Distributed
5,,Proofreading Team at http://www.pgdp.net (This file was
6,,produced from images generously made available by The
7,,Internet Archive)
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,EIDOLA,EIDOLA
18,BY FREDERIC MANNING,BY FREDERIC MANNING
19,BY FREDERIC MANNING,
20,BY FREDERIC MANNING,[Greek: skias eidôlon]
21,AESCHYLUS,AESCHYLUS
22,AESCHYLUS,
23,LONDON,LONDON
24,"JOHN MURRAY, ALBEMARLE STREET, W.","JOHN MURRAY, ALBEMARLE STREET, W."
25,"JOHN MURRAY, ALBEMARLE STREET, W.",1917
26,"JOHN MURRAY, ALBEMARLE STREET, W.",
27,"JOHN MURRAY, ALBEMARLE STREET, W.",
28,"JOHN MURRAY, ALBEMARLE STREET, W.",
29,"JOHN MURRAY, ALBEMARLE STREET, W.",
30,BY FREDERIC MANNING,BY FREDERIC MANNING
31,BY FREDERIC MANNING,
32,BY FREDERIC MANNING,POEMS.                         3_s._ 6_d._ net
33,BY FREDERIC MANNING,SCENES AND PORTRAITS.          6_s._ net
34,BY FREDERIC MANNING,THE VIGIL OF BRUNHILD.         2_s._ 6_d._ net
35,BY FREDERIC MANNING,
36,LONDON: JOHN MURRAY,LONDON: JOHN MURRAY
37,LONDON: JOHN MURRAY,
38,LONDON: JOHN MURRAY,
39,LONDON: JOHN MURRAY,
40,LONDON: JOHN MURRAY,
41,ALL RIGHTS RESERVED,ALL RIGHTS RESERVED
42,ALL RIGHTS RESERVED,
43,ALL RIGHTS RESERVED,
44,ALL RIGHTS RESERVED,
45,ALL RIGHTS RESERVED,
46,TO,TO
47,THE COUNTESS OF ANCASTER,THE COUNTESS OF ANCASTER
48,THE COUNTESS OF ANCASTER,
49,THE COUNTESS OF ANCASTER,
50,THE COUNTESS OF ANCASTER,
51,THE COUNTESS OF ANCASTER,
52,CONTENTS,CONTENTS
53,CONTENTS,
54,CONTENTS,
55,PAGE,PAGE
56,PAGE,
57,THE CHOOSERS                                                 1,THE CHOOSERS                                                 1
58,SACRIFICE                                                    3,SACRIFICE                                                    3
59,RELIEVED                                                     5,RELIEVED                                                     5
60,REACTION                                                     6,REACTION                                                     6
61,THE OLD CALVARY                                              9,THE OLD CALVARY                                              9
62,THE GUNS                                                    10,THE GUNS                                                    10
63,THE SIGN                                                    12,THE SIGN                                                    12
64,A SHELL                                                     14,A SHELL                                                     14
65,THE FACE                                                    15,THE FACE                                                    15
66,WIND                                                        16,WIND                                                        16
67,BOIS DE MAMETZ                                              18,BOIS DE MAMETZ                                              18
68,THE TRENCHES                                                22,THE TRENCHES                                                22
69,LEAVES                                                      25,LEAVES                                                      25
70,TRANSPORT                                                   27,TRANSPORT                                                   27
71,TRANSPORT                                                   27,[Greek: autarkeia]                                          29
