,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by David E. Brown, Bryan Ness and the Online"
5,,Distributed Proofreading Team at http://www.pgdp.net (This
6,,file was produced from images generously made available
7,,by The Internet Archive/American Libraries.)
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,TWO FISHERS,TWO FISHERS
18,TWO FISHERS,
19,TWO FISHERS,
20,TWO FISHERS,_We are the music-makers
21,TWO FISHERS,"And we are the dreamers of dreams,"
22,TWO FISHERS,Wandering by lone sea-breakers
23,TWO FISHERS,And sitting by desolate streams._
24,TWO FISHERS,
25,ARTHUR W. E. O'SHAUGHNESSY.,ARTHUR W. E. O'SHAUGHNESSY.
26,ARTHUR W. E. O'SHAUGHNESSY.,
27,ARTHUR W. E. O'SHAUGHNESSY.,
28,ARTHUR W. E. O'SHAUGHNESSY.,
29,ARTHUR W. E. O'SHAUGHNESSY.,
30,TWO FISHERS,TWO FISHERS
31,TWO FISHERS,and Other Poems
32,TWO FISHERS,
33,BY,BY
34,BY,
35,HERBERT E. PALMER,HERBERT E. PALMER
36,HERBERT E. PALMER,
37,HERBERT E. PALMER,
38,LONDON,LONDON
39,"ELKIN MATHEWS, CORK STREET","ELKIN MATHEWS, CORK STREET"
40,"ELKIN MATHEWS, CORK STREET",1918
41,"ELKIN MATHEWS, CORK STREET",
42,"ELKIN MATHEWS, CORK STREET",
43,"ELKIN MATHEWS, CORK STREET",Dedicated
44,TO THREE FRIENDS,TO THREE FRIENDS
45,TO THREE FRIENDS,
46,CAPTAIN L. W. CHARLEY,CAPTAIN L. W. CHARLEY
47,H. T. P.,H. T. P.
48,AND,AND
49,PROFESSOR L. O'B.,PROFESSOR L. O'B.
50,PROFESSOR L. O'B.,
51,PROFESSOR L. O'B.,
52,PROFESSOR L. O'B.,
53,PROFESSOR L. O'B.,
54,TWO FISHERS,TWO FISHERS
55,TWO FISHERS,
56,TWO FISHERS,
57,TWO FISHERS,"When the War is over, Charley,"
58,TWO FISHERS,We'll go fishing once again.
59,TWO FISHERS,"You'll be a new man, Charley,"
60,TWO FISHERS,When you walk with fishermen.
61,TWO FISHERS,For we'll seek a leaping river
62,TWO FISHERS,I know far among the fells;
63,TWO FISHERS,"You'll forget the War there, Charley,"
64,TWO FISHERS,Where the springing water wells.
65,TWO FISHERS,
66,TWO FISHERS,"It's God's own land for the nimble trout,"
67,TWO FISHERS,"And ferns and waving flowers,"
68,TWO FISHERS,"The bracken and the bilberry,"
69,TWO FISHERS,And the ash the coral dowers.
70,TWO FISHERS,"There are rolling leagues of heather,"
71,TWO FISHERS,Lone hills where the plovers call.
72,TWO FISHERS,"Oh, we'll climb those hills together"
73,TWO FISHERS,Ere the last dews fall!
74,TWO FISHERS,
75,TWO FISHERS,And we'll talk to the wild creatures
76,TWO FISHERS,In the crannies of the moors;
