,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by David Garcia, Josephine Paolucci and the Online"
5,,Distributed Proofreading Team at https://www.pgdp.net. (This
6,,file was produced from images generously made available
7,,by The Kentuckiana Digital Library.)
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,BLOOMS OF THE BERRY.,BLOOMS OF THE BERRY.
16,BLOOMS OF THE BERRY.,
17,BY,BY
18,BY,
19,MADISON J. CAWEIN.,MADISON J. CAWEIN.
20,MADISON J. CAWEIN.,
21,MADISON J. CAWEIN.,"""I fain would tune my fancy to your key.""--_Sir John Suckling._"
22,MADISON J. CAWEIN.,
23,MADISON J. CAWEIN.,
24,MADISON J. CAWEIN.,
25,LOUISVILLE:,LOUISVILLE:
26,"JOHN P. MORTON AND COMPANY, PRINTERS.","JOHN P. MORTON AND COMPANY, PRINTERS."
27,"JOHN P. MORTON AND COMPANY, PRINTERS.",1887
28,"JOHN P. MORTON AND COMPANY, PRINTERS.",
29,"JOHN P. MORTON AND COMPANY, PRINTERS.",
30,COPYRIGHTED,COPYRIGHTED
31,COPYRIGHTED,By MADISON J. CAWEIN.
32,COPYRIGHTED,1887
33,COPYRIGHTED,
34,COPYRIGHTED,
35,COPYRIGHTED,
36,COPYRIGHTED,
37,PROEM.,PROEM.
38,PROEM.,
39,PROEM.,"Wine-warm winds that sigh and sing,"
40,PROEM.,"Led me, wrapped in many moods,"
41,PROEM.,Thro' the green sonorous woods
42,PROEM.,Of belated Spring;
43,PROEM.,
44,PROEM.,"Till I came where, glad with heat,"
45,PROEM.,"Waste and wild the fields were strewn,"
46,PROEM.,"Olden as the olden moon,"
47,PROEM.,At my weary feet;
48,PROEM.,
49,PROEM.,"Wild and white with starry bloom,"
50,PROEM.,"One far milky-way that dashed,"
51,PROEM.,"When some mad wind o'er it flashed,"
52,PROEM.,Into billowy foam.
53,PROEM.,
54,PROEM.,"I, bewildered, gazed around,"
55,PROEM.,As one on whose heavy dreams
56,PROEM.,"Comes a sudden burst of beams,"
57,PROEM.,Like a mighty sound.
58,PROEM.,
59,PROEM.,"If the grander flowers I sought,"
60,PROEM.,"But these berry-blooms to you,"
61,PROEM.,"Evanescent as their dew,"
62,PROEM.,Only these I brought.
63,PROEM.,
64,"JULY 3, 1887.","JULY 3, 1887."
65,"JULY 3, 1887.",
66,"JULY 3, 1887.",
67,"JULY 3, 1887.",
68,"JULY 3, 1887.",
69,I.--BY WOLD AND WOOD.,I.--BY WOLD AND WOOD.
70,I.--BY WOLD AND WOOD.,
71,I.--BY WOLD AND WOOD.,
72,I.--BY WOLD AND WOOD.,
73,I.--BY WOLD AND WOOD.,
74,THE HOLLOW.,THE HOLLOW.
75,THE HOLLOW.,
76,THE HOLLOW.,
77,I.,I.
78,I.,
79,I.,Fleet swallows soared and darted
80,I.,'Neath empty vaults of blue;
