,Poem Title,line
0,,
1,,
2,,
3,,
4,,This eBook was produced by David Widger
5,,
6,,
7,,
8,,
9,,
10,NARRATIVE AND LEGENDARY,NARRATIVE AND LEGENDARY
11,NARRATIVE AND LEGENDARY,
12,POEMS,POEMS
13,POEMS,
14,BY,BY
15,JOHN GREENLEAF WHITTIER,JOHN GREENLEAF WHITTIER
16,JOHN GREENLEAF WHITTIER,
17,JOHN GREENLEAF WHITTIER,
18,CONTENTS:,CONTENTS:
19,CONTENTS:,
20,THE BAY OF SEVEN ISLANDS,THE BAY OF SEVEN ISLANDS
21,THE BAY OF SEVEN ISLANDS,To H P S
22,THE BAY OF SEVEN ISLANDS,THE BAY OF SEVEN ISLANDS
23,THE BAY OF SEVEN ISLANDS,
24,THE WISHING BRIDGE,THE WISHING BRIDGE
25,HOW THE WOMEN WENT FROM DOVER,HOW THE WOMEN WENT FROM DOVER
26,ST GREGORY'S GUEST,ST GREGORY'S GUEST
27,CONTENTS,CONTENTS
28,BIRCHBROOK MILL,BIRCHBROOK MILL
29,THE TWO ELIZABETHS,THE TWO ELIZABETHS
30,REQUITAL,REQUITAL
31,THE HOMESTEAD,THE HOMESTEAD
32,HOW THE ROBIN CAME,HOW THE ROBIN CAME
33,BANISHED FROM MASSACHUSETTS,BANISHED FROM MASSACHUSETTS
34,THE BROWN DWARF OF RUGEN,THE BROWN DWARF OF RUGEN
35,THE BROWN DWARF OF RUGEN,
36,THE BROWN DWARF OF RUGEN,
37,THE BROWN DWARF OF RUGEN,
38,THE BAY OF SEVEN ISLANDS.,THE BAY OF SEVEN ISLANDS.
39,THE BAY OF SEVEN ISLANDS.,
40,THE BAY OF SEVEN ISLANDS.,"The volume in which ""The Bay of Seven Islands"" was published was"
41,THE BAY OF SEVEN ISLANDS.,"dedicated to the late Edwin Percy Whipple, to whom more than to any"
42,THE BAY OF SEVEN ISLANDS.,other person I was indebted for public recognition as one worthy of a
43,THE BAY OF SEVEN ISLANDS.,"place in American literature, at a time when it required a great degree"
44,THE BAY OF SEVEN ISLANDS.,of courage to urge such a claim for a pro-scribed abolitionist. Although
45,THE BAY OF SEVEN ISLANDS.,"younger than I, he had gained the reputation of a brilliant essayist,"
46,THE BAY OF SEVEN ISLANDS.,and was regarded as the highest American authority in criticism. His wit
47,THE BAY OF SEVEN ISLANDS.,and wisdom enlivened a small literary circle of young men including
48,THE BAY OF SEVEN ISLANDS.,"Thomas Starr King, the eloquent preacher, and Daniel N. Haskell of the"
49,THE BAY OF SEVEN ISLANDS.,"Daily Transcript, who gathered about our common friend dames T. Fields"
50,THE BAY OF SEVEN ISLANDS.,at the Old Corner Bookstore. The poem which gave title to the volume I
51,THE BAY OF SEVEN ISLANDS.,"inscribed to my friend and neighbor Harriet Prescott Spofford, whose"
