,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by Chuck Greif and the Online Distributed
5,,Proofreading Team at http://www.pgdp.net (This file was
6,,produced from images available at The Internet Archive)
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,THE ANGEL,THE ANGEL
18,IN THE CLOUD,IN THE CLOUD
19,IN THE CLOUD,
20,BY,BY
21,BY,
22,EDWIN W. FULLER,EDWIN W. FULLER
23,EDWIN W. FULLER,
24,PRIVATELY PRINTED,PRIVATELY PRINTED
25,MCMVII,MCMVII
26,MCMVII,
27,MCMVII,
28,MCMVII,
29,MCMVII,
30,MCMVII,"_Copyright, 1907"
31,MCMVII,Sumner Fuller Parham_
32,MCMVII,
33,MCMVII,
34,MCMVII,
35,MCMVII,
36,TO THE,TO THE
37,TO THE,
38,"HALLOWED MEMORY OF MY FATHER,","HALLOWED MEMORY OF MY FATHER,"
39,"HALLOWED MEMORY OF MY FATHER,",
40,"WHO,","WHO,"
41,"WHO,",
42,EVEN WHILE I WAS GAZING UPON THE GOLDEN CITY,EVEN WHILE I WAS GAZING UPON THE GOLDEN CITY
43,EVEN WHILE I WAS GAZING UPON THE GOLDEN CITY,
44,"PASSED WITHIN ITS WALLS,","PASSED WITHIN ITS WALLS,"
45,"PASSED WITHIN ITS WALLS,",
46,"THIS LITTLE VOLUME IS INSCRIBED,","THIS LITTLE VOLUME IS INSCRIBED,"
47,"THIS LITTLE VOLUME IS INSCRIBED,",
48,WITH TEARS.,WITH TEARS.
49,WITH TEARS.,
50,WITH TEARS.,
51,WITH TEARS.,
52,WITH TEARS.,
53,PREFACE,PREFACE
54,PREFACE,
55,PREFACE,
56,PREFACE,"To those who may favor these pages with perusal, I make this earnest"
57,PREFACE,"request: that, if they commence, they will read all. Knowing that the"
58,PREFACE,"best mode of dealing with doubts is to state and refute, successively, I"
59,PREFACE,regret that the plan of the present work forces a separation of the
60,PREFACE,statement and refutation. To read one without the other were to defeat
61,PREFACE,the object in view; hence my request.
62,PREFACE,
63,PREFACE,"Many of the subjects of thought are worn smooth with the touch of ages,"
64,PREFACE,so that hope for originality is as slender as the bridge of Al Sirat;
65,PREFACE,"but in the bulrush ark of self-confidence, pitched with Faith, I commit"
66,PREFACE,my first-born to the Nile of public opinion; whether to perish by
67,PREFACE,"crocodile critics, or bask in the palace of favor, the Future, alone,"
68,PREFACE,must determine. May Pharaoh’s daughter find it!
69,PREFACE,
70,E. W. F.,E. W. F.
71,E. W. F.,
72,E. W. F.,"LOUISBURG, Jan. 17th, 1871."
73,E. W. F.,
74,E. W. F.,
75,E. W. F.,
76,E. W. F.,
77,A NOTE,A NOTE
78,A NOTE,
79,A NOTE,
80,A NOTE,"_First published more than thirty-five years ago, in the lifetime of the"
81,A NOTE,"poet, THE ANGEL IN THE CLOUD has long since passed not only out of print"
