,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by Richard Tonsing, Delphine Lettau and the Online"
5,,Distributed Proofreading Team at http://www.pgdp.net
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,"BALLADES AND RONDEAUS, CHANTS ROYAL, SESTINAS, VILLANELLES, &c.,"
16,SELECTED BY GLEESON WHITE.,SELECTED BY GLEESON WHITE.
17,SELECTED BY GLEESON WHITE.,
18,SELECTED BY GLEESON WHITE.,
19,LONDON:,LONDON:
20,"WALTER SCOTT, LIMITED,","WALTER SCOTT, LIMITED,"
21,PATERNOSTER SQUARE.,PATERNOSTER SQUARE.
22,NEW YORK: 3 EAST FOURTEENTH STREET.,NEW YORK: 3 EAST FOURTEENTH STREET.
23,NEW YORK: 3 EAST FOURTEENTH STREET.,
24,NEW YORK: 3 EAST FOURTEENTH STREET.,
25,NEW YORK: 3 EAST FOURTEENTH STREET.,
26,NEW YORK: 3 EAST FOURTEENTH STREET.,
27,NEW YORK: 3 EAST FOURTEENTH STREET.,To
28,NEW YORK: 3 EAST FOURTEENTH STREET.,
29,NEW YORK: 3 EAST FOURTEENTH STREET.,Robert Louis Stevenson.
30,NEW YORK: 3 EAST FOURTEENTH STREET.,
31,NEW YORK: 3 EAST FOURTEENTH STREET.,
32,NEW YORK: 3 EAST FOURTEENTH STREET.,_The crowning pleasure in the compilation of this book is the
33,NEW YORK: 3 EAST FOURTEENTH STREET.,"permission to dedicate it to you, and this token of personal admiration"
34,NEW YORK: 3 EAST FOURTEENTH STREET.,"is not without special fitness, since you were among the earliest to"
35,NEW YORK: 3 EAST FOURTEENTH STREET.,"experiment in these French rhythms, and to introduce_ CHARLES D'ORLÉANS"
36,NEW YORK: 3 EAST FOURTEENTH STREET.,_and_ FRANÇOIS VILLON _to the majority of English readers_.
37,NEW YORK: 3 EAST FOURTEENTH STREET.,
38,NEW YORK: 3 EAST FOURTEENTH STREET.,"_""Those old French ways of verse making that have been coming into"
39,NEW YORK: 3 EAST FOURTEENTH STREET.,fashion of late. Surely they say a pretty thing more prettily for
40,NEW YORK: 3 EAST FOURTEENTH STREET.,their quaint old-fashioned liberty! That_ TRIOLET--_how deliciously
41,NEW YORK: 3 EAST FOURTEENTH STREET.,impertinent it is! is it not?... The variety of dainty modes wherein
42,NEW YORK: 3 EAST FOURTEENTH STREET.,by shape and sound a very pretty something is carved out of nothing at
43,NEW YORK: 3 EAST FOURTEENTH STREET.,"all. Their fantastic surprises, the ring of their bell-like returns"
44,NEW YORK: 3 EAST FOURTEENTH STREET.,"upon themselves, their music of triangle and cymbal. In some of"
45,NEW YORK: 3 EAST FOURTEENTH STREET.,them poetry seems to approach the nearest possible to bird-song--to
46,NEW YORK: 3 EAST FOURTEENTH STREET.,"unconscious seeming through most unconscious art, imitating the"
