,Poem Title,line
0,,
1,,
2,,
3,,
4,,
5,,
6,POEMS.,POEMS.
7,POEMS.,
8,POEMS.,
9,POEMS.,
10,POEMS.,
11,ELFIN LAND:,ELFIN LAND:
12,AND,AND
13,OTHER POEMS.,OTHER POEMS.
14,OTHER POEMS.,
15,BY,BY
16,BENJAMIN WEST BALL.,BENJAMIN WEST BALL.
17,BENJAMIN WEST BALL.,
18,BOSTON AND CAMBRIDGE:,BOSTON AND CAMBRIDGE:
19,JAMES MUNROE AND COMPANY.,JAMES MUNROE AND COMPANY.
20,MDCCCLI.,MDCCCLI.
21,MDCCCLI.,
22,MDCCCLI.,"Entered according to Act of Congress, in the year 1851, by"
23,"JAMES MUNROE & COMPANY,","JAMES MUNROE & COMPANY,"
24,"JAMES MUNROE & COMPANY,",In the Clerk’s Office of the District Court of the District of
25,"JAMES MUNROE & COMPANY,",Massachusetts.
26,"JAMES MUNROE & COMPANY,",
27,"THURSTON, TORRY & EMERSON, PRINTERS.","THURSTON, TORRY & EMERSON, PRINTERS."
28,"THURSTON, TORRY & EMERSON, PRINTERS.",
29,"THURSTON, TORRY & EMERSON, PRINTERS.",
30,"THURSTON, TORRY & EMERSON, PRINTERS.",
31,"THURSTON, TORRY & EMERSON, PRINTERS.",
32,TO,TO
33,"D. S. H.,","D. S. H.,"
34,"THIS VOLUME IS DEDICATED,","THIS VOLUME IS DEDICATED,"
35,AS A TESTIMONIAL,AS A TESTIMONIAL
36,OF AFFECTIONATE REGARD.,OF AFFECTIONATE REGARD.
37,OF AFFECTIONATE REGARD.,
38,OF AFFECTIONATE REGARD.,
39,OF AFFECTIONATE REGARD.,
40,OF AFFECTIONATE REGARD.,
41,TO D. S. H.,TO D. S. H.
42,TO D. S. H.,
43,TO D. S. H.,
44,I.,I.
45,I.,
46,I.,"Ere thou wert seen, and ere I knew"
47,I.,"Such loveliness on earth unfolded,"
48,I.,A morning dream revealed to view
49,I.,That shape in perfect beauty moulded;
50,I.,"Around thy graceful waist, methought,"
51,I.,"The fabled Zone of Love was glowing,"
52,I.,"The cestus with enchantment fraught,"
53,I.,"A charm, that vanquished all, bestowing—"
54,I.,"The phantom fled, but evermore"
55,I.,"Until thyself I might discover,"
56,I.,"Its memory in my heart I bore,"
57,I.,Of shade impalpable the lover.
58,I.,
59,II.,II.
60,II.,
61,II.,"When Eastward thou wert long sojourning,"
62,II.,"From me divided and afar,"
63,II.,"Though sunset in the West was burning,"
64,II.,I turned where shone my being’s star;
65,II.,"Beyond the woods, the village spires,"
66,II.,Adown the broadly flowing river
67,II.,My glances winged by wild desires
68,II.,"To pierce the distance, would endeavor;"
69,II.,"Each bickering train which eastward rolled,"
70,II.,"Each trailing cloud that thither flew,"
71,II.,"As long as eyesight could behold,"
72,II.,"I followed, musing still of you;—"
73,II.,
74,III.,III.
75,III.,
