,Poem Title,line
0,,
1,,
2,,
3,,
4,,"THE WORKS OF JOHN GREENLEAF WHITTIER, Volume II. (of VII)"
5,,
6,,POEMS OF NATURE plus POEMS SUBJECTIVE AND REMINISCENT and RELIGIOUS POEMS
7,,
8,,
9,,By John Greenleaf Whittier
10,,
11,,
12,,
13,,
14,CONTENTS,CONTENTS
15,CONTENTS,
16,POEMS OF NATURE:,POEMS OF NATURE:
17,THE FROST SPIRIT,THE FROST SPIRIT
18,THE MERRIMAC,THE MERRIMAC
19,HAMPTON BEACH,HAMPTON BEACH
20,A DREAM OF SUMMER,A DREAM OF SUMMER
21,THE LAKESIDE,THE LAKESIDE
22,AUTUMN THOUGHTS,AUTUMN THOUGHTS
23,ON RECEIVING AN EAGLE'S QUILL FROM LAKE SUPERIOR,ON RECEIVING AN EAGLE'S QUILL FROM LAKE SUPERIOR
24,APRIL,APRIL
25,PICTURES,PICTURES
26,SUMMER BY THE LAKESIDE,SUMMER BY THE LAKESIDE
27,THE FRUIT-GIFT,THE FRUIT-GIFT
28,FLOWERS IN WINTER,FLOWERS IN WINTER
29,THE MAYFLOWERS,THE MAYFLOWERS
30,THE LAST WALK IN AUTUMN,THE LAST WALK IN AUTUMN
31,THE FIRST FLOWERS,THE FIRST FLOWERS
32,THE OLD BURYING-GROUND,THE OLD BURYING-GROUND
33,THE PALM-TREE,THE PALM-TREE
34,THE RIVER PATH,THE RIVER PATH
35,MOUNTAIN PICTURES,MOUNTAIN PICTURES
36,I. FRANCONIA FROM THE PEMIGEWASSET,I. FRANCONIA FROM THE PEMIGEWASSET
37,II. MONADNOCK FROM WACHUSET,II. MONADNOCK FROM WACHUSET
38,THE VANISHERS,THE VANISHERS
39,THE PAGEANT,THE PAGEANT
40,THE PRESSED GENTIAN,THE PRESSED GENTIAN
41,A MYSTERY,A MYSTERY
42,A SEA DREAM,A SEA DREAM
43,HAZEL BLOSSOMS,HAZEL BLOSSOMS
44,SUNSET ON THE BEARCAMP,SUNSET ON THE BEARCAMP
45,THE SEEKING OF THE WATERFALL,THE SEEKING OF THE WATERFALL
46,THE TRAILING ARBUTUS,THE TRAILING ARBUTUS
47,ST. MARTINS SUMMER,ST. MARTINS SUMMER
48,STORM ON LAKE ASQUAM,STORM ON LAKE ASQUAM
49,A SUMMER PILGRIMAGE,A SUMMER PILGRIMAGE
50,SWEET FERN,SWEET FERN
51,THE WOOD GIANT,THE WOOD GIANT
52,A DAY,A DAY
53,A DAY,
54,A DAY,
55,POEMS SUBJECTIVE AND REMINISCENT:,POEMS SUBJECTIVE AND REMINISCENT:
56,MEMORIES,MEMORIES
57,RAPHAEL,RAPHAEL
58,EGO,EGO
59,THE PUMPKIN,THE PUMPKIN
60,FORGIVENESS,FORGIVENESS
61,TO MY SISTER,TO MY SISTER
62,MY THANKS,MY THANKS
