,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by Chuck Greif and the Online Distributed
5,,Proofreading Team at http://www.pgdp.net (This file was
6,,produced from images available at The Internet Archive)
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,TWO WOMEN.,TWO WOMEN.
17,TWO WOMEN.,
18,TWO WOMEN.,
19,TWO WOMEN.,
20,TWO WOMEN.,
21,TWO WOMEN:,TWO WOMEN:
22,TWO WOMEN:,
23,TWO WOMEN:,1862.
24,TWO WOMEN:,
25,_A POEM._,_A POEM._
26,_A POEM._,
27,BY,BY
28,BY,
29,CONSTANCE FENIMORE WOOLSON.,CONSTANCE FENIMORE WOOLSON.
30,CONSTANCE FENIMORE WOOLSON.,
31,(REPRINTED FROM APPLETONS’ JOURNAL.),(REPRINTED FROM APPLETONS’ JOURNAL.)
32,(REPRINTED FROM APPLETONS’ JOURNAL.),
33,NEW YORK:,NEW YORK:
34,NEW YORK:,
35,"D. APPLETON AND COMPANY,","D. APPLETON AND COMPANY,"
36,"D. APPLETON AND COMPANY,",
37,549 AND 551 BROADWAY.,549 AND 551 BROADWAY.
38,549 AND 551 BROADWAY.,
39,549 AND 551 BROADWAY.,1877.
40,549 AND 551 BROADWAY.,
41,COPYRIGHT BY,COPYRIGHT BY
42,COPYRIGHT BY,
43,"D. APPLETON AND COMPANY,","D. APPLETON AND COMPANY,"
44,"D. APPLETON AND COMPANY,",
45,"D. APPLETON AND COMPANY,",1877.
46,"D. APPLETON AND COMPANY,",
47,"D. APPLETON AND COMPANY,",
48,"D. APPLETON AND COMPANY,",
49,"D. APPLETON AND COMPANY,",
50,TWO WOMEN.,TWO WOMEN.
51,TWO WOMEN.,
52,TWO WOMEN.,1862.
53,TWO WOMEN.,
54,TWO WOMEN.,
55,TWO WOMEN.,
56,TWO WOMEN.,
57,_ONE._,_ONE._
58,_ONE._,
59,_ONE._,
60,_ONE._,Through miles of green cornfields that lusty
61,_ONE._,And strong face the sun and rejoice
62,_ONE._,"In his heat, where the brown bees go dusty"
63,_ONE._,"With pollen from flowers of their choice,"
64,_ONE._,’Mong myriads down by the river
65,_ONE._,"Who offer their honey, the train"
66,_ONE._,"Flies south with a whir and a shiver,"
67,_ONE._,Flies south through the lowlands that quiver
68,_ONE._,With ripening grain--
69,_ONE._,
70,_ONE._,"Fair wheat, like a lady for fancies,"
71,_ONE._,"Who bends to the breeze, while the corn"
72,_ONE._,Held stiff all his stubborn green lances
73,_ONE._,The moment his curled leaf was born;
74,_ONE._,"And grapes, where the vineyards are sweeping"
75,_ONE._,The shores of the river whose tide--
76,_ONE._,"Slow moving, brown tide--holds the keeping"
77,_ONE._,"Of War and of Peace that lie sleeping,"
78,_ONE._,"Couched lions, each side."
79,_ONE._,
80,_ONE._,"Hair curlless, and hid, and smooth-banded,"
