,Poem Title,line
0,,
1,,
2,,
3,,
4,WORKS BY THE SAME AUTHOR.,WORKS BY THE SAME AUTHOR.
5,WORKS BY THE SAME AUTHOR.,
6,WORKS BY THE SAME AUTHOR.,
7,THE SHAVING OF SHAGPAT: AN ARABIAN ENTERTAINMENT.,THE SHAVING OF SHAGPAT: AN ARABIAN ENTERTAINMENT.
8,THE ORDEAL OF RICHARD FEVEREL.,THE ORDEAL OF RICHARD FEVEREL.
9,EVAN HARRINGTON.,EVAN HARRINGTON.
10,EMILIA IN ENGLAND.,EMILIA IN ENGLAND.
11,VITTORIA.,VITTORIA.
12,BEAUCHAMP’S CAREER.,BEAUCHAMP’S CAREER.
13,THE EGOIST.,THE EGOIST.
14,THE EGOIST.,&c. &c.
15,THE EGOIST.,
16,THE EGOIST.,
17,THE EGOIST.,_Forthcoming Publications in Verse._
18,THE EGOIST.,
19,POEMS.,POEMS.
20,THE SENTIMENTALISTS: A COMEDY.,THE SENTIMENTALISTS: A COMEDY.
21,THE SENTIMENTALISTS: A COMEDY.,
22,THE SENTIMENTALISTS: A COMEDY.,
23,THE SENTIMENTALISTS: A COMEDY.,
24,THE SENTIMENTALISTS: A COMEDY.,
25,POEMS AND LYRICS,POEMS AND LYRICS
26,POEMS AND LYRICS,
27,OF,OF
28,OF,
29,THE JOY OF EARTH,THE JOY OF EARTH
30,THE JOY OF EARTH,
31,THE JOY OF EARTH,[Illustration]
32,THE JOY OF EARTH,
33,THE JOY OF EARTH,
34,THE JOY OF EARTH,
35,THE JOY OF EARTH,
36,POEMS AND LYRICS,POEMS AND LYRICS
37,POEMS AND LYRICS,
38,OF,OF
39,OF,
40,THE JOY OF EARTH,THE JOY OF EARTH
41,THE JOY OF EARTH,
42,THE JOY OF EARTH,
43,BY,BY
44,GEORGE MEREDITH,GEORGE MEREDITH
45,GEORGE MEREDITH,
46,GEORGE MEREDITH,
47,GEORGE MEREDITH,London
48,MACMILLAN AND CO.,MACMILLAN AND CO.
49,MACMILLAN AND CO.,1883
50,MACMILLAN AND CO.,
51,MACMILLAN AND CO.,
52,MACMILLAN AND CO.,"_Printed by_ R. & R. CLARK, _Edinburgh_."
53,MACMILLAN AND CO.,
54,MACMILLAN AND CO.,
55,MACMILLAN AND CO.,
56,MACMILLAN AND CO.,
57,INSCRIBED TO,INSCRIBED TO
58,INSCRIBED TO,
59,JAMES COTTER MORISON,JAMES COTTER MORISON
60,JAMES COTTER MORISON,
61,JAMES COTTER MORISON,
62,JAMES COTTER MORISON,* * * *
63,JAMES COTTER MORISON,_Antistans mihi milibus trecentis._
64,JAMES COTTER MORISON,
65,JAMES COTTER MORISON,
66,JAMES COTTER MORISON,
67,JAMES COTTER MORISON,
68,CONTENTS.,CONTENTS.
69,CONTENTS.,
70,CONTENTS.,
71,PAGE,PAGE
