,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by Chris Curnow and the Online Distributed
5,,Proofreading Team at http://www.pgdp.net.
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,RHYME? AND REASON?,RHYME? AND REASON?
16,RHYME? AND REASON?,
17,RHYME? AND REASON?,
18,RHYME? AND REASON?,
19,RHYME? AND REASON?,
20,RHYME? AND REASON?,"[Illustration: ""UPON A BATTLEMENT."" _See_ p. 30.]"
21,RHYME? AND REASON?,
22,RHYME? AND REASON?,
23,RHYME? AND REASON?,
24,RHYME? AND REASON?,
25,RHYME?,RHYME?
26,AND REASON?,AND REASON?
27,AND REASON?,
28,AND REASON?,
29,BY LEWIS CARROLL,BY LEWIS CARROLL
30,BY LEWIS CARROLL,
31,BY LEWIS CARROLL,
32,_WITH SIXTY-FIVE ILLUSTRATIONS_,_WITH SIXTY-FIVE ILLUSTRATIONS_
33,BY ARTHUR B. FROST,BY ARTHUR B. FROST
34,BY ARTHUR B. FROST,
35,_AND NINE_,_AND NINE_
36,BY HENRY HOLIDAY,BY HENRY HOLIDAY
37,BY HENRY HOLIDAY,
38,BY HENRY HOLIDAY,
39,BY HENRY HOLIDAY,I have had nor rhyme nor reason
40,BY HENRY HOLIDAY,
41,BY HENRY HOLIDAY,
42,_PRICE SEVEN SHILLINGS_,_PRICE SEVEN SHILLINGS_
43,_PRICE SEVEN SHILLINGS_,London
44,MACMILLAN AND CO.,MACMILLAN AND CO.
45,MACMILLAN AND CO.,1883
46,MACMILLAN AND CO.,[_All Rights Reserved_]
47,MACMILLAN AND CO.,
48,MACMILLAN AND CO.,
49,MACMILLAN AND CO.,
50,MACMILLAN AND CO.,London:
51,"R. CLAY, SONS, AND TAYLOR","R. CLAY, SONS, AND TAYLOR"
52,"BREAD STREET HILL, E.C.","BREAD STREET HILL, E.C."
53,"BREAD STREET HILL, E.C.",
54,"BREAD STREET HILL, E.C.",
55,"BREAD STREET HILL, E.C.",
56,"BREAD STREET HILL, E.C.",
57,"BREAD STREET HILL, E.C.",Inscribed to a dear Child:
58,"BREAD STREET HILL, E.C.",in memory of golden summer hours
59,"BREAD STREET HILL, E.C.",and whispers of a summer sea.
60,"BREAD STREET HILL, E.C.",
61,"BREAD STREET HILL, E.C.",*       *       *       *       *
62,"BREAD STREET HILL, E.C.",
63,"BREAD STREET HILL, E.C.","Girt with a boyish garb for boyish task,"
64,"BREAD STREET HILL, E.C.",Eager she wields her spade: yet loves as well
65,"BREAD STREET HILL, E.C.","Rest on a friendly knee, intent to ask"
66,"BREAD STREET HILL, E.C.",The tale one loves to tell.
67,"BREAD STREET HILL, E.C.",
68,"BREAD STREET HILL, E.C.","Rude scoffer of the seething outer strife,"
69,"BREAD STREET HILL, E.C.","Unmeet to read her pure and simple spright,"
