,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by Larry B. Harrison, Chuck Greif and the Online"
5,,Distributed Proofreading Team at http://www.pgdp.net (This
6,,file was produced from images generously made available
7,,by The Internet Arch
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,POEMS OF,POEMS OF
19,PEACE AND WAR,PEACE AND WAR
20,PEACE AND WAR,
21,PEACE AND WAR,"[Illustration: decoration, bells]"
22,PEACE AND WAR,
23,ELIZABETH H. CONNOR,ELIZABETH H. CONNOR
24,ELIZABETH H. CONNOR,
25,ELIZABETH H. CONNOR,"[Illustration: decoration, bells]"
26,ELIZABETH H. CONNOR,
27,THE RECORD PRESS,THE RECORD PRESS
28,"HAVERHILL, MASSACHUSETTS","HAVERHILL, MASSACHUSETTS"
29,"HAVERHILL, MASSACHUSETTS",
30,"HAVERHILL, MASSACHUSETTS",1917
31,"HAVERHILL, MASSACHUSETTS",
32,"HAVERHILL, MASSACHUSETTS","Copyright, 1917, by"
33,ELIZABETH H. CONNOR,ELIZABETH H. CONNOR
34,ELIZABETH H. CONNOR,
35,ELIZABETH H. CONNOR,
36,ELIZABETH H. CONNOR,
37,ELIZABETH H. CONNOR,
38,POEMS OF PEACE AND WAR,POEMS OF PEACE AND WAR
39,POEMS OF PEACE AND WAR,
40,POEMS OF PEACE AND WAR,
41,POEMS OF PEACE AND WAR,
42,POEMS OF PEACE AND WAR,
43,SIMPLICITY.,SIMPLICITY.
44,SIMPLICITY.,
45,SIMPLICITY.,
46,SIMPLICITY.,"Simplicity is the essence,"
47,SIMPLICITY.,"In all God’s wondrous work,"
48,SIMPLICITY.,This glowing truth divinely blest
49,SIMPLICITY.,Within our hearts should lurk;
50,SIMPLICITY.,"So God will come as we perceive,"
51,SIMPLICITY.,"This kingdom to possess,"
52,SIMPLICITY.,"And all that’s base will fade away,"
53,SIMPLICITY.,All evil He’ll suppress.
54,SIMPLICITY.,
55,SIMPLICITY.,
56,SIMPLICITY.,
57,SIMPLICITY.,
58,A WORLD REPUBLIC IS ARISING.,A WORLD REPUBLIC IS ARISING.
59,A WORLD REPUBLIC IS ARISING.,
60,A WORLD REPUBLIC IS ARISING.,
61,A WORLD REPUBLIC IS ARISING.,A torn sunset of purple and crimson
62,A WORLD REPUBLIC IS ARISING.,"Floats o’er the warring breeze,"
63,A WORLD REPUBLIC IS ARISING.,While a powerful new light is forming
64,A WORLD REPUBLIC IS ARISING.,"Far o’er the briny seas,"
65,A WORLD REPUBLIC IS ARISING.,For the day of dynasties is fading
66,A WORLD REPUBLIC IS ARISING.,"Into the darkest night,"
67,A WORLD REPUBLIC IS ARISING.,As a world republic is arising
68,A WORLD REPUBLIC IS ARISING.,Clear as the morning light.
69,A WORLD REPUBLIC IS ARISING.,
