,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by David Edwards, Paul Marshall and the Online"
5,,Distributed Proofreading Team at http://www.pgdp.net (This
6,,file was produced from images generously made available
7,,by The Internet Archive)
8,,
9,,
10,,
11,,
12,,
13,,
14,,Transcriber's Note:
15,,"Underscores ""_"" before and after a word or phrase indicate _italics_"
16,,in the original text.
17,,"Equal signs ""="" before and after a word or phrase indicate =bold="
18,,in the original text.
19,,Small capitals have been converted to SOLID capitals.
20,,Illustrations have been moved so they do not break up stanzas.
21,,Old or antiquated spellings have been preserved.
22,,Typographical errors have been silently corrected but other variations
23,,in spelling and punctuation remain unaltered.
24,,"In TOC, corrected ""Excelsior"" reference from 137 to 136."
25,,
26,,[Illustration]
27,,
28,,
29,,
30,,
31,BALLADS OF BRAVERY.,BALLADS OF BRAVERY.
32,BALLADS OF BRAVERY.,
33,EDITED BY,EDITED BY
34,EDITED BY,
35,GEORGE M. BAKER.,GEORGE M. BAKER.
36,GEORGE M. BAKER.,
37,WITH,WITH
38,WITH,
39,FORTY FULL-PAGE ILLUSTRATIONS.,FORTY FULL-PAGE ILLUSTRATIONS.
40,FORTY FULL-PAGE ILLUSTRATIONS.,
41,FORTY FULL-PAGE ILLUSTRATIONS.,
42,BOSTON:,BOSTON:
43,"LEE AND SHEPARD, PUBLISHERS.","LEE AND SHEPARD, PUBLISHERS."
44,"LEE AND SHEPARD, PUBLISHERS.",1877.
45,"LEE AND SHEPARD, PUBLISHERS.",
46,"LEE AND SHEPARD, PUBLISHERS.",
47,COPYRIGHT.,COPYRIGHT.
48,COPYRIGHT.,
49,LEE AND SHEPARD.,LEE AND SHEPARD.
50,LEE AND SHEPARD.,
51,LEE AND SHEPARD.,1877.
52,LEE AND SHEPARD.,
53,LEE AND SHEPARD.,
54,BOSTON:,BOSTON:
55,"ELECTROTYPED BY ALFRED MUDGE AND SON,","ELECTROTYPED BY ALFRED MUDGE AND SON,"
56,SCHOOL STREET.,SCHOOL STREET.
57,SCHOOL STREET.,
58,"UNIVERSITY PRESS, CAMBRIDGE:","UNIVERSITY PRESS, CAMBRIDGE:"
59,"WELCH, BIGELOW, & CO.","WELCH, BIGELOW, & CO."
60,"WELCH, BIGELOW, & CO.",
61,BALLADS OF BRAVERY.,BALLADS OF BRAVERY.
62,BALLADS OF BRAVERY.,
63,BALLADS OF BRAVERY.,[Illustration]
64,BALLADS OF BRAVERY.,
65,BALLADS OF BRAVERY.,
66,BALLADS OF BRAVERY.,
67,BALLADS OF BRAVERY.,
68,BALLADS OF BRAVERY.,Contents.
69,PAGE.,PAGE.
70,“CURFEW MUST NOT RING TO-NIGHT.”                         13,“CURFEW MUST NOT RING TO-NIGHT.”                         13
71,“CURFEW MUST NOT RING TO-NIGHT.”                         13,THE GLOVE AND THE LIONS.--_Leigh Hunt_                   18
