,Poem Title,Stanza
79,A STRIKING RESEMBLANCE,"Two Widgelums went for a walk one day By the shores of a shimmering sea; And one of them said to the other, ""I pray, Now what's your opinion of me?"" "
80,A STRIKING RESEMBLANCE,"Then the Widgelum looked at his widgelous mate: ""My charming companion,"" said he, ""The things that I think I am loath to relate, You look so exactly like me."" "
81,THE MASK,THE MASK 
82,THE MASK,[Illustration] 
83,THE MASK,Here is a curious mask-- I don't know of whom or of what-- I've never had courage to ask; A saint's I am sure it is not. 
84,HUMAN NATURE?,HUMAN NATURE? 
85,HUMAN NATURE?,[Illustration] 
86,HUMAN NATURE?,"Two rival Woojums did declare That they must surely sever, But lo! that day, they found that they Were better friends than ever. "
87,RED RIDING-HOOD'S WOLF,RED RIDING-HOOD'S WOLF 
88,RED RIDING-HOOD'S WOLF,[Illustration] 
89,RED RIDING-HOOD'S WOLF,"Oh, this is the wolf that Red Riding-hood found When she came to her grandmother's bed, Her ears were so long and her eyes big and round, While her voice had a strange and a terrible sound When she answered what Riding-hood said, For alas, the grandmother was dead. And Little Red Riding-hood sprang with a bound Through the doorway and hastily fled, Oh, my, In terror she hastily fled. "
90,WITCH BROTH,WITCH BROTH 
91,WITCH BROTH,[Illustration] 
92,WITCH BROTH,"Witches, witches in a tree, Brew your broth of mystery. Snail and toad and lizard in it-- Tail of cat and tongue of linnet, Rabbit's foot and wing of bee-- Witches, witches, none for me. "
93,JUST LIKE OTHER CHILDREN,JUST LIKE OTHER CHILDREN 
94,JUST LIKE OTHER CHILDREN,[Illustration] 
95,JUST LIKE OTHER CHILDREN,"Two little Gobolinks one day Were sent to do the dishes, Instead of which they ran away And fished for shadow-fishes. "
96,JUST LIKE OTHER CHILDREN,"They fished and fished and fished and fished, And but a leaf they caught, O, And then they wished and wished and wished They'd done the thing they ought to. "
97,JUST LIKE OTHER CHILDREN,"So, by and by they homeward crept With plumage drooping sadly, And there they bowed their heads and wept Because they felt so badly. "
98,JUST LIKE OTHER CHILDREN,[Illustration] 
99,A SEA-DANCE,A SEA-DANCE 
100,A SEA-DANCE,[Illustration] 
101,A SEA-DANCE,"Two beautiful sponges one day Joined hands with a haughty sting-ray, And away danced the three Through the depths of the sea In a most irresponsible way. "
102,THE SINGERS,THE SINGERS 
103,THE SINGERS,[Illustration] 
104,THE SINGERS,"These ducks have voices sweet to hear, And frequently before us They stretch their mouths from ear to ear, And sing to us in chorus. "
105,THE BIRDS AND THE WIRE,THE BIRDS AND THE WIRE 
106,THE BIRDS AND THE WIRE,[Illustration] 
107,THE BIRDS AND THE WIRE,"Upon the quivering wire, As hearkening to a lyre, The sparrows gather at the break of day. Perhaps that vibrant string Is tuned that they may sing An anthem to the glories of the May. "
108,A HARD QUESTION,A HARD QUESTION 
109,A HARD QUESTION,[Illustration] 
110,A HARD QUESTION,"Here are two pairs of funny beasts, I hardly know their habits-- Perhaps they may be elephants-- Perhaps they may be rabbits. "
111,A HARD QUESTION,"In conversation they appear Withdrawn from one another, As if attempting to decide What name to give the other. "
112,THE MOON DANCE,THE MOON DANCE 
113,THE MOON DANCE,[Illustration] 
114,THE MOON DANCE,"Two shadow-colts one summer night did try To dance a jig because the moon was high: But the moon obscured its face, For she thought 't was a disgrace. While the little stars were laughing in the sky. "
115,PREHISTORIC ANIMALS,PREHISTORIC ANIMALS 
116,PREHISTORIC ANIMALS,[Illustration] 
117,PREHISTORIC ANIMALS,"Many creatures such as these, Ere the dawn of history, On the land, and in the seas Manufactured mystery. "
118,PREHISTORIC ANIMALS,"Mystery for mighty men Who, like Doctor Dry-bone Bring them into form again From a scale or thigh-bone. "
119,THE GRACEFUL POLLY-WOGS,THE GRACEFUL POLLY-WOGS 
120,THE GRACEFUL POLLY-WOGS,[Illustration] 
121,THE GRACEFUL POLLY-WOGS,"Oh, the polly-wog waltzes with wonderful grace, And he skates with a radiant smile on his face, While his arm in the air Has the curve, I declare, Of some beautiful creature's of Thrace. "
122,A SOUTH-SEA IDOL,A SOUTH-SEA IDOL 
123,A SOUTH-SEA IDOL,[Illustration] 
124,A SOUTH-SEA IDOL,"There lives an old god in the isles of the West, And a wonderful god is he, With a star on his brow, and a star on his breast, While at left and at right, In their armor drest, A dragon and knight On his shoulders rest, And he dwells in the great South Sea. "
125,PREPARING FOR WINTER,PREPARING FOR WINTER 
126,PREPARING FOR WINTER,[Illustration] 
127,PREPARING FOR WINTER,"These squirrels have paused to consider The fact that 't is late in the fall, And time to lay nuts up for winter If they would have any at all. "
128,PREPARING FOR WINTER,"The red squirrel hoards like a miser, But, alas, the improvident gray, He's only a pauper of winter Who scampers the summer away. "
129,THE BATHERS,THE BATHERS 
130,THE BATHERS,[Illustration] 
131,THE BATHERS,"Adown the beach at Rockaway, Three bathers one hot summer day Retired to while the hours away. "
132,THE BATHERS,"Their minds were free, their hearts were light. The August sun was fierce and bright, They dived and swam from morn till night. "
133,THE BAD BOY,THE BAD BOY 
134,THE BAD BOY,[Illustration] 
135,THE BAD BOY,"This little fellow misbehaved, And gave the people shocks, Until at last they were compelled To put him in the stocks. "
136,BROTHERLY CONSOLATION,BROTHERLY CONSOLATION 
137,BROTHERLY CONSOLATION,[Illustration] 
138,BROTHERLY CONSOLATION,"A Thingamy-bob Got out of a job, And went to consult with his brother: Said his brother to him, ""Your chances are slim Unless you go hunt up another."" "
139,THE BUTTERFLY MAN,THE BUTTERFLY MAN 
140,THE BUTTERFLY MAN,[Illustration] 
141,THE BUTTERFLY MAN,"A very gay fellow was he-- As gay as a mortal could be. And he fluttered about Till at last he turned out A Butterfly man, as you see. "
142,THE TRANSFERRED SMILE,THE TRANSFERRED SMILE 
143,THE TRANSFERRED SMILE,[Illustration] 
144,THE TRANSFERRED SMILE,"Two little snails did smile and smile, The summer day beguiling. Two birds espied them from afar, And now the birds are smiling. "
145,THE ROYAL GROTTO,THE ROYAL GROTTO 
146,THE ROYAL GROTTO,[Illustration] 
147,THE ROYAL GROTTO,"A king and a queen in a grotto Are kissing as kings and queens ought to If you'll look you will find Two attendants behind,-- ""To watch and to guard,"" is their motto. "
148,THE MODEST MISS KANGAROO,THE MODEST MISS KANGAROO 
149,THE MODEST MISS KANGAROO,[Illustration] 
150,THE MODEST MISS KANGAROO,"Two kangaroos upon a pole Were talking softly to each other. One whispered: ""Dear, upon the whole, I think you'd better ask my mother."" "
151,THE GARGOYLE,THE GARGOYLE 
152,THE GARGOYLE,[Illustration] 
153,THE GARGOYLE,A gargoyle here you see. I've heard it said that he Was found in France By strangest chance-- But what is that to me? 
154,THE GARGOYLE,"I only know that we Discovered him to be An imp of ink; And so I think He's ours, as you'll agree. "
155,THE ELF PARTY,THE ELF PARTY 
156,THE ELF PARTY,[Illustration] 
157,THE ELF PARTY,"These four little two-horned elves Are seated on coraline shelves. The spot where they be Is down under the sea, And they've got the whole reef to themselves. "
158,UNPLEASANT COMPANIONS,UNPLEASANT COMPANIONS 
159,UNPLEASANT COMPANIONS,[Illustration] 
160,UNPLEASANT COMPANIONS,"Here are two Wriggles from Wriggelum-town-- Their legs are sky-blue and their bodies are brown; Their tails are a wonderful changeable hue; I don't care to have them for playmates, do you? "
161,THE GRENADIER,THE GRENADIER 
162,THE GRENADIER,[Illustration] 
163,THE GRENADIER,"A soldierly fellow is he, With swords as erect as can be. His attendants are queer, And so small, they appear To barely reach up to his knee. "
164,KINGS' JESTERS,KINGS' JESTERS 
165,KINGS' JESTERS,[Illustration] 
166,KINGS' JESTERS,"Jesters from the courts of kings Tell their secret whisperings. Just a fleeting moment, then They must hurry back again. Ever making monarchs gay, Happy-hearted jesters they. "
167,THE FUNNY OCTOPUS,THE FUNNY OCTOPUS 
168,THE FUNNY OCTOPUS,[Illustration] 
169,THE FUNNY OCTOPUS,"A jolly old octopus lived in the sea, With a hey-diddle hi-diddle dum; And the funniest sort of a fellow was he, This jolly old octopus under the sea, With a mouth where the top of his head ought to be, To swallow the divers that come-- This jolly old octopus under the sea, With a hey-diddle hi-diddle dum. "
170,THE NYMPHS AND THE OSTRICHES,THE NYMPHS AND THE OSTRICHES 
171,THE NYMPHS AND THE OSTRICHES,[Illustration] 
172,THE NYMPHS AND THE OSTRICHES,Two pious little nymphs are kneeling here-- Two double-headed ostriches above them; And on their backs two gallant knights appear-- Perhaps they'll see the little nymphs and love them. 
173,A CONVENIENCE,A CONVENIENCE 
174,A CONVENIENCE,[Illustration] 
175,A CONVENIENCE,"The shadow-rack stands in the Shadow-man's hall; It holds shadow-canes and umbrellas, and all The various things that the Gobolinks use When they go for a walk to get rid of the blues. "
176,ENTOMOLOGY,ENTOMOLOGY 
177,ENTOMOLOGY,[Illustration] 
178,ENTOMOLOGY,"These are some insects that dwell in the grass And nip at the gobolinks' toes as they pass. Their legs are uneven, their bodies are queer. Their habits are very uncertain, I fear. "
179,FOX AND GEESE,FOX AND GEESE 
180,FOX AND GEESE,[Illustration] 
181,FOX AND GEESE,"Two foxes stole two geese one night, When the air was warm and the moon was bright: One started west--one started east-- Their hearts intent on a glorious feast. But alas! for the things that we hope to do! A funny old man, with pistols two, Came running out, where the moon was bright, And they dropped their plunder and took to flight. "
182,THE TAIL OF TADDY POLE,THE TAIL OF TADDY POLE 
183,THE TAIL OF TADDY POLE,[Illustration] 
184,THE TAIL OF TADDY POLE,"There was a little Polliwog-- His name was Taddy Pole. He lived within a little bog, Beside a crawfish hole. "
185,THE TAIL OF TADDY POLE,[Illustration] 
186,THE TAIL OF TADDY POLE,"And all the day did Taddy play Around a sunken log, Until he lost his tail one day, And then he was a frog. "
187,THE ARABESQUE,THE ARABESQUE 
188,THE ARABESQUE,[Illustration] 
189,THE ARABESQUE,"Oh, here are two doves in a bower, Or a wonderful arabesque flower; Or a nobby design For a sweet valentine; Or, reversed, 't is a beast with a glower. "
190,THE GOBOLINKS' MIRROR,THE GOBOLINKS' MIRROR 
191,THE GOBOLINKS' MIRROR,[Illustration] 
192,THE GOBOLINKS' MIRROR,"Tins is the mirror the gobolinks use To do up their tresses in style if they choose. To do up their tresses, And look at their dresses, And maybe to button their shoes. "
193,WIND MAIDENS,WIND MAIDENS 
194,WIND MAIDENS,[Illustration] 
195,WIND MAIDENS,"Here are two maids of the wind Whose dresses are strangely designed. They appear to be made Without buttons or braid, And fastened together behind. "
196,THE PUGILISTS,THE PUGILISTS 
197,THE PUGILISTS,[Illustration] 
198,THE PUGILISTS,"The pugilistic craze is such That e'en the gobolinks absorb it. These pictures don't amount to much, But they were made for Fitz and Corbett. "
199,WHAT THEY LEFT,WHAT THEY LEFT 
200,WHAT THEY LEFT,[Illustration] 
201,WHAT THEY LEFT,"Oh, here's to the poet that sings The song of the gobolink kings Who left silhouettes With their kindest regrets, And other quite wonderful things. "
202,GOBOLINK HORSES,GOBOLINK HORSES 
203,GOBOLINK HORSES,[Illustration] 
204,GOBOLINK HORSES,"These are the steeds that the gobolinks use; They love them and pet them and never abuse. Their backs are not pleasant to sit on, they say, So they ride them erect in the hippodrome way. "
205,MISS F.M. DE LISLE,MISS F.M. DE LISLE 
206,MISS F.M. DE LISLE,[Illustration] 
207,MISS F.M. DE LISLE,"This is a damsel who dresses in style. Her name is Miss Fannie Magruder De Lisle. She loves to look pretty--as most of us do-- That's why she's so stylish, and dignified, too. "
208,FANNIE'S CURLING-TONGS,FANNIE'S CURLING-TONGS 
209,FANNIE'S CURLING-TONGS,[Illustration] 
210,FANNIE'S CURLING-TONGS,"These are the irons with which Fannie crimps Her fair auburn tresses whenever she primps. She curls and arranges her locks with great care, Because she is proud of her radiant hair. "
211,THE BEARS AND THE HARLEQUINS.,THE BEARS AND THE HARLEQUINS. 
212,THE BEARS AND THE HARLEQUINS.,[Illustration] 
213,THE BEARS AND THE HARLEQUINS.,"Gay harlequins dancing--beribboned are they And carry two poles in the air; That rest on their heads in a curious way, And top of each pole is a bear, I declare, A wonderful, long-tailed bear. "
214,THE FAITHFUL NOTES,THE FAITHFUL NOTES 
215,THE FAITHFUL NOTES,[Illustration] 
216,THE FAITHFUL NOTES,"An old guitar once broke its strings, And all the musical notes took wings; They harried away to lands afar. But two of them stayed with the old guitar. "
217,THE POLITE COLLY-WOBBLES,THE POLITE COLLY-WOBBLES 
218,THE POLITE COLLY-WOBBLES,[Illustration] 
219,THE POLITE COLLY-WOBBLES,"Very polite colly-wobbles are these-- They hang by their feet to the branches of trees, While a hand they extend To a wobbledy friend, And often they say, ""If you please."" "
220,THE BRAVE WARRIORS,THE BRAVE WARRIORS 
221,THE BRAVE WARRIORS,[Illustration] 
222,THE BRAVE WARRIORS,"Two Indian warriors got frightened one day, And fled from the midst of alarms; And later they met in a curious way, Each bearing a goat in his arms. "
223,STEEPLE MEN,STEEPLE MEN 
224,STEEPLE MEN,[Illustration] 
225,STEEPLE MEN,"Two funny old three-legged gnomes Came out of their shadowy domes: They made their salute With a hand and a foot, And then hurried back to their homes. "
226,THE SHEET-AND-PILLOW PARTY,THE SHEET-AND-PILLOW PARTY 
227,THE SHEET-AND-PILLOW PARTY,[Illustration] 
228,THE SHEET-AND-PILLOW PARTY,"A pillow-case party the Gobolinks gave, And it proved a right merry carouse: But I'm sure you'd have laughed at their attitudes grave As they made their ridiculous bows. "
229,MOSS-BACKS,MOSS-BACKS 
230,MOSS-BACKS,[Illustration] 
231,MOSS-BACKS,Here are two scraggle-de-racks With moss on their beautiful backs-- The sort that you'll find On such of mankind As fail to keep up with the facts. 
232,A WHAT-IS-IT,A WHAT-IS-IT 
233,A WHAT-IS-IT,[Illustration] 
234,A WHAT-IS-IT,"There was an old man of high feather, Who said, ""I can't really tell whether I'm a man or a mouse, Or the roof of a house, So much may depend on the weather."" "
235,THE MERRY WATER-WEEDLES,THE MERRY WATER-WEEDLES 
236,THE MERRY WATER-WEEDLES,[Illustration] 
237,THE MERRY WATER-WEEDLES,"Within the caverns of the sea Two Water-weedles stay. Their hearts are happy as can be, Within the caverns of the sea They sing and frolic in their glee Throughout the livelong day. Within the caverns of the sea Two water-weedles stay. "
238,A NARROW ESCAPE,A NARROW ESCAPE 
239,A NARROW ESCAPE,[Illustration] 
240,A NARROW ESCAPE,"Two piggies went to market All on a market day, But when the butcher caught them They wished they'd stayed away. "
241,A NARROW ESCAPE,"""Oh, Piggy-wiggy, fare you well, Our ribs will soon be spare."" And they quickly ran away, And now they don't go there. "
242,THE CAPTIVES,THE CAPTIVES 
243,THE CAPTIVES,[Illustration] 
244,THE CAPTIVES,"Pray tell us, if you please, What sort of things are these: A shadow-ghost has captured them, And holds them fast with ease. "
245,THE VICIOUS GOLLY-POPS,THE VICIOUS GOLLY-POPS 
246,THE VICIOUS GOLLY-POPS,[Illustration] 
247,THE VICIOUS GOLLY-POPS,"Here are two Golly-pops Looking for lollypops Such as grow under the sea. Their ways are ambitious, Their faces are vicious. I'm glad they're not looking for me. "
248,THE DIVERS,THE DIVERS 
249,THE DIVERS,[Illustration] 
250,THE DIVERS,"Two divers, one sweet summer day, Went down into the ocean, They saw the fishes all at play, The sea-flowers all in motion. "
251,THE DIVERS,"They danced a jig and sang a song, And gathered water-roses, When, lo, two lobsters came along, And bit them on their toeses. "
252,THE SHADOW-HARP,THE SHADOW-HARP 
253,THE SHADOW-HARP,[Illustration] 
254,THE SHADOW-HARP,"This is the harp of which nobody sings-- Where is the keyboard and where are the strings? The strings are undone and the keys thrown away, For this is the harp on which shadow-folk play. "
255,A GLAD RETURN,A GLAD RETURN 
256,A GLAD RETURN,[Illustration] 
257,A GLAD RETURN,"Two little maids just home from school Have been so long asunder-- They first embrace, then face to face They stand and look and wonder. "
258,GROTESQUES,GROTESQUES 
259,GROTESQUES,[Illustration] 
260,GROTESQUES,Very funny creatures these-- Can't tell what they are. Men or birds or beasts or bees-- Very funny creatures these-- Turn them either way you please-- View them near or far. Very funny creatures these-- Can't tell what they are. 
261,GROTESQUES,[Illustration] 
262,SHADOW-CRESTS,SHADOW-CRESTS 
263,SHADOW-CRESTS,[Illustration] 
264,SHADOW-CRESTS,"These are designs of heraldry That shadow-folk affect, Though some are no less shadowy Than those that men select. "
265,SHADOW-CRESTS,"For many men have bought a crest Although they come quite dear, And such of those as can't invest May find an emblem here. "
266,SHADOW-CRESTS,[Illustration] 
267,SHADOW-CRESTS,[Illustration] 
268,SHADOW-CRESTS,[Illustration] 
269,A FRONTIER COAT-OF-ARMS,A FRONTIER COAT-OF-ARMS 
270,A FRONTIER COAT-OF-ARMS,[Illustration] 
271,A FRONTIER COAT-OF-ARMS,"This is a crest That came out of the West, For the family was founded Where hunters abounded, So the head of a deer And two hunters appear. "
272,THE FANCIFUL ELK,THE FANCIFUL ELK 
273,THE FANCIFUL ELK,[Illustration] 
274,THE FANCIFUL ELK,"This is the head of an elk, as you see. His horns are as tall as a sycamore tree. They are strangely designed, And I think you will find He has horns where his ears ought to be. "
275,T' OTHER AND WHICH,T' OTHER AND WHICH 
276,T' OTHER AND WHICH,[Illustration] 
277,T' OTHER AND WHICH,"Ink-bottle imps turn up their noses When they meet each other: And the reason, I suppose, is-- Can't tell which from t' other. "
278,CATHODES,CATHODES 
279,CATHODES,[Illustration] 
280,CATHODES,[Illustration] 
281,CATHODES,"And here we have a lot of things Defying nomenclature. The bones of Gobolinks are they, Revealing in the cathode ray Their anatomic nature. "
282,CATHODES,[Illustration] 
283,CATHODES,[Illustration: CATHODE] 
284,IN THE X-RAY,IN THE X-RAY 
