,Poem Title,line
0,,
1,,
2,,"E-text prepared by Jonathan Ingram, Susan Lucy, and Project Gutenberg"
3,,Distributed Proofreaders
4,,
5,,
6,,
7,TWENTY,TWENTY
8,TWENTY,
9,BY,BY
10,BY,
11,STELLA BENSON,STELLA BENSON
12,STELLA BENSON,
13,STELLA BENSON,"Author of ""This Is the End,"" ""I Pose"""
14,STELLA BENSON,
15,STELLA BENSON,1918
16,STELLA BENSON,
17,STELLA BENSON,
18,STELLA BENSON,
19,STELLA BENSON,
20,STELLA BENSON,
21,STELLA BENSON,
22,PREFACE,PREFACE
23,PREFACE,
24,PREFACE,
25,PREFACE,"Almost all the verses in this book have appeared before, the"
26,PREFACE,"majority of them included in two books, _I Pose_ and _This is"
27,PREFACE,"the End_. Messrs. Macmillan, who published these, have been kind"
28,PREFACE,in raising no objection to re-publication. I have also to thank the
29,PREFACE,"Editors of the _Athenaeum, Everyman_, and the _Pall Mall"
30,PREFACE,Gazette_ for allowing me to reprint verses.
31,PREFACE,
32,PREFACE,The title of the book has no reference to the writer's age.
33,PREFACE,
34,S.B.,S.B.
35,S.B.,
36,S.B.,
37,S.B.,
38,S.B.,
39,S.B.,
40,S.B.,
41,CONTENTS,CONTENTS
42,PAGE,PAGE
43,PAGE,
44,"CHRISTMAS, 1917                                                 1","CHRISTMAS, 1917                                                 1"
45,THE SECRET DAY                                                  3,THE SECRET DAY                                                  3
46,SONG                                                            6,SONG                                                            6
47,THE ORCHARD                                                     8,THE ORCHARD                                                     8
48,THANKS TO MY WORLD FOR THE LOAN OF A FAIR DAY                  11,THANKS TO MY WORLD FOR THE LOAN OF A FAIR DAY                  11
49,SONG                                                           13,SONG                                                           13
50,WORDS                                                          15,WORDS                                                          15
51,REDNECK'S SONG                                                 17,REDNECK'S SONG                                                 17
52,TO THE UNBORN                                                  19,TO THE UNBORN                                                  19
53,THE NEWER ZION                                                 21,THE NEWER ZION                                                 21
54,TWO WOMEN SING                                                 26,TWO WOMEN SING                                                 26
55,THE WOMAN ALONE                                                28,THE WOMAN ALONE                                                28
56,THE INEVITABLE                                                 30,THE INEVITABLE                                                 30
57,THE DOG TUPMAN                                                 32,THE DOG TUPMAN                                                 32
58,SAINT BRIDE                                                    34,SAINT BRIDE                                                    34
59,THE SLAVE OF GOD                                               36,THE SLAVE OF GOD                                               36
60,TRUE PROMISES                                                  40,TRUE PROMISES                                                  40
61,THE CORNISHMAN                                                 43,THE CORNISHMAN                                                 43
62,FIVE SMOOTH STONES                                             45,FIVE SMOOTH STONES                                             45
63,"NEW YEAR, 1918                                                 51","NEW YEAR, 1918                                                 51"
64,"NEW YEAR, 1918                                                 51",
65,"NEW YEAR, 1918                                                 51",
66,"NEW YEAR, 1918                                                 51",
67,"NEW YEAR, 1918                                                 51",
68,"NEW YEAR, 1918                                                 51",
