,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by Susan Skinner, Marilynda Fraser-Cunliffe and"
5,,the Online Distributed Proofreading Team at
6,,http://www.pgdp.net
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,[Illustration: Jared Barhite]
15,,
16,,
17,,
18,,
19,,
20,OUR PROFESSION,OUR PROFESSION
21,OUR PROFESSION,
22,AND,AND
23,AND,
24,OTHER POEMS.,OTHER POEMS.
25,OTHER POEMS.,
26,BY,BY
27,BY,
28,"JARED BARHITE,","JARED BARHITE,"
29,"JARED BARHITE,",
30,"JARED BARHITE,","Principal of Third Ward Grammar School,"
31,"JARED BARHITE,","Long Island City, N. Y."
32,"JARED BARHITE,",
33,"JARED BARHITE,",
34,PUBLISHED BY,PUBLISHED BY
35,PUBLISHED BY,
36,"WILLIAM E. BARHITE,","WILLIAM E. BARHITE,"
37,"WILLIAM E. BARHITE,",
38,"WILLIAM E. BARHITE,","270 Freeman Avenue, Long Island City, N. Y."
39,"WILLIAM E. BARHITE,",
40,"WILLIAM E. BARHITE,",1895.
41,"WILLIAM E. BARHITE,",
42,"WILLIAM E. BARHITE,",
43,"WILLIAM E. BARHITE,",
44,"WILLIAM E. BARHITE,",
45,"COPYRIGHT, 1895.","COPYRIGHT, 1895."
46,"COPYRIGHT, 1895.",
47,PRESS OF,PRESS OF
48,"WEISEL, MEIER & WITTE,","WEISEL, MEIER & WITTE,"
49,"109 NASSAU ST., N. Y.","109 NASSAU ST., N. Y."
50,"109 NASSAU ST., N. Y.",
51,"109 NASSAU ST., N. Y.",
52,"109 NASSAU ST., N. Y.",
53,"109 NASSAU ST., N. Y.",
54,PREFACE.,PREFACE.
55,PREFACE.,
56,PREFACE.,
57,PREFACE.,"During the past quarter of a century, it has been a pleasant pastime for"
58,PREFACE.,me to obey the dictates of my feelings and inscribe them upon paper.
59,PREFACE.,
60,PREFACE.,"The present volume is a collection of these vagrant pastimes, some of"
61,PREFACE.,"which have wandered far, while others have never before appeared to any"
62,PREFACE.,eye save the writer's.
63,PREFACE.,
64,PREFACE.,"To call them home, introduce them to each other, and properly house"
65,PREFACE.,"them, seems a parental duty."
66,PREFACE.,
67,PREFACE.,If in them there is a thought that shall inspire others of my profession
68,PREFACE.,"to feel the dignity and responsibility of the calling, their publication"
69,PREFACE.,will not have been in vain.
70,PREFACE.,
71,PREFACE.,"The intent being good, the fruit cannot be evil."
72,PREFACE.,
73,PREFACE.,The Author.
74,PREFACE.,
75,PREFACE.,
76,PREFACE.,
77,PREFACE.,
78,DEDICATION.,DEDICATION.
79,DEDICATION.,
80,DEDICATION.,
81,"TO THE MEMORY OF MY MOTHER, WHOSE DEVOTION, ENERGY, AND","TO THE MEMORY OF MY MOTHER, WHOSE DEVOTION, ENERGY, AND"
