,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by David Garcia, Josephine Paolucci and the Online"
5,,Distributed Proofreading Team at https://www.pgdp.net. (This
6,,file was produced from images generously made available
7,,by The Kentuckiana Digital Library.)
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,MANY GODS,MANY GODS
16,MANY GODS,
17,MANY GODS,
18,OTHER BOOKS BY,OTHER BOOKS BY
19,CALE YOUNG RICE,CALE YOUNG RICE
20,CALE YOUNG RICE,
21,CALE YOUNG RICE,Nirvana Days
22,CALE YOUNG RICE,Yolanda of Cyprus
23,CALE YOUNG RICE,Plays and Lyrics
24,CALE YOUNG RICE,A Night in Avignon
25,CALE YOUNG RICE,Charles di Tocca
26,CALE YOUNG RICE,David
27,CALE YOUNG RICE,
28,CALE YOUNG RICE,
29,CALE YOUNG RICE,
30,CALE YOUNG RICE,
31,MANY GODS,MANY GODS
32,MANY GODS,
33,BY,BY
34,BY,
35,CALE YOUNG RICE,CALE YOUNG RICE
36,CALE YOUNG RICE,
37,NEW YORK,NEW YORK
38,"DOUBLEDAY, PAGE & COMPANY","DOUBLEDAY, PAGE & COMPANY"
39,MCMX,MCMX
40,MCMX,
41,MCMX,
42,"ALL RIGHTS RESERVED, INCLUDING THAT OF TRANSLATION","ALL RIGHTS RESERVED, INCLUDING THAT OF TRANSLATION"
43,"INTO FOREIGN LANGUAGES, INCLUDING THE SCANDINAVIAN","INTO FOREIGN LANGUAGES, INCLUDING THE SCANDINAVIAN"
44,"INTO FOREIGN LANGUAGES, INCLUDING THE SCANDINAVIAN",
45,"COPYRIGHT, 1910, BY DOUBLEDAY, PAGE & COMPANY","COPYRIGHT, 1910, BY DOUBLEDAY, PAGE & COMPANY"
46,"PUBLISHED, FEBRUARY, 1910","PUBLISHED, FEBRUARY, 1910"
47,"PUBLISHED, FEBRUARY, 1910",
48,"PUBLISHED, FEBRUARY, 1910",
49,TO,TO
50,TO,
51,FINIS KING FARR,FINIS KING FARR
52,FINIS KING FARR,
53,AN OLD,AN OLD
54,AN OLD,
55,AND DEAR COMRADE,AND DEAR COMRADE
56,AND DEAR COMRADE,
57,AND DEAR COMRADE,
58,AND DEAR COMRADE,
59,AND DEAR COMRADE,
60,CONTENTS,CONTENTS
61,CONTENTS,
62,CONTENTS,
63,PAGE,PAGE
64,PAGE,
65,"""ALL'S WELL""                    3","""ALL'S WELL""                    3"
66,"""ALL'S WELL""                    3",
67,THE PROSELYTE RECANTS           6,THE PROSELYTE RECANTS           6
68,THE PROSELYTE RECANTS           6,
69,LOVE IN JAPAN                  10,LOVE IN JAPAN                  10
70,LOVE IN JAPAN                  10,
71,MAPLE LEAVES ON MIYAJIMA       13,MAPLE LEAVES ON MIYAJIMA       13
72,MAPLE LEAVES ON MIYAJIMA       13,
73,TYPHOON                        15,TYPHOON                        15
