,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by David Garcia, Christine Aldridge and the Online"
5,,Distributed Proofreading Team at https://www.pgdp.net (This
6,,file was produced from images generously made available
7,,by The Kentuckiana Digital Library)
8,,
9,,
10,,
11,,
12,,
13,,Transcriber's Notes:
14,,
15,,Passages in italics are surrounded by _underscores_.
16,,Passages in gothic fonts are surrounded by =equal signs=.
17,,
18,,Additional notes are located at the end of this e-text.
19,,
20,,
21,,
22,,
23,,[Illustration:
24,,"""_I will not come"
25,,At his command. I have a royal heart
26,,"And will not thus disgrace the Persian throne._""]"
27,,
28,,
29,,
30,,
31,,The Blood of Rachel
32,,
33,,=A Dramatization of Esther=
34,,
35,AND OTHER POEMS,AND OTHER POEMS
36,AND OTHER POEMS,
37,BY COTTON NOE,BY COTTON NOE
38,BY COTTON NOE,"_Author of ""The Loom of Life""_"
39,BY COTTON NOE,
40,BY COTTON NOE,[Illustration]
41,BY COTTON NOE,
42,JOHN P. MORTON & COMPANY,JOHN P. MORTON & COMPANY
43,INCORPORATED,INCORPORATED
44,"LOUISVILLE, KENTUCKY","LOUISVILLE, KENTUCKY"
45,"LOUISVILLE, KENTUCKY",1916
46,"LOUISVILLE, KENTUCKY",
47,"LOUISVILLE, KENTUCKY",
48,COPYRIGHT 1916,COPYRIGHT 1916
49,BY COTTON NOE,BY COTTON NOE
50,BY COTTON NOE,
51,BY COTTON NOE,"All producing rights reserved, including photo play."
52,BY COTTON NOE,Permission to produce must be obtained from the author.
53,BY COTTON NOE,
54,BY COTTON NOE,
55,BY COTTON NOE,To
56,HONORABLE MOSES KAUFMAN,HONORABLE MOSES KAUFMAN
57,HONORABLE MOSES KAUFMAN,
58,HONORABLE MOSES KAUFMAN,From whom I differ on some political and religious
59,HONORABLE MOSES KAUFMAN,"questions, but whose warm friendship and"
60,HONORABLE MOSES KAUFMAN,keen literary appreciation have been a
61,HONORABLE MOSES KAUFMAN,"source of much inspiration to me,"
62,HONORABLE MOSES KAUFMAN,particularly in the writing
63,HONORABLE MOSES KAUFMAN,of this drama.
64,HONORABLE MOSES KAUFMAN,
65,HONORABLE MOSES KAUFMAN,
66,HONORABLE MOSES KAUFMAN,
67,HONORABLE MOSES KAUFMAN,
68,CONTENTS.,CONTENTS.
69,CONTENTS.,
70,PAGE,PAGE
71,PAGE,
72,PAGE,The Blood of Rachel                                      1
73,PAGE,
74,PAGE,The Old Dog Irons                                       79
75,PAGE,
76,PAGE,The Age Electric                                        82
77,PAGE,
78,PAGE,Grandmother Days                                        86
79,PAGE,
80,PAGE,Just to Dream                                           88
81,PAGE,
82,PAGE,Amnemon                                                 90
83,PAGE,
84,PAGE,A Romance of the Cumberland                            102
85,PAGE,
86,PAGE,Morning Glories                                        111
87,PAGE,
88,PAGE,Christmastide                                          112
89,PAGE,
