,Poem Title,Stanza
615,THE MOON-MOTHER,And steals up the skies to protect her own. 
616,THE MOON-MOTHER,She leans her breast 'gainst his cradle-rim 
617,THE MOON-MOTHER,While her small star-children gaze down on him. 
618,THE MOON-MOTHER,Stars are his brothers; clouds his dreams; 
619,THE MOON-MOTHER,His mother's arms are the pale moon-beams. 
620,THE MOON-MOTHER,"When meadows again grow gold and gray, "
621,THE MOON-MOTHER,He wakes from sleep and runs forth to play. 
622,THE MOON-MOTHER,But every night from behind God's throne 
623,THE MOON-MOTHER,The moon-mother steals to protect her own. 
624,TO A YOUNG GIRL WHO SAID SHE WAS NOT BEAUTIFUL,TO A YOUNG GIRL WHO SAID SHE WAS NOT BEAUTIFUL 
625,TO A YOUNG GIRL WHO SAID SHE WAS NOT BEAUTIFUL,"It's not her hair and it's not her feet, "
626,TO A YOUNG GIRL WHO SAID SHE WAS NOT BEAUTIFUL,Nor the way she walks with her head held high; 
627,TO A YOUNG GIRL WHO SAID SHE WAS NOT BEAUTIFUL,It's not because her eye-brows meet 
628,TO A YOUNG GIRL WHO SAID SHE WAS NOT BEAUTIFUL,Like a bird's wings over a glimpse of sky; 
629,TO A YOUNG GIRL WHO SAID SHE WAS NOT BEAUTIFUL,And it isn't her voice like April bloom 
630,TO A YOUNG GIRL WHO SAID SHE WAS NOT BEAUTIFUL,Rustling through an orchard's gloom-- 
631,TO A YOUNG GIRL WHO SAID SHE WAS NOT BEAUTIFUL,"It's none of these; not her wide gray eye, "
632,TO A YOUNG GIRL WHO SAID SHE WAS NOT BEAUTIFUL,Nor her crumpled mouth like a rose-bud red 
633,TO A YOUNG GIRL WHO SAID SHE WAS NOT BEAUTIFUL,Round which the snows of the jasmine spread. 
634,TO A YOUNG GIRL WHO SAID SHE WAS NOT BEAUTIFUL,Though her long white hands 
635,TO A YOUNG GIRL WHO SAID SHE WAS NOT BEAUTIFUL,"Are like lilies of Lent, "
636,TO A YOUNG GIRL WHO SAID SHE WAS NOT BEAUTIFUL,Palely young and purely bent 
637,TO A YOUNG GIRL WHO SAID SHE WAS NOT BEAUTIFUL,"O'er her breast, where God stands, "
638,TO A YOUNG GIRL WHO SAID SHE WAS NOT BEAUTIFUL,It's none of these. 
639,TO A YOUNG GIRL WHO SAID SHE WAS NOT BEAUTIFUL,Flowers and trees 
640,TO A YOUNG GIRL WHO SAID SHE WAS NOT BEAUTIFUL,With her to compare 
641,TO A YOUNG GIRL WHO SAID SHE WAS NOT BEAUTIFUL,Are too little rare. 
642,TO A YOUNG GIRL WHO SAID SHE WAS NOT BEAUTIFUL,"Though the grass yearns up to touch her feet, "
643,TO A YOUNG GIRL WHO SAID SHE WAS NOT BEAUTIFUL,"She is loved for this--she is sweet, sweet, sweet. "
644,HALLOWE'EN,HALLOWE'EN 
645,HALLOWE'EN,"_Hark to the patter of the rain, "
646,HALLOWE'EN,Voices of dead things come again: 
647,HALLOWE'EN,"Feet that rustle the lush wet grass, "
648,HALLOWE'EN,"Lips that mutter, ""Alas! Alas!"" "
649,HALLOWE'EN,And shadows that grope o'er my window-pane._ 
650,HALLOWE'EN,"Poor outcast souls, you saw my light "
651,HALLOWE'EN,"And thought that I, on such a night, "
652,HALLOWE'EN,Would pity take and bid you in 
653,HALLOWE'EN,"To warm your hands, so palely thin, "
654,HALLOWE'EN,Before my fire which blazeth bright. 
655,HALLOWE'EN,You come from hells of ice-cold clay 
656,HALLOWE'EN,"So pent that, striving every way, "
657,HALLOWE'EN,You may not stir the coffin-lid; 
658,HALLOWE'EN,"And well you know that, if you did, "
659,HALLOWE'EN,Darkness would come and not the day. 
660,HALLOWE'EN,Darkness! With you 'tis ever dark; 
661,HALLOWE'EN,No joy of skyward-mounting lark 
662,HALLOWE'EN,Or blue of swallow on the wing 
663,HALLOWE'EN,Can penetrate and comfort bring 
664,HALLOWE'EN,"You, where you lie all cramp'd and stark. "
665,HALLOWE'EN,"Deep sunk beneath the secret mould, "
666,HALLOWE'EN,You hear the worm his length unfold 
667,HALLOWE'EN,"And slime across your frail roof-plank, "
668,HALLOWE'EN,"And tap, and vanish, like the rank "
669,HALLOWE'EN,Foul memory of a sin untold. 
670,HALLOWE'EN,And this your penance in the tomb: 
671,HALLOWE'EN,To weave upon the mind's swift loom 
672,HALLOWE'EN,"White robes, to garb remorsefully "
673,HALLOWE'EN,A _Better Life_--which may not be 
674,HALLOWE'EN,"Or, when it comes, may seal your doom. "
675,HALLOWE'EN,"Thus, side by side, through all the year, "
676,HALLOWE'EN,"Yet just apart, you wake and hear, "
677,HALLOWE'EN,"As men on land the ocean's strum, "
678,HALLOWE'EN,Your Dead World's hushed delirium 
679,HALLOWE'EN,"Which, sounding distant, yet is near. "
680,HALLOWE'EN,"So near that, could he lean aside, "
681,HALLOWE'EN,The bridegroom well might touch his bride 
682,HALLOWE'EN,"And reach her flesh, which once was fair, "
683,HALLOWE'EN,"And, slow across the pale lips where "
684,HALLOWE'EN,"He kissed her, feel his fingers glide. "
685,HALLOWE'EN,"So distant, that he can but weep "
686,HALLOWE'EN,Whene'er she moans his name in sleep: 
687,HALLOWE'EN,"A cold-grown star, with light all spent, "
688,HALLOWE'EN,She gropes the abyssmal firmament. 
689,HALLOWE'EN,He hears her surging in the Deep. 
690,HALLOWE'EN,Ever throughout the year 'tis thus 
691,HALLOWE'EN,Till drones the dream-toned Angelus 
692,HALLOWE'EN,"Of Hallowe'en; then, underground, "
693,HALLOWE'EN,Unto dead ears its voice doth sound 
694,HALLOWE'EN,"Like Christ's voice, crying, ""_Lazarus_."" "
695,HALLOWE'EN,Palsied with haste the dead men rise 
696,HALLOWE'EN,"Groaning, because their unused eyes "
697,HALLOWE'EN,Can scarce endure Earth's blackest night; 
698,HALLOWE'EN,It wounds them as 'twere furious light 
699,HALLOWE'EN,And stars were flame-clouds in the skies. 
700,HALLOWE'EN,What tenderness and sad amaze 
701,HALLOWE'EN,Must grieve lost spirits when they gaze 
702,HALLOWE'EN,"Beneath a withered moon, and view "
703,HALLOWE'EN,The ancient happiness they knew-- 
704,HALLOWE'EN,"The live, sweet world and all its ways! "
705,HALLOWE'EN,"Ho, Deadmen! for a night you're free "
706,HALLOWE'EN,Till Dawn leads back Captivity. 
707,HALLOWE'EN,To make your respite seem more dear 
708,HALLOWE'EN,Mutter throughout your joy this fear: 
709,HALLOWE'EN,"""Who knows, within the coming year, "
710,HALLOWE'EN,"That God, our gaoler, may not die; "
711,HALLOWE'EN,"Then, who'll remember where we lief "
712,HALLOWE'EN,Who then will come to set us free f 
713,HALLOWE'EN,Through all the ages this may be 
714,HALLOWE'EN,"Our final night of liberty."" "
715,HALLOWE'EN,"Aye, hoard your moments miserly. "
716,HALLOWE'EN,"And yet .... and yet, it is His rain "
717,HALLOWE'EN,That drives against my window-pane. 
718,HALLOWE'EN,"Oh, surely all Earth's dead have rest "
719,HALLOWE'EN,"And stretch at peace in God's own breast, "
720,HALLOWE'EN,And never can return again! 
721,HALLOWE'EN,And yet . . . . 
722,UNSEEN,UNSEEN 
723,UNSEEN,"Oh mother, why are you weeping "
724,UNSEEN,When aLl the world's asleeping? 
725,UNSEEN,"Rest ye, rest ye, mother, "
726,UNSEEN,"I am near, dear, near. "
727,UNSEEN,Not beneath the moon-drenched grass 
728,UNSEEN,Do I turn to hear you pass-- 
729,UNSEEN,"You would see me walk beside you, if your eyes "
730,UNSEEN,saw dear. 
731,UNSEEN,"Oh mother, why are you crying? "
732,UNSEEN,There was no loss in dying. 
733,UNSEEN,"Rest ye, rest ye, mother, "
734,UNSEEN,"Have no fear, no fear. "
735,UNSEEN,"Still long hangs my golden hair, "
736,UNSEEN,But the body that I wear 
737,UNSEEN,"Treads more kindly and more lightly, could you "
738,UNSEEN,"hear, dear, hear. "
739,UNSEEN,She has stayed her eyes from weeping; 
740,UNSEEN,"She is sleeping, sweetly sleeping. "
741,UNSEEN,"Rest ye, weary mother, "
742,UNSEEN,"I am here, dear, here. "
743,UNSEEN,"Now the dawn-wind fans her cheek, "
744,UNSEEN,And she knows not that I speak-- 
745,UNSEEN,"But my arms are warm about her, could her eyes "
746,UNSEEN,see clear. 
747,WHY THEY LOVED HIM,WHY THEY LOVED HIM 
748,WHY THEY LOVED HIM,"So kindly was His love to us, "
749,WHY THEY LOVED HIM,"(We had not heard of love before), "
750,WHY THEY LOVED HIM,That all our life grew glorious 
751,WHY THEY LOVED HIM,When He had halted at our door. 
752,WHY THEY LOVED HIM,"So meekly did He love us men, "
753,WHY THEY LOVED HIM,"Though blind we were with shameful sin, "
754,WHY THEY LOVED HIM,"He touched our eyes with tears, and then "
755,WHY THEY LOVED HIM,Led God's tall angels flaming in. 
756,WHY THEY LOVED HIM,"He dwelt with us a little space, "
757,WHY THEY LOVED HIM,As mothers do in childhood's years; 
758,WHY THEY LOVED HIM,And still we can discern His face 
759,WHY THEY LOVED HIM,Wherever Joy or Love appears. 
760,WHY THEY LOVED HIM,"He made our virtues all His own, "
761,WHY THEY LOVED HIM,And lent them grace we could not give; 
762,WHY THEY LOVED HIM,"And now our world seems His alone, "
763,WHY THEY LOVED HIM,And while we live He seems to live. 
764,WHY THEY LOVED HIM,"He took our sorrows and our pain, "
765,WHY THEY LOVED HIM,And hid their torture in His breast; 
766,WHY THEY LOVED HIM,Till we received them back again 
767,WHY THEY LOVED HIM,To find on each His grief impressed. 
768,WHY THEY LOVED HIM,"He clasped our children in His arms, "
769,WHY THEY LOVED HIM,And showed us where their beauty shone; 
770,WHY THEY LOVED HIM,"He took from us our gray alarms, "
771,WHY THEY LOVED HIM,And put Death's icy armor on. 
772,WHY THEY LOVED HIM,So gentle were His ways with us 
773,WHY THEY LOVED HIM,That crippled souls had ceased to sigh; 
774,WHY THEY LOVED HIM,"On them He laid His hands, and thus "
775,WHY THEY LOVED HIM,They gloried at His passing by. 
776,WHY THEY LOVED HIM,"Without reproof or word of blame, "
777,WHY THEY LOVED HIM,"As mothers do in childhood's years, "
778,WHY THEY LOVED HIM,"He kissed our lips, in spite of shame, "
779,WHY THEY LOVED HIM,And stayed the passage of our tears. 
780,WHY THEY LOVED HIM,"So tender was His love to us, "
781,WHY THEY LOVED HIM,"(We had not learnt to love before), "
782,WHY THEY LOVED HIM,"That we grew like to Him, and thus "
783,WHY THEY LOVED HIM,Men sought His grace in us once more. 
784,WHY THEY LOVED HIM,"April fields and England's flowers, "
785,WHY THEY LOVED HIM,"English friends and April showers, "
786,WHY THEY LOVED HIM,April voices o'er the sea 
787,WHY THEY LOVED HIM,"Calling, calling unto me: "
788,WHY THEY LOVED HIM,"Oh, why tarry, why delay! "
789,WHY THEY LOVED HIM,Hither lies the meadow-way; 
790,WHY THEY LOVED HIM,"No such meadows shalt thou see, "
791,WHY THEY LOVED HIM,"Oh, come back to Arcady."" "
792,WHY THEY LOVED HIM,Happy English Arcady 
793,WHY THEY LOVED HIM,"Thou art calling, calling me "
794,WHY THEY LOVED HIM,Through thin flutes as frail as Pan 
795,WHY THEY LOVED HIM,"Fingered, when long since he ran "
796,WHY THEY LOVED HIM,"Careless as these foreign flowers, "
797,WHY THEY LOVED HIM,Trailing through these tropic bowers 
798,WHY THEY LOVED HIM,"All their largess of gold leaf, "
799,WHY THEY LOVED HIM,Piling splendors sheaf on sheaf. 
800,WHY THEY LOVED HIM,"Some there be who think Pan dead, "
801,WHY THEY LOVED HIM,Say his nymphs and flutings sped; 
802,WHY THEY LOVED HIM,"I know better, I have seen "
803,WHY THEY LOVED HIM,Where his racing feet have been. 
804,WHY THEY LOVED HIM,Still I hear the dead god's voice-- 
805,WHY THEY LOVED HIM,"England's; Had my soul the choice, "
806,WHY THEY LOVED HIM,It should wade through starry bloom 
807,WHY THEY LOVED HIM,Knee-deep to the brown-burnt broom. 
808,WHY THEY LOVED HIM,"April fields and April flowers, "
809,WHY THEY LOVED HIM,"April friends and April showers, "
810,WHY THEY LOVED HIM,"England shouting o'er the sea, "
811,WHY THEY LOVED HIM,"Calling, calling unto me. "
812,CHILDISH TRAVELLING,CHILDISH TRAVELLING 
813,CHILDISH TRAVELLING,"Ah, little child, as you lie in my breast, "
814,CHILDISH TRAVELLING,"Leaning your hair of gold close to my face, "
815,CHILDISH TRAVELLING,"Flushed in the gathering glow of the West, "
816,CHILDISH TRAVELLING,Where shall we travel--to what joyous place? 
817,CHILDISH TRAVELLING,"Shall we refashion our castles in Spain, "
818,CHILDISH TRAVELLING,"Or sail to the Indies with Sinbad again, "
819,CHILDISH TRAVELLING,Or noiselessly drift to where tired stars wane-- 
820,CHILDISH TRAVELLING,"Shall it be Africa, Sinbad or Spain? "
821,CHILDISH TRAVELLING,"Speak, little child, and together we'll go "
822,CHILDISH TRAVELLING,Back to the musical dreamlands we know. 
823,CHILDISH TRAVELLING,"Dear little child, you have wandered to rest. "
824,CHILDISH TRAVELLING,While you are sleeping I wonder and think 
825,CHILDISH TRAVELLING,"Where you will go, and what land will be best "
826,CHILDISH TRAVELLING,"Treading for such baby feet, and I shrink. "
827,CHILDISH TRAVELLING,"Should they be hillsides of laughing and song, "
828,CHILDISH TRAVELLING,"Or gardens of mercy and righting of wrong, "
829,CHILDISH TRAVELLING,"Of weeping, or triumph, or love growing strong, "
830,CHILDISH TRAVELLING,"Journeys of shouting, of sorrow or song? "
831,CHILDISH TRAVELLING,"I can but love you and kiss your gold hair, "
832,CHILDISH TRAVELLING,Happy in hoping that Christ may be there. 
833,THE IVORY LATCH,THE IVORY LATCH 
834,THE IVORY LATCH,Rattle the Ivory Latch of Love 
835,THE IVORY LATCH,And who will unbar the gate? 
836,THE IVORY LATCH,"Ask no questions, my dearest love, "
837,THE IVORY LATCH,But wait--wait--wait. 
838,THE IVORY LATCH,"Ah, will she be haughty Isabeau, "
839,THE IVORY LATCH,"Pale Isodore, or Kate? "
840,THE IVORY LATCH,"_Hush, dearest dear, some day you'll know, "
841,THE IVORY LATCH,Be not importunate._ 
842,THE IVORY LATCH,"Perchance I might love Isodore, "
843,THE IVORY LATCH,I think I could love Kate; 
844,THE IVORY LATCH,I have no fears for Isabeau 
845,THE IVORY LATCH,Should she unbar the gate. 
846,THE IVORY LATCH,"_Perchance she may be Isabeau, "
847,THE IVORY LATCH,Perhaps she will be Kate; 
848,THE IVORY LATCH,"But which, dear heart, you'll never know, "
849,THE IVORY LATCH,Till you have learned to wait._ 
850,THE ONCE SUNG SONG,THE ONCE SUNG SONG 
851,THE ONCE SUNG SONG,"Christ along the Road to Fame, "
852,THE ONCE SUNG SONG,"When all birds were singing, "
853,THE ONCE SUNG SONG,"Pluck't white lilies as He came, "
854,THE ONCE SUNG SONG,Set the blue-bells ringing; 
855,THE ONCE SUNG SONG,Poppies flared in strident flame 
856,THE ONCE SUNG SONG,When they heard His singing. 
857,THE ONCE SUNG SONG,Further up the Road to Fame 
858,THE ONCE SUNG SONG,Birds grew still in sorrow; 
859,THE ONCE SUNG SONG,Though His feet were very lame 
860,THE ONCE SUNG SONG,"Courage did He borrow, "
861,THE ONCE SUNG SONG,"Singing as He onward came, "
862,THE ONCE SUNG SONG,Dreaming of the morrow. 
863,THE ONCE SUNG SONG,Crimsoned by the Road of Fame 
864,THE ONCE SUNG SONG,Christ passed sick and dying. 
865,THE ONCE SUNG SONG,"Through the hedges, red with shame, "
866,THE ONCE SUNG SONG,"Crippled men there lying, "
867,THE ONCE SUNG SONG,"Seeing how He singing came, "
868,THE ONCE SUNG SONG,Marvelled at their sighing. 
869,THE ONCE SUNG SONG,"Distant down the Road to Fame, "
870,THE ONCE SUNG SONG,"When all else ceased singing, "
871,THE ONCE SUNG SONG,Messengers of music came-- 
872,THE ONCE SUNG SONG,Little echoes winging 
873,THE ONCE SUNG SONG,Withered hearts with wings of flame-- 
874,THE ONCE SUNG SONG,Fragments of Christ's singing. 
875,SPRING,SPRING 
876,SPRING,"_Sing, sing, "
877,SPRING,Spring and birth! 
878,SPRING,A maid shall be mother of all the earth._ 
879,SPRING,"Winter's bones lie bare and bleak, "
880,SPRING,Scattered white on the mountain peak. 
881,SPRING,Through stark woods the Madonna Spring 
882,SPRING,Glides with her unborn offering. 
883,SPRING,Where she treads dead flowers stir 
884,SPRING,"And raise their heads to gaze after her, "
885,SPRING,And trees make dense their boughs with green 
886,SPRING,That her motherhood may not be seen. 
887,SPRING,Summer lies hid 'neath her girlish breast; 
888,SPRING,Till her babe is bom she shall find no rest. 
889,SPRING,Yet is she glad in her wandering 
890,SPRING,And weaves meek songs 'gainst her mothering. 
891,SPRING,"_Birth, birth, "
892,SPRING,Lave and mirth! 
893,SPRING,Spring is Madonna of all the earth_. 
894,A LULLABY,A LULLABY 
895,A LULLABY,"Son of God, thou little child "
896,A LULLABY,"O'er whose sleep the Virgin smiled, "
897,A LULLABY,"Guard us, though this night be wild, "
898,A LULLABY,From Lilith--Lilith. 
899,A LULLABY,"Guard us, though our watch be slack, "
900,A LULLABY,"Guard us, though the night be black, "
901,A LULLABY,Though this night all stars should lack 
902,A LULLABY,From Lilith--Lilith. 
903,A LULLABY,"Stay her steps from drawing nigh, "
904,A LULLABY,"Kiss my baby lest he cry, "
905,A LULLABY,"And she hear him, and he die "
906,A LULLABY,From Lilith--Lilith. 
907,A LULLABY,"Son of God, thou little child "
908,A LULLABY,"O'er whose sleep the Virgin smiled, "
909,A LULLABY,May his soul be unbeguiled 
910,A LULLABY,By Lilith--Lilith. 
911,UNANSWERABLE QUESTIONS,UNANSWERABLE QUESTIONS 
912,UNANSWERABLE QUESTIONS,Is there light of moon or sun 
913,UNANSWERABLE QUESTIONS,In the land where thou hast gone? 
914,UNANSWERABLE QUESTIONS,Does the rush of wind and rain 
915,UNANSWERABLE QUESTIONS,Smite thy woodlands green again? 
916,UNANSWERABLE QUESTIONS,"Do dawn-birds rise up and sing, "
917,UNANSWERABLE QUESTIONS,"Sunrise. Sunrise,"" heralding? "
918,UNANSWERABLE QUESTIONS,"Dost thou fear, as once, the stark "
919,UNANSWERABLE QUESTIONS,Hours of panther-footed dark? 
920,UNANSWERABLE QUESTIONS,"Oh, little maiden, sweetly frail, "
921,UNANSWERABLE QUESTIONS,Naught can these empty words avail. 
922,UNANSWERABLE QUESTIONS,"For thee I clasp God's mantle fast, "
923,UNANSWERABLE QUESTIONS,Praying till night is overpast. 
924,THE HILL-TOWER,THE HILL-TOWER 
925,_A ROMANCE_,_A ROMANCE_ 
926,_A ROMANCE_,"_""Bianca of the yellow hair, "
927,_A ROMANCE_,"With witch-face white as ivory, "
928,_A ROMANCE_,Yield to our might that we may bear 
929,_A ROMANCE_,"Thy body back to Rimini.""_ "
930,_A ROMANCE_,And thus the foemen cried all day 
931,_A ROMANCE_,And strove to daunt with fierce display 
932,_A ROMANCE_,"Of armoured strength her maiden heart, "
933,_A ROMANCE_,So that with them she might depart 
934,_A ROMANCE_,From out that hill-tower where with three 
935,_A ROMANCE_,She'd held the pass right fearlessly-- 
936,_A ROMANCE_,So that with them she might depart 
937,_A ROMANCE_,To shameful death in Rimini. 
938,_A ROMANCE_,"Bianca, child of Abramo "
939,_A ROMANCE_,"The despot lord of Reggio, "
940,_A ROMANCE_,Had set our country-side on flame 
941,_A ROMANCE_,"With the binning torch of her beauty's fame, "
942,_A ROMANCE_,And a deadman's hate of her deadly name. 
943,_A ROMANCE_,For she had gazed with cold gray eyes 
944,_A ROMANCE_,On Rufo--he now starkly lies 
945,_A ROMANCE_,"Deep in a sculptured sepulchre, "
946,_A ROMANCE_,Smitten with death through love of her. 
947,_A ROMANCE_,"Rufo, the heir of Ugo Count "
948,_A ROMANCE_,Qf Rimini and vast amount 
949,_A ROMANCE_,"Of warrior-men and chivalry, "
950,_A ROMANCE_,Had come to claim her haughtily; 
951,_A ROMANCE_,But had scorched his soul in her golden hair. 
952,_A ROMANCE_,"As a wounded beast creeps to his lair, "
953,_A ROMANCE_,So he vilely died by slow degrees 
954,_A ROMANCE_,"Of heart-break and a sore disease, "
955,_A ROMANCE_,"Till his eyes grew glazed and ceased to stir, "
956,_A ROMANCE_,And his life gave out for his love of her. 
957,_A ROMANCE_,"Then Ugo swore a mighty oath, "
958,_A ROMANCE_,"By God's own Christ and by Christ's truth, "
959,_A ROMANCE_,"Though I go unarmed and go alone, "
960,_A ROMANCE_,For my son's death she shall atone. 
961,_A ROMANCE_,I'll take this witch of Reggio 
962,_A ROMANCE_,"And through the flames will make her go, "
963,_A ROMANCE_,"Till her sweet red lips grow cracked and sere, "
964,_A ROMANCE_,"Till her eyes are scarred and mad with fear, "
965,_A ROMANCE_,Till her false young tongue cannot speak love's 
966,_A ROMANCE_,"name, "
967,_A ROMANCE_,Till her tender feet drop off with flame-- 
968,_A ROMANCE_,Till she hath naught left that men desire 
969,_A ROMANCE_,"She shall pass and pass through consuming fire."" "
970,_A ROMANCE_,This was the oath which he did swear 
971,_A ROMANCE_,When he cursed her face in his hate of her. 
972,_A ROMANCE_,So Ugo rode on Reggio 
973,_A ROMANCE_,"And called on the name of Abramo, "
974,_A ROMANCE_,Claiming the body of her who wrought 
975,_A ROMANCE_,Love's enchantments and made distraught 
976,_A ROMANCE_,"The souls of the lovers who came to her, "
977,_A ROMANCE_,And told of the oath which he did swear. 
978,_A ROMANCE_,They bade him stand without the wall 
979,_A ROMANCE_,And bore his tidings to the hall. 
980,_A ROMANCE_,"From early mom he stood till eve, "
981,_A ROMANCE_,And still no message did receive. 
982,_A ROMANCE_,"When night was falling, dusk and dim, "
983,_A ROMANCE_,A city harlot drew nigh to him 
984,_A ROMANCE_,"And grayly glimmered along the wall, "
985,_A ROMANCE_,And stopped where the Count was standing tall. 
986,_A ROMANCE_,"What news,"" he cried, ""from Abramo, "
987,_A ROMANCE_,"Must I raze this city of Reggio?"" "
988,_A ROMANCE_,He reared his plume to its towering height. 
989,_A ROMANCE_,She leaned far out in the waning light. 
990,_A ROMANCE_,He clutched with one hand his saddle-bow 
991,_A ROMANCE_,"And saw her smile when she answered, ""No,"" "
992,_A ROMANCE_,And spat on his face and strained down on 
993,_A ROMANCE_,him. 
994,_A ROMANCE_,He rode away 'neath the crescent rim 
995,_A ROMANCE_,"Of a new-made moon through an olive-grove, "
996,_A ROMANCE_,And evil passions within him strove; 
997,_A ROMANCE_,In anger he gained the shining sea 
998,_A ROMANCE_,Which silvers the shores of Rimini. 
999,_A ROMANCE_,"There he made great stir and called out his men, "
1000,_A ROMANCE_,"And marshalled their ranks on a level fen, "
1001,_A ROMANCE_,And clothed them in black and gave beside 
1002,_A ROMANCE_,"His knights black stallions which to ride, "
1003,_A ROMANCE_,"And ordered no singing. ""For,"" said he, "
1004,_A ROMANCE_,"We mourn one dead in Rimini."" "
1005,_A ROMANCE_,Over the hills he caused to go 
1006,_A ROMANCE_,His sombre ranks to Reggio; 
1007,_A ROMANCE_,Through pleasant valleys and dew-drenched woods 
1008,_A ROMANCE_,His horsemen paced in their sable hoods 
1009,_A ROMANCE_,"With no shrill of bugle or revelry, "
1010,_A ROMANCE_,Like angels of Death's dread company. 
1011,_A ROMANCE_,At night they stole to the dty-wall 
1012,_A ROMANCE_,And clustered beneath the ramparts tall; 
1013,_A ROMANCE_,"And hearkened for noise of warlike din, "
1014,_A ROMANCE_,And found no breath of strife within; 
1015,_A ROMANCE_,"And watched for lights in the houses' eyes, "
1016,_A ROMANCE_,And saw but the stars within the skies. 
1017,_A ROMANCE_,"Then as one voice they raised the shout, "
1018,_A ROMANCE_,"The echo eddied their cry about, "
1019,_A ROMANCE_,We call on you men of Reggio 
1020,_A ROMANCE_,"To give us the daughter of Abramo, "
1021,_A ROMANCE_,That she pass and pass through consuming fire 
1022,_A ROMANCE_,Till she hath naught left that men desire. 
1023,_A ROMANCE_,"Give us the daughter of Abramo."" "
1024,_A ROMANCE_,"Swift and dread, dark-robed and dim, "
1025,_A ROMANCE_,"Like thunder about a crater's brim, "
1026,_A ROMANCE_,They surged round the city at dead of night 
1027,_A ROMANCE_,"And chased their shadows in stately flight, "
1028,_A ROMANCE_,"And swept the circle with beating hoof, "
1029,_A ROMANCE_,And flashed their blades on high as proof 
1030,_A ROMANCE_,Of the hate they had; nor ceased to moan 
1031,_A ROMANCE_,"Like men long dead 'neath the charnel-stone, "
1032,_A ROMANCE_,"Give us the daughter of Abramo."" "
1033,_A ROMANCE_,"The dawn was groping up the sky, "
1034,_A ROMANCE_,An early bird was heard to cry; 
1035,_A ROMANCE_,Forth from the gate with haunted eyes 
1036,_A ROMANCE_,"Four figures crept in leper's guise, "
1037,_A ROMANCE_,And two had long and yellow hair 
1038,_A ROMANCE_,And none had face or body bare. 
1039,_A ROMANCE_,Swiftly they ran from tree to tree 
1040,_A ROMANCE_,And wound their way all secretly 
1041,_A ROMANCE_,"Through gloom and grove to the rising sun, "
1042,_A ROMANCE_,And through that day did onward run 
1043,_A ROMANCE_,"Till evening came, and they drew at length "
1044,_A ROMANCE_,To the lonely might and granite strength 
1045,_A ROMANCE_,Of the hill-tower in the narrow pass 
1046,_A ROMANCE_,Where refuge and a safety was. 
1047,_A ROMANCE_,Then did they lock and bar the door 
1048,_A ROMANCE_,"And armed themselves, for they knew before "
1049,_A ROMANCE_,Another moon should flood the sky 
1050,_A ROMANCE_,"They would hear Count Ugo's hunting cry, "
1051,_A ROMANCE_,"Yield to us, daughter of Abramo."" "
1052,_A ROMANCE_,"Two frail maids, two boyish men, "
1053,_A ROMANCE_,Lovers all in the good days when 
1054,_A ROMANCE_,Only the sun was in the sky 
1055,_A ROMANCE_,Nor clouds of grief came trailing by; 
1056,_A ROMANCE_,Two brave maids and two brave men 
1057,_A ROMANCE_,"Now, in an hour of darkness, when "
1058,_A ROMANCE_,Only the clouds were in the sky 
1059,_A ROMANCE_,Loved more dearly than formerly. 
1060,_A ROMANCE_,"Corrado, page of Bianca's court, "
1061,_A ROMANCE_,Had loved his mistress and long had sought 
1062,_A ROMANCE_,"To speak his heart but feared, for he "
1063,_A ROMANCE_,Was a love-child owned of no family. 
1064,_A ROMANCE_,"Celia was her half-sister, "
1065,_A ROMANCE_,"Wondrous sweet and like to her, "
1066,_A ROMANCE_,So like that she had fled lest she 
1067,_A ROMANCE_,For Bianca's self should mistaken be. 
1068,_A ROMANCE_,"Ciro, son of a noble name, "
1069,_A ROMANCE_,"Loved this girl, therefore he came "
1070,_A ROMANCE_,"To give his life, if need should be, "
1071,_A ROMANCE_,He loved her life so utterly. 
1072,_A ROMANCE_,Oft in the hush of a summer's night 
1073,_A ROMANCE_,When earth has rest from the savage might 
1074,_A ROMANCE_,"Of flaming suns, and starlight sheds "
1075,_A ROMANCE_,"Kindness of dew on flowers' heads, "
1076,_A ROMANCE_,"And birds have got them away to rest, "
1077,_A ROMANCE_,These lads had whispered breast to breast 
1078,_A ROMANCE_,Of the joy they felt and happy thrills 
1079,_A ROMANCE_,When they heard so much as the shaken frills 
1080,_A ROMANCE_,Of these they loved in the passing by; 
1081,_A ROMANCE_,"And then, betwixt a sob and sigh, "
1082,_A ROMANCE_,Had dreamed of a day when they should wed. 
1083,_A ROMANCE_,"Vain dream! Vain dream! now here, instead, "
1084,_A ROMANCE_,With Bianca fled to the hill-side tower 
1085,_A ROMANCE_,"They should strain and hearken hour by hour, "
1086,_A ROMANCE_,"With clutching hands and bated breath, "
1087,_A ROMANCE_,"For man's last bride--the Woman, Death. "
1088,_A ROMANCE_,And thus they sat a lengthy while 
1089,_A ROMANCE_,Till one face lit with a wandering smile: 
1090,_A ROMANCE_,"Come now, my lords,"" Bianca said, "
1091,_A ROMANCE_,Why sit ye heavy-eyed and sad? 
1092,_A ROMANCE_,Men say ye each have loved a maid; 
1093,_A ROMANCE_,"Surely, I think, I should be glad "
1094,_A ROMANCE_,To draw so near for an hour or two 
1095,_A ROMANCE_,"The maid I loved, though well I knew "
1096,_A ROMANCE_,"The early mom should find me dead."" "
