,Poem Title,line
0,,
1,,
2,,
3,,
4,,
5,,[Illustration:
6,,
7,DYMER,DYMER
8,DYMER,
9,BY CLIVE,BY CLIVE
10,HAMILTON,HAMILTON
11,HAMILTON,
12,NEW YORK,NEW YORK
13,E. P. DUTTON & COMPANY],E. P. DUTTON & COMPANY]
14,E. P. DUTTON & COMPANY],
15,E. P. DUTTON & COMPANY],
16,E. P. DUTTON & COMPANY],
17,E. P. DUTTON & COMPANY],
18,E. P. DUTTON & COMPANY],"Copyright, 1926"
19,E. P. DUTTON & COMPANY],By E. P. DUTTON & COMPANY
20,E. P. DUTTON & COMPANY],
21,E. P. DUTTON & COMPANY],_All rights reserved_
22,E. P. DUTTON & COMPANY],
23,E. P. DUTTON & COMPANY],_Printed in the United States of America_
24,E. P. DUTTON & COMPANY],
25,E. P. DUTTON & COMPANY],
26,E. P. DUTTON & COMPANY],
27,E. P. DUTTON & COMPANY],
28,DYMER,DYMER
29,DYMER,
30,DYMER,"“Nine nights I hung upon the Tree, wounded with the spear, as an"
31,DYMER,"offering to Odin, myself sacrificed to myself.”--_Havamal._"
32,DYMER,
33,DYMER,
34,DYMER,
35,DYMER,
36,CONTENTS,CONTENTS
37,CONTENTS,
38,CONTENTS,
39,CANTO           PAGE,CANTO           PAGE
40,CANTO           PAGE,
41,I.              1,I.              1
42,I.              1,
43,II.             12,II.             12
44,II.             12,
45,III.             24,III.             24
46,III.             24,
47,IV.             36,IV.             36
48,IV.             36,
49,V.             49,V.             49
50,V.             49,
51,VI.             60,VI.             60
52,VI.             60,
53,VII.             73,VII.             73
54,VII.             73,
55,VIII.             85,VIII.             85
56,VIII.             85,
57,IX.             94,IX.             94
58,IX.             94,
59,IX.             94,
60,IX.             94,
61,IX.             94,
62,DYMER,DYMER
63,DYMER,
64,DYMER,
65,DYMER,
66,DYMER,
67,DYMER,DYMER
68,DYMER,
69,DYMER,
70,DYMER,
71,DYMER,
72,CANTO I,CANTO I
73,CANTO I,
74,CANTO I,
75,CANTO I,1
76,CANTO I,
77,CANTO I,"You stranger, long before your glance can light"
78,CANTO I,"Upon these words, time will have washed away"
79,CANTO I,"The moment when I first took pen to write,"
80,CANTO I,"With all my road before me--yet to-day,"
81,CANTO I,"Here, if at all, we meet; the unfashioned clay"
82,CANTO I,Ready to both our hands; both hushed to see
83,CANTO I,That which is nowhere yet come forth and be.
84,CANTO I,
85,CANTO I,
86,CANTO I,2
87,CANTO I,
88,CANTO I,"This moment, if you join me, we begin"
89,CANTO I,A partnership where both must toil to hold
90,CANTO I,The clue that I caught first. We lose or win
91,CANTO I,"Together; if you read, you are enrolled."
92,CANTO I,"And first, a marvel--Who could have foretold"
93,CANTO I,That in the city which men called in scorn
94,CANTO I,"The Perfect City, Dymer could be born?"
95,CANTO I,
96,CANTO I,
97,CANTO I,3
98,CANTO I,
