,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by David Widger
5,,
6,,
7,,
8,,
9,,
10,THE VISION,THE VISION
11,THE VISION,
12,OF,OF
13,OF,
14,"HELL, PURGATORY, AND PARADISE","HELL, PURGATORY, AND PARADISE"
15,"HELL, PURGATORY, AND PARADISE",
16,"HELL, PURGATORY, AND PARADISE",
17,"HELL, PURGATORY, AND PARADISE",
18,BY,BY
19,BY,
20,DANTE ALIGHIERI,DANTE ALIGHIERI
21,DANTE ALIGHIERI,
22,DANTE ALIGHIERI,
23,DANTE ALIGHIERI,
24,TRANSLATED BY,TRANSLATED BY
25,TRANSLATED BY,
26,"THE REV. H. F. CARY, M.A.","THE REV. H. F. CARY, M.A."
27,"THE REV. H. F. CARY, M.A.",
28,"THE REV. H. F. CARY, M.A.",
29,"THE REV. H. F. CARY, M.A.",
30,HELL,HELL
31,HELL,
32,OR THE INFERNO,OR THE INFERNO
33,OR THE INFERNO,
34,OR THE INFERNO,
35,OR THE INFERNO,Part 9
36,OR THE INFERNO,
37,OR THE INFERNO,
38,OR THE INFERNO,Cantos 29 - 31
39,OR THE INFERNO,
40,OR THE INFERNO,
41,OR THE INFERNO,
42,OR THE INFERNO,
43,CANTO XXIX,CANTO XXIX
44,CANTO XXIX,
45,CANTO XXIX,SO were mine eyes inebriate with view
46,CANTO XXIX,"Of the vast multitude, whom various wounds"
47,CANTO XXIX,"Disfigur'd, that they long'd to stay and weep."
48,CANTO XXIX,
49,CANTO XXIX,"But Virgil rous'd me: ""What yet gazest on?"
50,CANTO XXIX,Wherefore doth fasten yet thy sight below
51,CANTO XXIX,Among the maim'd and miserable shades?
52,CANTO XXIX,Thou hast not shewn in any chasm beside
53,CANTO XXIX,"This weakness.  Know, if thou wouldst number them"
54,CANTO XXIX,That two and twenty miles the valley winds
55,CANTO XXIX,"Its circuit, and already is the moon"
56,CANTO XXIX,Beneath our feet: the time permitted now
57,CANTO XXIX,"Is short, and more not seen remains to see."""
58,CANTO XXIX,
59,CANTO XXIX,"""If thou,"" I straight replied, ""hadst weigh'd the cause"
60,CANTO XXIX,"For which I look'd, thou hadst perchance excus'd"
61,CANTO XXIX,"The tarrying still.""  My leader part pursu'd"
62,CANTO XXIX,"His way, the while I follow'd, answering him,"
63,CANTO XXIX,"And adding thus: ""Within that cave I deem,"
64,CANTO XXIX,"Whereon so fixedly I held my ken,"
65,CANTO XXIX,"There is a spirit dwells, one of my blood,"
66,CANTO XXIX,"Wailing the crime that costs him now so dear."""
67,CANTO XXIX,
68,CANTO XXIX,"Then spake my master: ""Let thy soul no more"
69,CANTO XXIX,Afflict itself for him.  Direct elsewhere
70,CANTO XXIX,"Its thought, and leave him.  At the bridge's foot"
71,CANTO XXIX,I mark'd how he did point with menacing look
72,CANTO XXIX,"At thee, and heard him by the others nam'd"
