,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by David Widger
5,,
6,,
7,,
8,,
9,,
10,THE VISION,THE VISION
11,THE VISION,
12,OF,OF
13,OF,
14,"HELL, PURGATORY, AND PARADISE","HELL, PURGATORY, AND PARADISE"
15,"HELL, PURGATORY, AND PARADISE",
16,BY DANTE ALIGHIERI,BY DANTE ALIGHIERI
17,BY DANTE ALIGHIERI,
18,BY DANTE ALIGHIERI,
19,TRANSLATED BY,TRANSLATED BY
20,TRANSLATED BY,
21,THE REV. H. F. CARY,THE REV. H. F. CARY
22,THE REV. H. F. CARY,
23,THE REV. H. F. CARY,
24,THE REV. H. F. CARY,
25,THE REV. H. F. CARY,
26,PURGATORY,PURGATORY
27,PURGATORY,
28,PURGATORY,Part 2
29,PURGATORY,
30,PURGATORY,Cantos 5 - 10
31,PURGATORY,
32,PURGATORY,
33,PURGATORY,
34,CANTO V,CANTO V
35,CANTO V,
36,CANTO V,"Now had I left those spirits, and pursued"
37,CANTO V,"The steps of my Conductor, when beheld"
38,CANTO V,Pointing the finger at me one exclaim'd:
39,CANTO V,"""See how it seems as if the light not shone"
40,CANTO V,"From the left hand of him beneath, and he,"
41,CANTO V,"As living, seems to be led on.""  Mine eyes"
42,CANTO V,"I at that sound reverting, saw them gaze"
43,CANTO V,"Through wonder first at me, and then at me"
44,CANTO V,"And the light broken underneath, by turns."
45,CANTO V,"""Why are thy thoughts thus riveted?""  my guide"
46,CANTO V,"Exclaim'd, ""that thou hast slack'd thy pace? or how"
47,CANTO V,"Imports it thee, what thing is whisper'd here?"
48,CANTO V,"Come after me, and to their babblings leave"
49,CANTO V,"The crowd. Be as a tower, that, firmly set,"
50,CANTO V,Shakes not its top for any blast that blows!
51,CANTO V,"He, in whose bosom thought on thought shoots out,"
52,CANTO V,"Still of his aim is wide, in that the one"
53,CANTO V,"Sicklies and wastes to nought the other's strength."""
54,CANTO V,
55,CANTO V,"What other could I answer save ""I come?"""
56,CANTO V,"I said it, somewhat with that colour ting'd"
57,CANTO V,Which ofttimes pardon meriteth for man.
58,CANTO V,
59,CANTO V,"Meanwhile traverse along the hill there came,"
60,CANTO V,"A little way before us, some who sang"
61,CANTO V,"The ""Miserere"" in responsive Strains."
62,CANTO V,When they perceiv'd that through my body I
63,CANTO V,"Gave way not for the rays to pass, their song"
64,CANTO V,Straight to a long and hoarse exclaim they chang'd;
65,CANTO V,"And two of them, in guise of messengers,"
66,CANTO V,"Ran on to meet us, and inquiring ask'd:"
67,CANTO V,"""Of your condition we would gladly learn."""
68,CANTO V,
69,CANTO V,"To them my guide.  ""Ye may return, and bear"
70,CANTO V,"Tidings to them who sent you, that his frame"
71,CANTO V,"Is real flesh.  If, as I deem, to view"
72,CANTO V,"His shade they paus'd, enough is answer'd them."
73,CANTO V,"Him let them honour, they may prize him well."""
