,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by David Widger
5,,
6,,
7,,
8,,
9,,
10,THE VISION,THE VISION
11,THE VISION,
12,OF,OF
13,OF,
14,"HELL, PURGATORY, AND PARADISE","HELL, PURGATORY, AND PARADISE"
15,"HELL, PURGATORY, AND PARADISE",
16,BY,BY
17,BY,
18,DANTE ALIGHIERI,DANTE ALIGHIERI
19,DANTE ALIGHIERI,
20,DANTE ALIGHIERI,
21,DANTE ALIGHIERI,
22,TRANSLATED BY,TRANSLATED BY
23,TRANSLATED BY,
24,"THE REV. H. F. CARY, M.A.","THE REV. H. F. CARY, M.A."
25,"THE REV. H. F. CARY, M.A.",
26,"THE REV. H. F. CARY, M.A.",
27,"THE REV. H. F. CARY, M.A.",
28,HELL,HELL
29,HELL,
30,OR THE INFERNO,OR THE INFERNO
31,OR THE INFERNO,
32,OR THE INFERNO,
33,OR THE INFERNO,Part 4
34,OR THE INFERNO,
35,OR THE INFERNO,
36,OR THE INFERNO,Cantos 7 - 8
37,OR THE INFERNO,
38,OR THE INFERNO,
39,OR THE INFERNO,
40,OR THE INFERNO,
41,CANTO VII,CANTO VII
42,CANTO VII,
43,CANTO VII,"""AH me!  O Satan!  Satan!"" loud exclaim'd"
44,CANTO VII,"Plutus, in accent hoarse of wild alarm:"
45,CANTO VII,"And the kind sage, whom no event surpris'd,"
46,CANTO VII,"To comfort me thus spake: ""Let not thy fear"
47,CANTO VII,"Harm thee, for power in him, be sure, is none"
48,CANTO VII,"To hinder down this rock thy safe descent."""
49,CANTO VII,"Then to that sworn lip turning, ""Peace!""  he cried,"
50,CANTO VII,
51,CANTO VII,"""Curs'd wolf! thy fury inward on thyself"
52,CANTO VII,"Prey, and consume thee!  Through the dark profound"
53,CANTO VII,Not without cause he passes.  So 't is will'd
54,CANTO VII,"On high, there where the great Archangel pour'd"
55,CANTO VII,"Heav'n's vengeance on the first adulterer proud."""
56,CANTO VII,
57,CANTO VII,As sails full spread and bellying with the wind
58,CANTO VII,"Drop suddenly collaps'd, if the mast split;"
59,CANTO VII,So to the ground down dropp'd the cruel fiend.
60,CANTO VII,
61,CANTO VII,"Thus we, descending to the fourth steep ledge,"
62,CANTO VII,"Gain'd on the dismal shore, that all the woe"
63,CANTO VII,Hems in of all the universe.  Ah me!
64,CANTO VII,Almighty Justice! in what store thou heap'st
65,CANTO VII,"New pains, new troubles, as I here beheld!"
66,CANTO VII,Wherefore doth fault of ours bring us to this?
67,CANTO VII,
68,CANTO VII,"E'en as a billow, on Charybdis rising,"
69,CANTO VII,Against encounter'd billow dashing breaks;
70,CANTO VII,"Such is the dance this wretched race must lead,"
71,CANTO VII,"Whom more than elsewhere numerous here I found,"
72,CANTO VII,"From one side and the other, with loud voice,"
73,CANTO VII,"Both roll'd on weights by main forge of their breasts,"
