,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by David Widger
5,,
6,,
7,,
8,,
9,,
10,THE VISION,THE VISION
11,THE VISION,
12,OF,OF
13,OF,
14,"HELL, PURGATORY, AND PARADISE","HELL, PURGATORY, AND PARADISE"
15,"HELL, PURGATORY, AND PARADISE",
16,"HELL, PURGATORY, AND PARADISE",
17,BY DANTE ALIGHIERI,BY DANTE ALIGHIERI
18,BY DANTE ALIGHIERI,
19,BY DANTE ALIGHIERI,
20,BY DANTE ALIGHIERI,
21,TRANSLATED BY,TRANSLATED BY
22,TRANSLATED BY,
23,"THE REV. H. F. CARY, M.A.","THE REV. H. F. CARY, M.A."
24,"THE REV. H. F. CARY, M.A.",
25,"THE REV. H. F. CARY, M.A.",
26,"THE REV. H. F. CARY, M.A.",
27,PARADISE,PARADISE
28,PARADISE,
29,PARADISE,Part 3
30,PARADISE,
31,PARADISE,
32,PARADISE,
33,CANTO XXII,CANTO XXII
34,CANTO XXII,
35,CANTO XXII,"Astounded, to the guardian of my steps"
36,CANTO XXII,"I turn'd me, like the chill, who always runs"
37,CANTO XXII,"Thither for succour, where he trusteth most,"
38,CANTO XXII,"And she was like the mother, who her son"
39,CANTO XXII,"Beholding pale and breathless, with her voice"
40,CANTO XXII,"Soothes him, and he is cheer'd; for thus she spake,"
41,CANTO XXII,"Soothing me: ""Know'st not thou, thou art in heav'n?"
42,CANTO XXII,"And know'st not thou, whatever is in heav'n,"
43,CANTO XXII,"Is holy, and that nothing there is done"
44,CANTO XXII,"But is done zealously and well?  Deem now,"
45,CANTO XXII,"What change in thee the song, and what my smile"
46,CANTO XXII,"had wrought, since thus the shout had pow'r to move thee."
47,CANTO XXII,"In which couldst thou have understood their prayers,"
48,CANTO XXII,"The vengeance were already known to thee,"
49,CANTO XXII,"Which thou must witness ere thy mortal hour,"
50,CANTO XXII,"The sword of heav'n is not in haste to smite,"
51,CANTO XXII,"Nor yet doth linger, save unto his seeming,"
52,CANTO XXII,Who in desire or fear doth look for it.
53,CANTO XXII,But elsewhere now l bid thee turn thy view;
54,CANTO XXII,"So shalt thou many a famous spirit behold."""
55,CANTO XXII,"Mine eyes directing, as she will'd, I saw"
56,CANTO XXII,"A hundred little spheres, that fairer grew"
57,CANTO XXII,"By interchange of splendour.  I remain'd,"
58,CANTO XXII,"As one, who fearful of o'er-much presuming,"
59,CANTO XXII,"Abates in him the keenness of desire,"
60,CANTO XXII,"Nor dares to question, when amid those pearls,"
61,CANTO XXII,"One largest and most lustrous onward drew,"
62,CANTO XXII,That it might yield contentment to my wish;
63,CANTO XXII,And from within it these the sounds I heard.
64,CANTO XXII,
65,CANTO XXII,"""If thou, like me, beheldst the charity"
66,CANTO XXII,"That burns amongst us, what thy mind conceives,"
67,CANTO XXII,"Were utter'd.  But that, ere the lofty bound"
