,Poem Title,line
0,,
1,,
2,,
3,,
4,,The Divine Comedy
5,,
6,,of Dante Alighieri
7,,
8,,Translated by
9,HENRY WADSWORTH LONGFELLOW,HENRY WADSWORTH LONGFELLOW
10,HENRY WADSWORTH LONGFELLOW,
11,PARADISO,PARADISO
12,PARADISO,
13,PARADISO,
14,PARADISO,Contents
15,PARADISO,
16,PARADISO,I. The Ascent to the First Heaven. The Sphere of Fire.
17,PARADISO,"II. The First Heaven, the Moon: Spirits who, having taken Sacred Vows, were forced to violate them. The Lunar Spots."
18,PARADISO,III. Piccarda Donati and the Empress Constance.
19,PARADISO,IV. Questionings of the Soul and of Broken Vows.
20,PARADISO,"V. Discourse of Beatrice on Vows and Compensations. Ascent to the Second Heaven, Mercury: Spirits who for the Love of Fame achieved great Deeds."
21,PARADISO,VI. Justinian. The Roman Eagle. The Empire. Romeo.
22,PARADISO,"VII. Beatrice’s Discourse of the Crucifixion, the Incarnation, the Immortality of the Soul, and the Resurrection of the Body."
23,PARADISO,"VIII. Ascent to the Third Heaven, Venus: Lovers. Charles Martel. Discourse on diverse Natures."
24,PARADISO,"IX. Cunizza da Romano, Folco of Marseilles, and Rahab. Neglect of the Holy Land."
25,PARADISO,"X. The Fourth Heaven, the Sun: Theologians and Fathers of the Church. The First Circle. St. Thomas of Aquinas."
26,PARADISO,XI. St. Thomas recounts the Life of St. Francis. Lament over the State of the Dominican Order.
27,PARADISO,XII. St. Buonaventura recounts the Life of St. Dominic. Lament over the State of the Franciscan Order. The Second Circle.
28,PARADISO,XIII. Of the Wisdom of Solomon. St. Thomas reproaches Dante’s Judgement.
29,PARADISO,"XIV. The Third Circle. Discourse on the Resurrection of the Flesh. The Fifth Heaven, Mars: Martyrs and Crusaders who died fighting for the true Faith. The Celestial Cross."
30,PARADISO,XV. Cacciaguida. Florence in the Olden Time.
31,PARADISO,XVI. Dante’s Noble Ancestry. Cacciaguida’s Discourse of the Great Florentines.
32,PARADISO,XVII. Cacciaguida’s Prophecy of Dante’s Banishment.
33,PARADISO,"XVIII. The Sixth Heaven, Jupiter: Righteous Kings and Rulers. The Celestial Eagle. Dante’s Invectives against ecclesiastical Avarice."
34,PARADISO,"XIX. The Eagle discourses of Salvation, Faith, and Virtue. Condemnation of the vile Kings of A.D. 1300."
35,PARADISO,XX. The Eagle praises the Righteous Kings of old. Benevolence of the Divine Will.
36,PARADISO,"XXI. The Seventh Heaven, Saturn: The Contemplative. The Celestial Stairway. St. Peter Damiano. His Invectives against the Luxury of the Prelates."
37,PARADISO,"XXII. St. Benedict. His Lamentation over the Corruption of Monks. The Eighth Heaven, the Fixed Stars."
38,PARADISO,XXIII. The Triumph of Christ. The Virgin Mary. The Apostles. Gabriel.
39,PARADISO,XXIV. The Radiant Wheel. St. Peter examines Dante on Faith.
