,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,tag
404,PG14354,Gwaith Samuel Roberts,"Roberts, Samuel",1800.0,1885.0,['cy'],20,"'Welsh literature -- 19th century', 'Welsh poetry -- 19th century'",Text,'Welsh poetry -- 19th century'
415,PG14547,Gwaith Mynyddog.  Cyfrol II,Mynyddog,1833.0,1877.0,['cy'],24,'Welsh poetry -- 19th century',Text,'Welsh poetry -- 19th century'
1156,PG22528,Cerddi'r Mynydd Du: Sef Caneuon Hen a Diweddar,,,,['cy'],30,'Welsh poetry',Text,'Welsh poetry'
1735,PG2734,Gwaith Twm o'r Nant: Cyfrol 2,"Edwards, Thomas",1739.0,1810.0,['cy'],28,'Welsh poetry',Text,'Welsh poetry'
2268,PG3500,Ceiriog,"Hughes, John Ceiriog",1832.0,1887.0,['cy'],23,"'Ballads, Welsh -- Texts', 'Wales -- Poetry'",Text,'Wales -- Poetry'
