,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,tag
429,PG14741,Духовные оды,"Derzhavin, Gavriil Romanovich",1743.0,1816.0,['ru'],668,'Poetry',Text,'Poetry'
1020,PG21142,Красавице,"Pushkin, Aleksandr Sergeevich",1799.0,1837.0,['ru'],342,'Poetry',Sound,'Poetry'
3463,PG5316,"Красавице, которая нюхала табак","Pushkin, Aleksandr Sergeevich",1799.0,1837.0,['ru'],443,'Poetry',Text,'Poetry'
