,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,tag
159,PG11306,Catalanisches Streitgedicht zwischen En Buc und seinem Pferd,,,,"['ca', 'de']",18,"'Poetry', 'Catalan language -- Texts'",Text,'Poetry'
