,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,tag
488,PG15531,Florante: Versión castellana del poema tagalo con un ensayo crítico,"Balagtas, Francisco",1788.0,1862.0,"['es', 'tl']",60,'Tagalog poetry -- Translations into Spanish',Text,'Tagalog poetry -- Translations into Spanish'
