,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,tag
224,PG12219,"Ancient Nahuatl Poetry, Containing the Nahuatl Text of XXVII Ancient Mexican Poems: Brinton's Library of Aboriginal American Literature Number VII.","Brinton, Daniel G. (Daniel Garrison)",1837.0,1899.0,"['en', 'nah']",339,"'Nahuatl language -- Readers', 'Nahuatl poetry'",Text,'Nahuatl poetry'
449,PG14993,"Rig Veda Americanus: Sacred Songs of the Ancient Mexicans, With a Gloss in Nahuatl",,,,"['en', 'nah']",90,'Nahuatl poetry',Text,'Nahuatl poetry'
