,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,tag
648,PG17400,The Wright's Chaste Wife: A Merry Tale (about 1462),"Adam, of Cobsam",,,['enm'],100,"'English poetry -- Middle English, 1100-1500'",Text,'English poetry -- Middle English
1105,PG22120,"Chaucer's Works, Volume 4 — The Canterbury Tales","Chaucer, Geoffrey",1342.0,1400.0,['enm'],4509,'Christian pilgrims and pilgrimages -- Poetry',Text,'Christian pilgrims and pilgrimages -- Poetry'
