,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by Chuck Greif, MFR and the Online Distributed"
5,,Proofreading Team at http://www.pgdp.net (This file was
6,,produced from images generously made available by The
7,,Internet Archive)
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,[Illustration: JAMES E. MCGIRT.]
17,,
18,,
19,,
20,,
21,,For Your Sweet Sake
22,,
23,POEMS,POEMS
24,POEMS,
25,POEMS,By
26,POEMS,JAMES E. McGIRT
27,POEMS,
28,POEMS,Philadelphia:
29,THE JOHN C. WINSTON CO.,THE JOHN C. WINSTON CO.
30,THE JOHN C. WINSTON CO.,
31,THE JOHN C. WINSTON CO.,"Copyright 1906, by"
32,THE JOHN C. WINSTON CO.,JAMES E. McGIRT.
33,THE JOHN C. WINSTON CO.,
34,THE JOHN C. WINSTON CO.,
35,THE JOHN C. WINSTON CO.,
36,THE JOHN C. WINSTON CO.,
37,CONTENTS.,CONTENTS.
38,CONTENTS.,
39,CONTENTS.,
40,CONTENTS.,Page.
41,CONTENTS.,
42,CONTENTS.,Born Like the Pines                                                    1
43,CONTENTS.,
44,CONTENTS.,A Mystery                                                              2
45,CONTENTS.,
46,CONTENTS.,The Spirit of the Oak                                                  3
47,CONTENTS.,
48,CONTENTS.,“Home Sick”                                                            4
49,CONTENTS.,
50,CONTENTS.,Des Fo’ Day                                                            6
51,CONTENTS.,
52,CONTENTS.,My Soul’s at Rest                                                      7
53,CONTENTS.,
54,CONTENTS.,Inspiration                                                            9
55,CONTENTS.,
56,CONTENTS.,The Century’s Prayer                                                  11
57,CONTENTS.,
58,CONTENTS.,"Anna, Won’t You Marry Me?                                             12"
59,CONTENTS.,
60,CONTENTS.,Spring                                                                14
61,CONTENTS.,
62,CONTENTS.,A Warrior’s Judgment                                                  15
63,CONTENTS.,
64,CONTENTS.,Uncle Is’rel                                                          17
65,CONTENTS.,
66,CONTENTS.,If Loving Were Wooing                                                 20
67,CONTENTS.,
68,CONTENTS.,Winter                                                                21
69,CONTENTS.,
70,CONTENTS.,The Siege of Manila                                                   22
71,CONTENTS.,
72,CONTENTS.,Signs o’ Rain                                                         26
73,CONTENTS.,
74,CONTENTS.,No Use in Signs                                                       28
75,CONTENTS.,
76,CONTENTS.,"Lullaby, Go To Sleep                                                  30"
77,CONTENTS.,
78,CONTENTS.,"God, Bless Our Country                                                32"
79,CONTENTS.,
80,CONTENTS.,True Love                                                             33
81,CONTENTS.,
82,CONTENTS.,Weep Not                                                              35
83,CONTENTS.,
84,CONTENTS.,Memory of W. W. Brown                                                 36
85,CONTENTS.,
86,CONTENTS.,When De Sun Shines Hot                                                38
87,CONTENTS.,
88,CONTENTS.,Experience                                                            40
89,CONTENTS.,
90,CONTENTS.,Success                                                               41
91,CONTENTS.,
92,CONTENTS.,Defeated                                                              42
93,CONTENTS.,
