,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by Jamie Taylor in memory of Helen Keller.
5,,
6,,
7,,
8,,
9,THE SONG OF,THE SONG OF
10,THE STONE WALL,THE STONE WALL
11,THE STONE WALL,
12,THE STONE WALL,
13,BY,BY
14,HELEN KELLER,HELEN KELLER
15,HELEN KELLER,
16,HELEN KELLER,
17,HELEN KELLER,
18,HELEN KELLER,
19,HELEN KELLER,1910
20,HELEN KELLER,"Copyright, 1909, 1910."
21,HELEN KELLER,"_Published October, 1910_."
22,HELEN KELLER,
23,HELEN KELLER,
24,HELEN KELLER,
25,HELEN KELLER,
26,DEDICATION,DEDICATION
27,DEDICATION,
28,DEDICATION,
29,DEDICATION,"When I began The Song of the Stone Wall, Dr. Edward Everett Hale"
30,DEDICATION,"was still among us, and it was my intention to dedicate the poem"
31,DEDICATION,to him if it should be deemed worthy of publication. I fancied that
32,DEDICATION,he would like it; for he loved the old walls and the traditions that
33,DEDICATION,cling about them.
34,DEDICATION,
35,DEDICATION,"As I tried to image the men who had built the walls long ago, it"
36,DEDICATION,seemed to me that Dr. Hale was the living embodiment of whatever was
37,DEDICATION,heroic in the founders of New England. He was a great American. He
38,DEDICATION,was also a great Puritan. Was not the zeal of his ancestors upon his
39,DEDICATION,"lips, and their courage in his heart? Had they not bequeathed to him"
40,DEDICATION,"their torch-like faith, their patient fervor of toil and their creed"
41,DEDICATION,of equality?
42,DEDICATION,
43,DEDICATION,But his bright spirit had inherited no trace of their harshness and
44,DEDICATION,gloom. The windows of his soul opened to the sunlight of a joyous
45,DEDICATION,faith. His optimism and genial humor inspired gladness and good
46,DEDICATION,sense in others. With an old story he prepared their minds to
47,DEDICATION,"receive new ideas, and with a parable he opened their hearts to"
48,DEDICATION,generous feelings. All men loved him because he loved them. They
49,DEDICATION,"knew that his heart was in their happiness, and that his humanity"
50,DEDICATION,"embraced their sorrows. In him the weak found a friend, the"
51,DEDICATION,"unprotected, a champion. Though a herald and proclaimer of peace, he"
52,DEDICATION,could fight stubbornly and passionately on the side of justice. His
53,DEDICATION,"was a lovable, uplifting greatness which drew all men near and ever"
54,DEDICATION,"nearer to God and to each other. Like his ancestors, he dreamed of a"
55,DEDICATION,land of freedom founded on the love of God and the brotherhood of
56,DEDICATION,"man, a land where each man shall achieve his share of happiness and"
57,DEDICATION,learn the work of manhoodto rule himself and lend a hand.
58,DEDICATION,
59,DEDICATION,Thoughts like these were often in my mind as the poem grew and took
60,DEDICATION,"form. It is fitting, therefore, that I should dedicate it to him,"
61,DEDICATION,and in so doing I give expression to the love and reverence which I
62,DEDICATION,"have felt for him ever since he called me his little cousin, more"
63,DEDICATION,than twenty years ago.
64,DEDICATION,
65,HELEN KELLER,HELEN KELLER
66,HELEN KELLER,
67,HELEN KELLER,"Wrentham, Massachusetts,"
