,Poem Title,line
0,,
1,,
2,,
3,,
4,,
5,,
6,,Wampum and Old Gold
7,,
8,,
9,HERVEY ALLEN,HERVEY ALLEN
10,HERVEY ALLEN,
11,HERVEY ALLEN,
12,HERVEY ALLEN,
13,NEW HAVEN * YALE UNIVERSITY PRESS,NEW HAVEN * YALE UNIVERSITY PRESS
14,NEW HAVEN * YALE UNIVERSITY PRESS,
15,LONDON * HUMPHREY MILFORD * OXFORD UNIVERSITY PRESS,LONDON * HUMPHREY MILFORD * OXFORD UNIVERSITY PRESS
16,LONDON * HUMPHREY MILFORD * OXFORD UNIVERSITY PRESS,
17,MDCCCCXXI,MDCCCCXXI
18,MDCCCCXXI,
19,MDCCCCXXI,
20,MDCCCCXXI,
21,MDCCCCXXI,
22,"COPYRIGHT, 1921, BY","COPYRIGHT, 1921, BY"
23,YALE UNIVERSITY PRESS,YALE UNIVERSITY PRESS
24,YALE UNIVERSITY PRESS,
25,YALE UNIVERSITY PRESS,
26,YALE UNIVERSITY PRESS,
27,YALE UNIVERSITY PRESS,
28,ACKNOWLEDGMENT,ACKNOWLEDGMENT
29,ACKNOWLEDGMENT,
30,ACKNOWLEDGMENT,"For permission to reprint poems appearing in this volume, thanks are"
31,ACKNOWLEDGMENT,"due to the editors of _The North American Review_, _The New"
32,ACKNOWLEDGMENT,"Republic_, _Contemporary Verse_, _Life_, _La France_, _Harvey's"
33,ACKNOWLEDGMENT,"Weekly_, _The Southern Review_, _The New York Times_, _The Boston"
34,ACKNOWLEDGMENT,Evening Transcript_.
35,ACKNOWLEDGMENT,
36,ACKNOWLEDGMENT,
37,ACKNOWLEDGMENT,
38,ACKNOWLEDGMENT,
39,TO,TO
40,TO,
41,FRANCIS FOWLER HOGAN,FRANCIS FOWLER HOGAN
42,FRANCIS FOWLER HOGAN,
43,SOLDIER POET,SOLDIER POET
44,SOLDIER POET,
45,CORPORAL FOURTH UNITED STATES INFANTRY,CORPORAL FOURTH UNITED STATES INFANTRY
46,KILLED IN ACTION IN THE ARGONNE FOREST,KILLED IN ACTION IN THE ARGONNE FOREST
47,OCTOBER SEVENTEENTH,OCTOBER SEVENTEENTH
48,OCTOBER SEVENTEENTH,1918
49,OCTOBER SEVENTEENTH,
50,OCTOBER SEVENTEENTH,
51,OCTOBER SEVENTEENTH,"""Though my hands have not learned to model"
52,OCTOBER SEVENTEENTH,"The dreams of a groping mind,"
53,OCTOBER SEVENTEENTH,Though my lips have not spoken their music
54,OCTOBER SEVENTEENTH,"And are leaving no songs behind,"
55,OCTOBER SEVENTEENTH,"Think not that my life has been futile,"
56,OCTOBER SEVENTEENTH,"Nor grieve for an unsaid word,"
57,OCTOBER SEVENTEENTH,For all that my lips might never sing
58,OCTOBER SEVENTEENTH,My singing heart has heard.
59,OCTOBER SEVENTEENTH,
