,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,tag
160,PG1166,The Second Book of Modern Verse: A Selection from the Work of Contemporaneous American Poets,,,,['en'],24,'American poetry -- 20th century',Text,'American poetry -- 20th century'
184,PG12093,The Song of the Stone Wall,"Keller, Helen",1880.0,1968.0,['en'],21,'American poetry -- 20th century',Text,'American poetry -- 20th century'
817,PG21437,North of Boston,"Frost, Robert",1874.0,1963.0,['en'],29,'American poetry -- 20th century',Sound,'American poetry -- 20th century'
849,PG21890,The Path to Home,"Guest, Edgar A. (Edgar Albert)",1881.0,1959.0,['en'],225,'American poetry -- 20th century',Text,'American poetry -- 20th century'
925,PG2294,Anthology of Massachusetts Poets,,,,['en'],31,"'American literature -- Massachusetts', 'American poetry -- 20th century'",Text,'American poetry -- 20th century'
1132,PG2487,Cross Roads,"Sangster, Margaret E. (Margaret Elizabeth)",1894.0,1981.0,['en'],25,'American poetry -- 20th century',Text,'American poetry -- 20th century'
1180,PG25880,"American Poetry, 1922: A Miscellany",,,,['en'],111,'American poetry -- 20th century',Text,'American poetry -- 20th century'
1207,PG26229,The Congo,"Lindsay, Vachel",1879.0,1931.0,['en'],61,'American poetry -- 20th century',Sound,'American poetry -- 20th century'
1219,PG26333,Maurine and Other Poems,"Wilcox, Ella Wheeler",1850.0,1919.0,['en'],14,'American poetry -- 20th century',Text,'American poetry -- 20th century'
1372,PG28706,Oklahoma Sunshine,"Miller, Freeman Edwin",1864.0,1951.0,['en'],54,'American poetry -- 20th century',Text,'American poetry -- 20th century'
1442,PG3021,A Boy's Will,"Frost, Robert",1874.0,1963.0,['en'],547,'American poetry -- 20th century',Text,'American poetry -- 20th century'
1446,PG3026,North of Boston,"Frost, Robert",1874.0,1963.0,['en'],354,'American poetry -- 20th century',Text,'American poetry -- 20th century'
1449,PG30276,Some Imagist Poets: An Anthology,"Aldington, Richard",1892.0,1962.0,['en'],241,"'English poetry -- 20th century', 'American poetry -- 20th century', 'Imagist poetry'",Text,'American poetry -- 20th century'
1648,PG33674,Sonnets from the Patagonian,"Evans, Donald",1884.0,1921.0,['en'],31,"'American poetry -- 20th century', 'Sonnets'",Text,'American poetry -- 20th century'
1775,PG36051,Colors of Life: Poems and Songs and Sonnets,"Eastman, Max",1883.0,1969.0,['en'],31,'American poetry -- 20th century',Text,'American poetry -- 20th century'
1799,PG36508,Eight Harvard Poets,,,,['en'],68,"'American poetry -- 20th century', 'College verse, American -- Massachusetts -- Cambridge'",Text,'American poetry -- 20th century'
1818,PG36831,A Tree with a Bird in it:: A Symposium of Contemporary American Poets on Being Shown a Pear-tree on Which Sat a Grackle,"Widdemer, Margaret",1884.0,1978.0,['en'],60,"'American poetry -- 20th century', 'Parodies'",Text,'American poetry -- 20th century'
1861,PG37469,"Some Imagist Poets, 1916: An Annual Anthology","Aldington, Richard",1892.0,1962.0,['en'],47,"'English poetry -- 20th century', 'American poetry -- 20th century', 'Imagist poetry'",Text,'American poetry -- 20th century'
1894,PG37852,Chimneysmoke,"Morley, Christopher",1890.0,1957.0,['en'],34,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2020,PG40560,The Bee's Bayonet (a Little Honey and a Little Sting): Camouflage in Word Painting,"Watrous, Edwin Alfred",,,['en'],22,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2044,PG41162,Personae,"Pound, Ezra",1885.0,1972.0,['en'],136,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2165,PG4399,A Few Figs from Thistles,"Millay, Edna St. Vincent",1892.0,1950.0,['en'],52,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2252,PG4530,Precipitations,"Scott, Evelyn",1893.0,1963.0,['en'],9,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2268,PG4549,"Artemis to Actaeon, and Other Verses","Wharton, Edith",1862.0,1937.0,['en'],35,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2277,PG4556,A Woman of Thirty,"Seiffert, Marjorie Allen",1885.0,1970.0,['en'],21,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2389,PG48044,Facts in Jingles,"Stoner, Winifred Sackville",1902.0,1983.0,['en'],136,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2525,PG51415,Poems,"Coleman, Jamie Harris",1893.0,,['en'],41,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2548,PG51997,"A Book of Poems, Al Que Quiere!","Williams, William Carlos",1883.0,1963.0,['en'],127,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2569,PG52456,Harps Hung up in Babylon,"Colton, Arthur",1868.0,1943.0,['en'],22,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2635,PG53099,Willow Pollen,"Marks, Jeannette Augustus",1875.0,1964.0,['en'],22,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2637,PG53149,"The Dyak chief, and other verses","Garrett, Erwin Clarkson",1879.0,1954.0,['en'],26,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2648,PG53333,Ebony and Crystal: Poems in Verse and Prose,"Smith, Clark Ashton",1893.0,1961.0,['en'],129,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2650,PG53385,For Your Sweet Sake: Poems,"McGirt, James E. (James Ephraim)",1874.0,1930.0,['en'],62,"'American poetry -- 20th century', 'American poetry -- African American authors'",Text,'American poetry -- 20th century'
2764,PG55564,Lustra of Ezra Pound,"Li, Bai",701.0,762.0,['en'],147,"'American poetry -- 20th century', 'Chinese poetry -- Translations into English'",Text,'American poetry -- 20th century'
2823,PG56764,"The House of Orchids, and Other Poems","Sterling, George",1869.0,1926.0,['en'],43,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2863,PG58080,poems of yes and no,"Bartlett, Elizabeth",1911.0,1994.0,['en'],31,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2865,PG58207,Behold this Dreamer,"Bartlett, Elizabeth",1911.0,1994.0,['en'],31,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2876,PG58611,"New Hampshire, A Poem; with Notes and Grace Notes","Frost, Robert",1874.0,1963.0,['en'],252,"'American poetry -- 20th century', 'New Hampshire -- Poetry'",Text,'American poetry -- 20th century'
2880,PG58664,My Rubaiyat,"Hartmann, Sadakichi",1867.0,1944.0,['en'],32,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2886,PG58741,The House of Sleep,"Bartlett, Elizabeth",1911.0,1994.0,['en'],29,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2891,PG58992,Modern American Poetry,,,,['en'],78,"'American poetry -- 19th century', 'American poetry -- 20th century'",Text,'American poetry -- 20th century'
2899,PG59167,Poems,"Millay, Edna St. Vincent",1892.0,1950.0,['en'],238,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2902,PG59203,Minna and Myself,"Bodenheim, Maxwell",1893.0,1954.0,['en'],27,"'American drama -- 20th century', 'American poetry -- 20th century'",Text,'American poetry -- 20th century'
2919,PG59474,"The harp-weaver, and other poems","Millay, Edna St. Vincent",1892.0,1950.0,['en'],68,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2922,PG59603,Three Stories & Ten Poems,"Hemingway, Ernest",1899.0,1961.0,['en'],637,"'American fiction -- 20th century', 'American poetry -- 20th century', 'Short stories, American'",Text,'American poetry -- 20th century'
2929,PG59739,It Takes Practice Not To Die,"Bartlett, Elizabeth",1911.0,1994.0,['en'],56,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2936,PG59824,Selected Poems,"Frost, Robert",1874.0,1963.0,['en'],2829,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2941,PG59894,The Passing Throng,"Guest, Edgar A. (Edgar Albert)",1881.0,1959.0,['en'],37,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2954,PG60044,Against This Age,"Bodenheim, Maxwell",1893.0,1954.0,['en'],33,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2959,PG60114,The Sardonic Arm,"Bodenheim, Maxwell",1893.0,1954.0,['en'],23,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2961,PG60146,The Secret Way,"Gale, Zona",1874.0,1938.0,['en'],34,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2966,PG60252,Advice: A Book of Poems,"Bodenheim, Maxwell",1893.0,1954.0,['en'],38,'American poetry -- 20th century',Text,'American poetry -- 20th century'
2984,PG60427,Introducing Irony: A Book of Poetic Short Stories and Poems,"Bodenheim, Maxwell",1893.0,1954.0,['en'],37,"'American fiction -- 20th century', 'American poetry -- 20th century', 'Short stories, American'",Text,'American poetry -- 20th century'
2997,PG60606,"The Glebe 1913/09 (Vol. 1, No. 1): Songs, Sighs and Curses","Wolff, Adolf",1883.0,1944.0,['en'],25,"'Literature, Modern -- 20th century -- Periodicals', 'American poetry -- 20th century'",Text,'American poetry -- 20th century'
3009,PG60904,A Book,"Barnes, Djuna",1892.0,1982.0,['en'],176,"'American fiction -- 20th century', 'American drama -- 20th century', 'American poetry -- 20th century', 'Short stories, American'",Text,'American poetry -- 20th century'
3080,PG62146,"The Janitor's Boy, and Other Poems","Crane, Nathalia",1913.0,1998.0,['en'],58,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3089,PG62456,"Heliodora, and Other Poems",H. D. (Hilda Doolittle),1886.0,1961.0,['en'],43,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3091,PG62503,Summer of Love,"Kilmer, Joyce",1886.0,1918.0,['en'],45,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3094,PG62614,"The lost chimes, and other poems","Melby, Gustav",,,['en'],26,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3113,PG62833,Poems,"Moore, Marianne",1887.0,1972.0,['en'],197,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3123,PG63262,The Hoofs of Pegasus,"Stockett, Letitia",1884.0,1949.0,['en'],38,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3124,PG63265,Anthology of Magazine Verse for 1913,,,,['en'],36,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3129,PG63399,"The Glebe 1914/09 (Vol. 2, No. 2): Poems","Cronyn, George W. (George William)",1888.0,1969.0,['en'],30,"'Literature, Modern -- 20th century -- Periodicals', 'American poetry -- 20th century'",Text,'American poetry -- 20th century'
3133,PG63500,Muse and Mint,"Percy, Walter Seymour",1867.0,,['en'],16,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3134,PG63514,Boys and Girls: The Verses of James W. Foley,"Foley, James W. (James William)",1874.0,1939.0,['en'],121,"'American poetry -- 20th century', ""Children's poetry, American""",Text,'American poetry -- 20th century'
3139,PG63542,The Twentieth Century Epic,"Garnett, Reuben Brodie",,,['en'],26,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3142,PG63554,Going-to-the-Sun,"Lindsay, Vachel",1879.0,1931.0,['en'],52,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3143,PG63622,The Black Panther: A book of poems,"Wheelock, John Hall",1886.0,1978.0,['en'],35,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3148,PG63790,Rosemary and Pansies,"Smith, Effie Waller",1879.0,1960.0,['en'],22,"'American poetry -- 20th century', 'American poetry -- African American authors', 'Christian poetry, American'",Text,'American poetry -- 20th century'
