,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,tag
3174,PG64148,"Saga of the oak, and other poems","Venable, William Henry",1836.0,1920.0,['en'],22,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3183,PG64318,"April twilights, and other poems","Cather, Willa",1873.0,1947.0,['en'],46,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3197,PG64548,By Scarlet Torch and Blade,"Euwer, Anthony",1877.0,1955.0,['en'],30,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3204,PG64783,Mortal Summer,"Van Doren, Mark",1894.0,1972.0,['en'],38,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3209,PG65062,Anthology of Magazine Verse for 1914,,,,['en'],82,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3227,PG65232,The Shadow-Eater,"De Casseres, Benjamin",1873.0,1945.0,['en'],31,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3243,PG65571,Near Nature's Heart; A Volume of Verse,"Jackson, Crawford",,,['en'],21,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3256,PG65807,The New Poetry: An Anthology,,,,['en'],49,"'English poetry -- 20th century', 'American poetry -- 20th century'",Text,'American poetry -- 20th century'
3273,PG66080,"A Life's Story, In Poetry. Other Poems","Woodcock, Dennison",,,['en'],23,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3279,PG66133,Wampum and Old Gold,"Allen, Hervey",1889.0,1949.0,['en'],17,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3344,PG67384,Puella mea,"Cummings, E. E. (Edward Estlin)",1894.0,1962.0,['en'],55,"'Love poetry', 'American poetry -- 20th century'",Text,'American poetry -- 20th century'
3348,PG67509,Two in Arcadia,"Finch, Lucine",,1947.0,['en'],27,"'Love poetry', 'American poetry -- 20th century'",Text,'American poetry -- 20th century'
3370,PG68113,Jingles,"Stoner, Winifred Sackville",1902.0,1983.0,['en'],32,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3372,PG68156,Can Grande's castle,"Lowell, Amy",1874.0,1925.0,['en'],35,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3379,PG68353,Enough rope: poems,"Parker, Dorothy",1893.0,1967.0,['en'],252,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3387,PG68573,Petunia blossoms: Ballads and poems,"Schrage, Dorothea Auguste Gunhilde",,,['en'],25,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3441,PG69761,"The sinking of the Titanic, and other poems","Stahl, Clarence Victor",1885.0,1973.0,['en'],33,"'Titanic (Steamship) -- Poetry', 'American poetry -- 20th century'",Text,'American poetry -- 20th century'
3447,PG69866,Dark of the Moon,"Teasdale, Sara",1884.0,1933.0,['en'],101,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3449,PG69969,"The golden whales of California, and other rhymes in the American language","Lindsay, Vachel",1879.0,1931.0,['en'],40,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3451,PG69980,"Yanks : $b A.E.F. verse: originally published in ""The Stars and Stripes,"" the official newspaper of the American expeditionary forces",Various,,,['en'],24,"'World War, 1914-1918 -- Poetry', 'American poetry -- 20th century'",Text,'American poetry -- 20th century'
3511,PG71425,"A chant of love for England, and other poems","Cone, Helen Gray",1859.0,1934.0,['en'],28,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3517,PG71508,"The coat without a seam, and other poems","Cone, Helen Gray",1859.0,1934.0,['en'],22,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3531,PG72033,The woods,"Malloch, Douglas",1877.0,1938.0,['en'],38,'American poetry -- 20th century',Text,'American poetry -- 20th century'
3738,PG9283,Artemis to Actaeon and Other Verses,"Wharton, Edith",1862.0,1937.0,['en'],10,'American poetry -- 20th century',Sound,'American poetry -- 20th century'
