,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,tag
1643,PG33582,Rhyme? and reason?,"Carroll, Lewis",1832.0,1898.0,['en'],92,"'Fantasy poetry, English', 'English poetry -- 19th century', 'Ghosts -- Poetry', 'Nonsense verses, English'",Text,'English poetry -- 19th century'
1682,PG34298,"The Poetical Works of Sir Edward Bulwer Lytton, Bart. M.P.","Lytton, Edward Bulwer Lytton, Baron",1803.0,1873.0,['en'],44,'English poetry -- 19th century',Text,'English poetry -- 19th century'
1693,PG3468,Poems By the Way,"Morris, William",1834.0,1896.0,['en'],23,'English poetry -- 19th century',Text,'English poetry -- 19th century'
1723,PG35227,A Selection from the Poems of William Morris,"Morris, William",1834.0,1896.0,['en'],47,'English poetry -- 19th century',Text,'English poetry -- 19th century'
1752,PG35536,The Poems and Verses of Charles Dickens,"Dickens, Charles",1812.0,1870.0,['en'],95,"'England -- Social life and customs -- 19th century -- Poetry', 'English poetry -- 19th century'",Text,'English poetry -- 19th century'
1764,PG35903,Rose Leaf and Apple Leaf,"Rodd, Rennell",1858.0,1941.0,['en'],35,'English poetry -- 19th century',Text,'English poetry -- 19th century'
1795,PG36337,A Day with Samuel Taylor Coleridge,"Byron, May",1861.0,1936.0,['en'],27,"'English poetry -- 19th century', 'Poets, English -- 19th century -- Biography', 'Coleridge, Samuel Taylor, 1772-1834'",Text,'English poetry -- 19th century'
1827,PG3692,The House of Life,"Rossetti, Dante Gabriel",1828.0,1882.0,['en'],66,'English poetry -- 19th century',Text,'English poetry -- 19th century'
1830,PG3697,A Century of Roundels,"Swinburne, Algernon Charles",1837.0,1909.0,['en'],86,'English poetry -- 19th century',Text,'English poetry -- 19th century'
1859,PG37452,"The Poetical Works of Elizabeth Barrett Browning, Volume 1","Browning, Elizabeth Barrett",1806.0,1861.0,['en'],125,"'Poetry, Modern -- 19th century', 'English poetry -- 19th century'",Text,'English poetry -- 19th century'
1994,PG4009,"The Victories of Love, and Other Poems","Patmore, Coventry",1823.0,1896.0,['en'],28,"'Man-woman relationships -- Poetry', 'English poetry -- 19th century', 'Love poetry'",Text,'English poetry -- 19th century'
2014,PG40442,A Day with the Poet Tennyson,,,,['en'],42,"'Tennyson, Alfred Tennyson, Baron, 1809-1892', 'English poetry -- 19th century'",Text,'English poetry -- 19th century'
2026,PG4072,Songs Before Sunrise,"Swinburne, Algernon Charles",1837.0,1909.0,['en'],80,'English poetry -- 19th century',Text,'English poetry -- 19th century'
2057,PG41693,Lays and Legends (Second Series),"Nesbit, E. (Edith)",1858.0,1924.0,['en'],21,'English poetry -- 19th century',Text,'English poetry -- 19th century'
2075,PG4207,Aesthetic Poetry,"Pater, Walter",1839.0,1894.0,['en'],36,"'English poetry -- 19th century', 'Aesthetics'",Text,'English poetry -- 19th century'
2097,PG4253,Dramatic Romances,"Browning, Robert",1812.0,1889.0,['en'],220,'English poetry -- 19th century',Text,'English poetry -- 19th century'
2133,PG42915,The Lazy Minstrel,"Ashby-Sterry, J. (Joseph)",,1917.0,['en'],40,'English poetry -- 19th century',Text,'English poetry -- 19th century'
2135,PG4295,Songs of Action,"Doyle, Arthur Conan",1859.0,1930.0,['en'],96,'English poetry -- 19th century',Text,'English poetry -- 19th century'
2285,PG45736,"Ballades and Rondeaus, Chants Royal, Sestinas, Villanelles, etc.",,,,['en'],71,"'Ballades', 'Rondeaus', 'Provençal poetry -- History and criticism', 'English poetry -- 19th century', 'English language -- Versification', 'American poetry -- 19th century'",Text,'English poetry -- 19th century'
2340,PG47143,The Poetical Works of William Wordsworth — Volume 7 (of 8),"Wordsworth, William",1770.0,1850.0,['en'],194,"'English poetry -- 19th century', 'English poetry -- 18th century'",Text,'English poetry -- 19th century'
2359,PG4739,Fly Leaves,"Calverley, Charles Stuart",1831.0,1884.0,['en'],27,'English poetry -- 19th century',Text,'English poetry -- 19th century'
2365,PG47651,The Poetical Works of William Wordsworth — Volume 6 (of 8),"Wordsworth, William",1770.0,1850.0,['en'],70,"'English poetry -- 19th century', 'English poetry -- 18th century'",Text,'English poetry -- 19th century'
2449,PG49682,"Carols of Cockayne: The Third Edition, 1874","Leigh, Henry S. (Henry Sambrooke)",1837.0,1883.0,['en'],121,'English poetry -- 19th century',Text,'English poetry -- 19th century'
2450,PG49684,Puck on Pegasus: Fourth Edition,"Cholmondeley-Pennell, H. (Henry)",1837.0,1915.0,['en'],31,"'English poetry -- 19th century', 'Humorous poetry, English'",Text,'English poetry -- 19th century'
2462,PG49827,Pygmalion and the Image,"Morris, William",1834.0,1896.0,['en'],39,"'English poetry -- 19th century', 'Pygmalion (Greek mythology) -- Poetry'",Text,'English poetry -- 19th century'
2473,PG50162,Songs of love and empire,"Nesbit, E. (Edith)",1858.0,1924.0,['en'],31,'English poetry -- 19th century',Text,'English poetry -- 19th century'
2501,PG50954,The Complete Poetic and Dramatic Works of Robert Browning: Cambridge Edition,"Browning, Robert",1812.0,1889.0,['en'],312,"'English poetry -- 19th century', 'Browning, Robert, 1812-1889', 'English drama -- 19th century'",Text,'English poetry -- 19th century'
2514,PG51277,A Summer's Poems,"Lys, Francis J. (Francis John)",1863.0,1947.0,['en'],21,'English poetry -- 19th century',Text,'English poetry -- 19th century'
2523,PG51392,Hafiz in London,"McCarthy, Justin H. (Justin Huntly)",1860.0,1936.0,['en'],35,'English poetry -- 19th century',Text,'English poetry -- 19th century'
