,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,tag
2071,PG42052,"The Golden Helm, and Other Verse","Gibson, Wilfrid Wilson",1878.0,1962.0,['en'],38,'English poetry',Text,'English poetry'
2107,PG42641,Friends,"Gibson, Wilfrid Wilson",1878.0,1962.0,['en'],52,'English poetry',Text,'English poetry'
2113,PG42677,"Fires - Book 1: The Stone, and Other Tales","Gibson, Wilfrid Wilson",1878.0,1962.0,['en'],60,"'Stories in rhyme', 'English poetry'",Text,'English poetry'
2114,PG42678,"Fires - Book 2: The Ovens, and Other Tales","Gibson, Wilfrid Wilson",1878.0,1962.0,['en'],27,"'Stories in rhyme', 'English poetry'",Text,'English poetry'
2115,PG42679,"Fires - Book 3: The Hare, and Other Tales","Gibson, Wilfrid Wilson",1878.0,1962.0,['en'],41,"'Stories in rhyme', 'English poetry'",Text,'English poetry'
2298,PG46063,"The Classic Myths in English Literature and in Art (2nd ed.) (1911): Based Originally on Bulfinch's ""Age of Fable"" (1855)","Bulfinch, Thomas",1796.0,1867.0,['en'],210,"'Mythology, Norse', 'English poetry', 'Mythology, Classical'",Text,'English poetry'
2313,PG46515,The Blue Poetry Book: 7th. Ed.,,,,['en'],77,"'English poetry -- Collections', ""Children's poetry"", 'English poetry'",Text,'English poetry'
2328,PG46858,"George Crabbe: Poems, Volume 1 (of 3)","Crabbe, George",1754.0,1832.0,['en'],79,'English poetry',Text,'English poetry'
2345,PG47225,Ballads and Poems of Tragic Life,"Meredith, George",1828.0,1909.0,['en'],25,'English poetry',Text,'English poetry'
2364,PG4758,"Late Lyrics and Earlier, With Many Other Verses","Hardy, Thomas",1840.0,1928.0,['en'],71,'English poetry',Text,'English poetry'
2385,PG4797,The Complete Poetical Works of Percy Bysshe Shelley — Volume 1,"Shelley, Percy Bysshe",1792.0,1822.0,['en'],124,'English poetry',Text,'English poetry'
2386,PG4798,The Complete Poetical Works of Percy Bysshe Shelley — Volume 2,"Shelley, Percy Bysshe",1792.0,1822.0,['en'],51,'English poetry',Text,'English poetry'
2387,PG4799,The Complete Poetical Works of Percy Bysshe Shelley — Volume 3,"Shelley, Percy Bysshe",1792.0,1822.0,['en'],51,'English poetry',Text,'English poetry'
2388,PG4800,The Complete Poetical Works of Percy Bysshe Shelley — Complete,"Shelley, Percy Bysshe",1792.0,1822.0,['en'],440,'English poetry',Text,'English poetry'
2409,PG48484,Narrative and Lyric Poems (Second Series) for Use in the Lower School,,,,['en'],36,'English poetry',Text,'English poetry'
2447,PG49658,Writ in Barracks,"Wallace, Edgar",1875.0,1932.0,['en'],55,"'English poetry', 'Great Britain. Army -- Military life -- Poetry'",Text,'English poetry'
2505,PG51003,"George Crabbe: Poems, Volume 2 (of 3)","Crabbe, George",1754.0,1832.0,['en'],46,'English poetry',Text,'English poetry'
2513,PG5125,Last Poems: Translations from the Book of Indian Love,"Hope, Laurence",1865.0,1904.0,['en'],64,"'Love poetry', 'India -- Poetry', 'English poetry'",Text,'English poetry'
2517,PG5131,Childe Harold's Pilgrimage,"Byron, George Gordon Byron, Baron",1788.0,1824.0,['en'],4120,"'Voyages and travels -- Poetry', 'Pilgrims and pilgrimages -- Europe -- Poetry', 'English poetry'",Text,'English poetry'
