,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,tag
42,PG1034,Poems,"Owen, Wilfred",1893.0,1918.0,['en'],267,"'English poetry -- 20th century', 'World War, 1914-1918 -- Poetry', 'War poetry'",Text,'English poetry -- 20th century'
349,PG14706,Greybeards at Play: Literature and Art for Old Gentlemen,"Chesterton, G. K. (Gilbert Keith)",1874.0,1936.0,['en'],45,"'English poetry -- 20th century', 'Humorous poetry, English'",Text,'English poetry -- 20th century'
534,PG17735,"Eyes of Youth: A Book of Verse by Padraic Colum, Shane Leslie, Viola Meynell, Ruth Lindsay, Hugh Austin, Judith Lytton, Olivia Meynell, Maurice Healy, Monica Saleeby & Francis Meynell. With four early poems by Francis Thompson & a foreword by Gilbert K. Chesterton",Various,,,['en'],31,"'English poetry -- 20th century', 'English poetry -- 19th century', 'English poetry -- Irish authors'",Text,'English poetry -- 20th century'
738,PG20370,Rhymes of the East and Re-collected Verses,Dum-Dum,1869.0,1952.0,['en'],21,"'English poetry -- 20th century', 'India -- Poetry'",Text,'English poetry -- 20th century'
831,PG21649,A Cluster of Grapes: A Book of Twentieth Century Poetry,,,,['en'],34,'English poetry -- 20th century',Text,'English poetry -- 20th century'
901,PG22668,Poems of To-Day: an Anthology,Various,,,['en'],45,"'English poetry -- 20th century', 'English poetry -- 19th century'",Text,'English poetry -- 20th century'
1254,PG26785,Modern British Poetry,,,,['en'],264,"'English poetry -- 20th century', 'English poetry -- 19th century'",Text,'English poetry -- 20th century'
1448,PG30276,Some Imagist Poets: An Anthology,"Aldington, Richard",1892.0,1962.0,['en'],241,"'English poetry -- 20th century', 'American poetry -- 20th century', 'Imagist poetry'",Text,'English poetry -- 20th century'
1658,PG33774,Mice & Other Poems,"Bullett, Gerald",1893.0,1958.0,['en'],45,'English poetry -- 20th century',Text,'English poetry -- 20th century'
1663,PG33902,"1914, and Other Poems","Brooke, Rupert",1887.0,1915.0,['en'],158,'English poetry -- 20th century',Text,'English poetry -- 20th century'
1816,PG36803,Rebel Verses,"Gilbert, Bernard",1882.0,1927.0,['en'],15,"'English poetry -- 20th century', 'Dialect poetry, English -- England -- Lincolnshire'",Text,'English poetry -- 20th century'
1860,PG37469,"Some Imagist Poets, 1916: An Annual Anthology","Aldington, Richard",1892.0,1962.0,['en'],47,"'English poetry -- 20th century', 'American poetry -- 20th century', 'Imagist poetry'",Text,'English poetry -- 20th century'
1877,PG37556,Poems,"Shanks, Edward",1892.0,1953.0,['en'],19,'English poetry -- 20th century',Text,'English poetry -- 20th century'
1896,PG37860,Poems - First Series,"Squire, John Collings, Sir",1884.0,1958.0,['en'],36,'English poetry -- 20th century',Text,'English poetry -- 20th century'
1897,PG37861,Poems - Second Series,"Squire, John Collings, Sir",1884.0,1958.0,['en'],25,'English poetry -- 20th century',Text,'English poetry -- 20th century'
1971,PG39614,"Ardours and Endurances; Also, A Faun's Holiday & Poems and Phantasies","Nichols, Robert",1893.0,1944.0,['en'],27,"'English poetry -- 20th century', 'World War, 1914-1918 -- Poetry'",Text,'English poetry -- 20th century'
2010,PG40344,"Poems, 1916-1918","Young, Francis Brett",1884.0,1954.0,['en'],29,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2025,PG40717,"The Story of a Round-House, and Other Poems","Masefield, John",1878.0,1967.0,['en'],27,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2204,PG4513,The Rainbow and the Rose,"Nesbit, E. (Edith)",1858.0,1924.0,['en'],43,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2280,PG45643,Poems,"Tree, Iris",1897.0,1968.0,['en'],51,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2342,PG47144,Over the Brazier,"Graves, Robert",1895.0,1985.0,['en'],55,"'English poetry -- 20th century', 'World War, 1914-1918 -- Poetry'",Text,'English poetry -- 20th century'
2350,PG47265,Pixies' Plot,"Phillpotts, Eden",1862.0,1960.0,['en'],25,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2377,PG47824,The Pier-Glass,"Graves, Robert",1895.0,1985.0,['en'],62,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2380,PG47912,The Burning Wheel,"Huxley, Aldous",1894.0,1963.0,['en'],135,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2400,PG48306,Selected Poems,"Brooke, Rupert",1887.0,1915.0,['en'],39,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2404,PG48371,A Spring Harvest,"Smith, Geoffrey Bache",1894.0,1916.0,['en'],313,"'English poetry -- 20th century', 'World War, 1914-1918 -- Poetry'",Text,'English poetry -- 20th century'
2425,PG49277,'Twixt Earth and Stars: Poems,"Hall, Radclyffe",1886.0,1943.0,['en'],105,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2427,PG49321,A Sheaf of Verses: Poems,"Hall, Radclyffe",1886.0,1943.0,['en'],46,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2433,PG49493,Leda,"Huxley, Aldous",1894.0,1963.0,['en'],57,"'English poetry -- 20th century', 'English literature -- 20th century'",Text,'English poetry -- 20th century'
2456,PG49740,Orchard and Vineyard,"Sackville-West, V. (Victoria)",1892.0,1962.0,['en'],43,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2475,PG50240,"The Sunken Garden, and Other Poems","De la Mare, Walter",1873.0,1956.0,['en'],68,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2480,PG50376,"Oxford poetry, 1920",,,,['en'],28,"'English poetry -- 20th century', 'College verse, English -- England -- Oxford'",Text,'English poetry -- 20th century'
2481,PG50378,"Oxford poetry, 1919",,,,['en'],43,"'English poetry -- 20th century', 'College verse, English -- England -- Oxford'",Text,'English poetry -- 20th century'
2482,PG50429,"Oxford poetry, 1921",,,,['en'],35,"'English poetry -- 20th century', 'College verse, English -- England -- Oxford'",Text,'English poetry -- 20th century'
2486,PG50591,"Songs of Three Counties, and Other Poems","Hall, Radclyffe",1886.0,1943.0,['en'],62,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2496,PG50815,"Oxford poetry, 1917",,,,['en'],56,"'English poetry -- 20th century', 'College verse, English -- England -- Oxford'",Text,'English poetry -- 20th century'
2527,PG51488,The Year's at the Spring: An Anthology of Recent Poetry,,,,['en'],98,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2532,PG51575,"Poems, 1908-1919","Drinkwater, John",1882.0,1937.0,['en'],61,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2566,PG52366,"The Veil, and Other Poems","De la Mare, Walter",1873.0,1956.0,['en'],62,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2575,PG52584,Tides: A Book of Poems,"Drinkwater, John",1882.0,1937.0,['en'],40,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2641,PG53206,Selections from Modern Poets: Made by J. C. Squire,,,,['en'],49,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2688,PG54058,Love Poems and Others,"Lawrence, D. H. (David Herbert)",1885.0,1930.0,['en'],259,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2738,PG55031,"October, and Other Poems; with Occasional Verses on the War","Bridges, Robert",1844.0,1930.0,['en'],29,"'English poetry -- 20th century', 'World War, 1914-1918 -- Poetry'",Text,'English poetry -- 20th century'
2745,PG55079,Poems,"Maynard, Theodore",1890.0,1956.0,['en'],45,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2777,PG55963,"Shepherd Singing Ragtime, and Other Poems","Golding, Louis",1895.0,1958.0,['en'],28,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2782,PG56074,"Pan-Worship, and Other Poems","Farjeon, Eleanor",1881.0,1965.0,['en'],53,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2783,PG56082,Dream-Songs for the Belovèd,"Farjeon, Eleanor",1881.0,1965.0,['en'],27,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2787,PG56244,Sonnets and Poems,"Farjeon, Eleanor",1881.0,1965.0,['en'],53,"'English poetry -- 20th century', 'Sonnets, English'",Text,'English poetry -- 20th century'
2791,PG5628,Preludes 1921-1922,"Drinkwater, John",1882.0,1937.0,['en'],13,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2868,PG58435,"Lollingdon Downs, and Other Poems, with Sonnets","Masefield, John",1878.0,1967.0,['en'],20,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2878,PG58642,Whipperginny,"Graves, Robert",1895.0,1985.0,['en'],47,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2930,PG59756,Poems,Cushag,1852.0,1937.0,['en'],31,"'English poetry -- 20th century', 'Manx poetry (English)'",Text,'English poetry -- 20th century'
2933,PG59800,Picture-Show,"Sassoon, Siegfried",1886.0,1967.0,['en'],78,"'English poetry -- 20th century', 'World War, 1914-1918 -- Poetry', 'War poetry, English'",Text,'English poetry -- 20th century'
2965,PG60237,Poems,"Bell, Clive",1881.0,1964.0,['en'],25,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2975,PG60337,"Birds, Beasts and Flowers: Poems by D. H. Lawrence","Lawrence, D. H. (David Herbert)",1885.0,1930.0,['en'],438,"'English poetry -- 20th century', 'Animals -- Poetry', 'Nature -- Poetry'",Text,'English poetry -- 20th century'
2982,PG60396,Spring Morning,"Cornford, Frances Darwin",1886.0,1960.0,['en'],33,'English poetry -- 20th century',Text,'English poetry -- 20th century'
2989,PG60487,Verses,"Belloc, Hilaire",1870.0,1953.0,['en'],59,'English poetry -- 20th century',Text,'English poetry -- 20th century'
3012,PG61070,Poems of Adoration,"Field, Michael",,,['en'],42,'English poetry -- 20th century',Text,'English poetry -- 20th century'
3015,PG61120,"The Legend of Monte della Sibilla; or, Le paradis de la reine Sibille","Bell, Clive",1881.0,1964.0,['en'],27,'English poetry -- 20th century',Text,'English poetry -- 20th century'
